name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants
ottawa_ons2022_riverside_park_mooneys_bay_3098_00000_2_5_percent,320,320,1,0,0,0,0,0,0.171875,0.171875,0,0,0,0,0.59375,0.09375,0.5454545454545454,0.125,NA,0,0,NA,NA,NA,NA,NA,NA,NA,30,85,0.265625,85,0.265625,0,NA,0,NA,3.4,3.4,0,45,0.140625,0,0,0,0,55,55,40,25,0.078125,15,0.046875,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,190,0,0,60,0,90,0,0,10,0,0,0,10,135,0,0,0.1875,0,0.28125,0,0,0.03125,0,0,0,0.03125,0.421875,110,0.34375,215,0.671875,260,225,35,10,20,0,0,15,0.8653846153846154,0.1346153846153846,0.038461538461538464,0.07692307692307693,0,0,0.057692307692307696,75,35,45,15,30,0,0,20,0.4666666666666667,0.6,0.2,0.4,0,0,0.26666666666666666
ottawa_ons2022_riverside_park_south_revelstoke_3099_00000_2_1_percent,225,225,1,0,0,0,0,0,0,0,0.044444444444444446,0,0,0,0.15555555555555556,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.5,3.5,0,20,0.09302325581395349,10,0,0,0,0,0,0,35,0.15555555555555556,20,0.08888888888888889,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,35,25,0,0,0,0,0,0,0,0,0,0,0,190,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.8444444444444444,120,0.5333333333333333,105,0.4666666666666667,180,170,10,10,0,0,0,0,0.9444444444444444,0.05555555555555555,0.05555555555555555,0,0,0,0,80,40,30,20,15,10,0,0,0.5,0.375,0.25,0.1875,0.125,0,0
ottawa_ons2022_riverside_south_leitrim_3100_00000_0_9_percent,1830,1830,1,0,0,0,0,0,0.02185792349726776,0.02185792349726776,0.00819672131147541,0,0.00546448087431694,0,0.4781420765027322,0,0,0.06830601092896176,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,100,0.0546448087431694,100,0.0546448087431694,0,NA,0,NA,3.6,3.6,0,95,0.05191256830601093,15,0,10,0,40,40,125,225,0.12295081967213115,25,0.01366120218579235,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,875,165,220,120,15,150,30,40,10,10,0,15,100,955,0.09016393442622951,0.12021857923497267,0.06557377049180328,0.00819672131147541,0.08196721311475409,0.01639344262295082,0.02185792349726776,0.00546448087431694,0.00546448087431694,0,0.00819672131147541,0.0546448087431694,0.5218579234972678,630,0.3442622950819672,1205,0.6584699453551912,1565,1350,225,170,50,30,10,10,0.8626198083067093,0.14376996805111822,0.10862619808306709,0.03194888178913738,0.019169329073482427,0.006389776357827476,0.006389776357827476,525,230,295,185,110,45,35,30,0.4380952380952381,0.5619047619047619,0.3523809523809524,0.20952380952380953,0.08571428571428572,0.06666666666666667,0.05714285714285714
ottawa_ons2022_riverview_3101_00000_3_8_percent,735,735,1,0,0,0,0,0,0.07482993197278912,0.07482993197278912,0.013605442176870748,0,0.013605442176870748,0,0.6326530612244898,0.02040816326530612,0.2727272727272727,0.07482993197278912,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,220,0.3013698630136986,220,0.3013698630136986,0,NA,0,NA,3.5,3.5,0,130,0.1793103448275862,10,0,10,0,55,55,55,120,0.16326530612244897,35,0.047619047619047616,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,465,50,20,180,20,105,15,0,15,0,0,10,45,265,0.06802721088435375,0.027210884353741496,0.24489795918367346,0.027210884353741496,0.14285714285714285,0.02040816326530612,0,0.02040816326530612,0,0,0.013605442176870748,0.061224489795918366,0.36054421768707484,280,0.3835616438356164,455,0.6232876712328768,635,465,170,85,85,0,70,15,0.7322834645669292,0.2677165354330709,0.13385826771653545,0.13385826771653545,0,0.11023622047244094,0.023622047244094488,190,60,135,50,85,15,30,40,0.3157894736842105,0.7105263157894737,0.2631578947368421,0.4473684210526316,0.07894736842105263,0.15789473684210525,0.21052631578947367
ottawa_ons2022_rockcliffe_park_3102_00000_5_0_percent,45,45,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4.9,5.5,0,10,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,10,0,0,0,0,0,0,0,0,0,0,30,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,10,0.2222222222222222,35,0.7777777777777778,50,35,0,0,0,0,0,0,0.7,0,0,0,0,0,0,30,10,20,10,10,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0
ottawa_ons2022_rothwell_heights_beacon_hill_north_3103_00000_1_8_percent,645,645,1,0,0,0,0,0,0.03875968992248062,0.03875968992248062,0.031007751937984496,0.023255813953488372,0,0,0.23255813953488372,0,0,0.015384615384615385,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.05426356589147287,35,0.05426356589147287,0,NA,0,NA,3.8,3.6,0,75,0.11627906976744186,20,15,0,0,25,25,10,120,0.18461538461538463,50,0.07692307692307693,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,150,20,15,55,15,20,10,10,0,0,0,0,0,490,0.031007751937984496,0.023255813953488372,0.08527131782945736,0.023255813953488372,0.031007751937984496,0.015503875968992248,0.015503875968992248,0,0,0,0,0,0.7596899224806202,295,0.4573643410852713,355,0.5503875968992248,580,490,95,55,40,20,15,0,0.8448275862068966,0.16379310344827586,0.09482758620689655,0.06896551724137931,0.034482758620689655,0.02586206896551724,0,215,60,145,105,45,15,20,15,0.27906976744186046,0.6744186046511628,0.4883720930232558,0.20930232558139536,0.06976744186046512,0.09302325581395349,0.06976744186046512
ottawa_ons2022_russell_3607_00000_1_3_percent,1785,1785,1,0,0,0,0,0,0.00558659217877095,0.00558659217877095,0.055865921787709494,0.01675977653631285,0.03910614525139665,0,0.05027932960893855,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,75,0.04201680672268908,75,0.04201680672268908,0,NA,0,NA,3.7,3.8,0,155,0.08683473389355742,100,30,70,0,10,10,0,555,0.3100558659217877,270,0.15083798882681565,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,90,20,0,45,0,0,0,0,0,0,0,10,0,1700,0.0111731843575419,0,0.025139664804469275,0,0,0,0,0,0,0,0.00558659217877095,0,0.94972067039106145,1110,0.6218487394957983,680,0.38095238095238093,1590,1355,235,65,170,160,15,0,0.8522012578616353,0.14779874213836477,0.040880503144654086,0.1069182389937107,0.10062893081761007,0.009433962264150943,0,545,290,260,20,240,175,55,10,0.5321100917431193,0.47706422018348627,0.03669724770642202,0.44036697247706424,0.3211009174311927,0.10091743119266056,0.01834862385321101
ottawa_ons2022_sandy_hill_3104_00010_10_1_percent,520,520,1,0,0,0,0,0,0.10576923076923077,0.10576923076923077,0.038461538461538464,0,0.028846153846153848,0,0.46153846153846156,0.028846153846153848,0.2727272727272727,0.09615384615384616,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,135,0.25961538461538464,135,0.25961538461538464,0,NA,0,NA,3.7,3.4,0,175,0.33980582524271846,20,0,15,0,55,55,50,125,0.2403846153846154,65,0.125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,240,15,10,155,0,35,15,0,0,0,0,0,0,285,0.028846153846153848,0.019230769230769232,0.2980769230769231,0,0.0673076923076923,0.028846153846153848,0,0,0,0,0,0,0.5480769230769231,235,0.4519230769230769,285,0.5480769230769231,460,365,100,35,60,15,15,30,0.7934782608695652,0.21739130434782608,0.07608695652173914,0.13043478260869565,0.03260869565217391,0.03260869565217391,0.06521739130434782,175,70,100,50,50,0,10,40,0.4,0.5714285714285714,0.2857142857142857,0.2857142857142857,0,0.05714285714285714,0.22857142857142856
ottawa_ons2022_smiths_falls_3408_00000_2_2_percent,670,670,1,0,0,0,0,0,0.014925373134328358,0.014925373134328358,0.05223880597014925,0.03731343283582089,0,0,0.07462686567164178,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,160,0.23880597014925373,160,0.23880597014925373,0,NA,0,NA,3.6,3.8,0,250,0.37593984962406013,35,25,0,0,10,10,0,15,0.022388059701492536,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,50,15,15,10,0,0,0,0,0,0,0,0,0,615,0.022388059701492536,0.022388059701492536,0.014925373134328358,0,0,0,0,0,0,0,0,0,0.917910447761194,75,0.11194029850746269,595,0.8880597014925373,595,470,125,60,60,60,0,0,0.7899159663865546,0.21008403361344538,0.10084033613445378,0.10084033613445378,0.10084033613445378,0,0,180,80,100,30,70,60,10,0,0.4444444444444444,0.5555555555555556,0.16666666666666666,0.3888888888888889,0.3333333333333333,0.05555555555555555,0
ottawa_ons2022_south_dundas_3806_00000_2_2_percent,700,700,1,0,0,0,0,0,0,0,0.02142857142857143,0.014285714285714285,0,0,0.02142857142857143,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,55,0.07857142857142857,55,0.07857142857142857,0,NA,0,NA,3.8,3.9,0,175,0.2517985611510791,15,10,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,10,0,0,0,0,0,0,0,0,0,685,0,0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0.9785714285714285,70,0.1,630,0.9,630,565,60,30,30,30,0,0,0.8968253968253969,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0,0,245,150,95,20,75,70,0,0,0.6122448979591837,0.3877551020408163,0.08163265306122448,0.30612244897959184,0.2857142857142857,0,0
ottawa_ons2022_south_glengarry_3807_00000_1_7_percent,890,890,1,0,0,0,0,0,0,0,0.05649717514124294,0.03954802259887006,0.022598870056497175,0,0.07909604519774012,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,70,0.07865168539325842,70,0.07865168539325842,0,NA,0,NA,3.6,3.6,0,75,0.0847457627118644,50,35,20,0,0,0,0,150,0.1694915254237288,40,0.04519774011299435,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,70,0,10,10,15,20,0,15,0,0,0,0,0,815,0,0.011299435028248588,0.011299435028248588,0.01694915254237288,0.022598870056497175,0,0.01694915254237288,0,0,0,0,0,0.9209039548022598,500,0.5617977528089888,385,0.43258426966292135,780,700,75,35,40,35,15,0,0.8974358974358975,0.09615384615384616,0.04487179487179487,0.05128205128205128,0.04487179487179487,0.019230769230769232,0,280,105,170,30,140,110,25,0,0.375,0.6071428571428571,0.10714285714285714,0.5,0.39285714285714285,0.08928571428571429,0
ottawa_ons2022_south_keys_3105_00000_2_1_percent,150,150,1,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,0,NA,0.06666666666666667,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.20689655172413793,30,0.20689655172413793,0,NA,0,NA,3.6,3.2,0,15,0.1,0,0,0,0,0,0,10,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,80,0,10,25,0,45,0,0,0,0,0,0,0,65,0,0.06666666666666667,0.16666666666666666,0,0.3,0,0,0,0,0,0,0,0.43333333333333335,30,0.20689655172413793,115,0.7931034482758621,135,90,45,35,10,10,0,0,0.6666666666666666,0.3333333333333333,0.25925925925925924,0.07407407407407407,0.07407407407407407,0,0,40,20,25,15,10,0,0,0,0.5,0.625,0.375,0.25,0,0,0
ottawa_ons2022_south_stormont_3808_00000_1_8_percent,915,915,1,0,0,0,0,0,0,0,0.0546448087431694,0.04371584699453552,0.01092896174863388,0,0.06557377049180328,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,80,0.08743169398907104,80,0.08743169398907104,0,NA,0,NA,3.6,3.8,0,80,0.08791208791208792,50,40,10,0,0,0,0,90,0.09836065573770492,15,0.01639344262295082,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,60,15,15,0,0,0,0,15,0,0,0,0,0,860,0.01639344262295082,0.01639344262295082,0,0,0,0,0.01639344262295082,0,0,0,0,0,0.9398907103825137,440,0.4808743169398907,475,0.5191256830601093,785,640,145,60,85,75,10,0,0.8152866242038217,0.18471337579617833,0.07643312101910828,0.10828025477707007,0.09554140127388536,0.012738853503184714,0,285,125,160,20,140,120,15,0,0.43859649122807015,0.5614035087719298,0.07017543859649122,0.49122807017543857,0.42105263157894735,0.05263157894736842,0
ottawa_ons2022_stittsville_3106_00000_1_1_percent,1455,1455,1,0,0,0,0,0,0.01718213058419244,0.01718213058419244,0.030927835051546393,0.027491408934707903,0.006872852233676976,0,0.2027491408934708,0,0,0.024054982817869417,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.020618556701030927,30,0.020618556701030927,0,NA,0,NA,3.8,4.1,0,160,0.10996563573883161,45,40,10,0,25,25,35,70,0.048109965635738834,20,0.013745704467353952,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,295,115,25,60,20,15,15,0,0,0,0,0,40,1155,0.07903780068728522,0.01718213058419244,0.041237113402061855,0.013745704467353952,0.010309278350515464,0.010309278350515464,0,0,0,0,0,0.027491408934707903,0.7938144329896907,350,0.24054982817869416,1100,0.7560137457044673,1295,1000,300,260,40,40,0,0,0.7722007722007722,0.23166023166023167,0.20077220077220076,0.03088803088803089,0.03088803088803089,0,0,505,215,290,200,95,60,15,15,0.42574257425742573,0.5742574257425742,0.39603960396039606,0.18811881188118812,0.1188118811881188,0.0297029702970297,0.0297029702970297
ottawa_ons2022_stittsville_east_3107_00000_1_9_percent,1330,1330,1,0,0,0,0,0,0.06015037593984962,0.06015037593984962,0.018796992481203006,0,0.011278195488721804,0,0.5939849624060151,0,0,0.08646616541353383,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,70,0.052434456928838954,70,0.052434456928838954,0,NA,0,NA,3.3,3.3,0,90,0.06766917293233082,25,0,15,0,80,80,115,30,0.022556390977443608,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,790,365,95,95,20,75,20,25,25,10,0,15,35,545,0.2744360902255639,0.07142857142857142,0.07142857142857142,0.015037593984962405,0.05639097744360902,0.015037593984962405,0.018796992481203006,0.018796992481203006,0.007518796992481203,0,0.011278195488721804,0.02631578947368421,0.40977443609022557,250,0.18726591760299627,1085,0.8127340823970037,1130,820,315,255,60,30,20,15,0.7256637168141593,0.27876106194690264,0.22566371681415928,0.05309734513274336,0.02654867256637168,0.017699115044247787,0.01327433628318584,305,75,230,120,105,35,20,60,0.2459016393442623,0.7540983606557377,0.39344262295081966,0.3442622950819672,0.11475409836065574,0.06557377049180328,0.19672131147540983
ottawa_ons2022_stittsville_north_3108_00000_1_2_percent,1350,1350,1,0,0,0,0,0,0.037037037037037035,0.037037037037037035,0.022222222222222223,0.011111111111111112,0.007407407407407408,0,0.37777777777777777,0,0,0.03717472118959108,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.04460966542750929,60,0.04460966542750929,0,NA,0,NA,3.9,4.1,0,80,0.05925925925925926,30,15,10,0,50,50,50,35,0.026022304832713755,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,510,130,65,85,0,90,10,40,0,10,15,0,50,840,0.0962962962962963,0.04814814814814815,0.06296296296296296,0,0.06666666666666667,0.007407407407407408,0.02962962962962963,0,0.007407407407407408,0.011111111111111112,0,0.037037037037037035,0.6222222222222222,280,0.2074074074074074,1065,0.7888888888888889,1195,1050,145,100,40,10,20,15,0.8786610878661087,0.12133891213389121,0.08368200836820083,0.03347280334728033,0.008368200836820083,0.016736401673640166,0.012552301255230125,480,190,290,185,110,50,35,25,0.3958333333333333,0.6041666666666666,0.3854166666666667,0.22916666666666666,0.10416666666666667,0.07291666666666667,0.052083333333333336
ottawa_ons2022_stonebridge_half_moon_bay_3109_00000_3_0_percent,2815,2815,1,0,0,0,0,0,0.04085257548845471,0.04440497335701599,0.015985790408525755,0.0053285968028419185,0.010657193605683837,0,0.61101243339254,0.007104795737122558,0.16,0.06394316163410302,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20,220,0.07829181494661921,220,0.07829181494661921,0,NA,0,NA,3.8,4,0,210,0.07473309608540925,45,15,30,0,125,115,180,125,0.04440497335701599,35,0.012433392539964476,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1720,425,360,255,70,325,50,50,45,0,0,10,130,1095,0.15097690941385436,0.12788632326820604,0.0905861456483126,0.02486678507992895,0.11545293072824156,0.017761989342806393,0.017761989342806393,0.015985790408525755,0,0,0.003552397868561279,0.046181172291296625,0.38898756660746003,585,0.20818505338078291,2230,0.7935943060498221,2465,1885,580,435,150,110,0,35,0.7647058823529411,0.23529411764705882,0.17647058823529413,0.060851926977687626,0.04462474645030426,0,0.014198782961460446,890,310,585,325,260,90,85,75,0.34831460674157305,0.6573033707865169,0.3651685393258427,0.29213483146067415,0.10112359550561797,0.09550561797752809,0.08426966292134831
ottawa_ons2022_tay_valley_3409_00000_8_9_percent,280,280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.8,3.6,0,20,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0.9821428571428571,20,0.07142857142857142,260,0.9285714285714286,245,235,10,0,10,10,0,0,0.9591836734693877,0.04081632653061224,0,0.04081632653061224,0.04081632653061224,0,0,85,60,30,0,25,25,0,0,0.7058823529411765,0.35294117647058826,0,0.29411764705882354,0.29411764705882354,0,0
ottawa_ons2022_the_nation_la_nation_3608_00000_1_4_percent,1200,1200,1,0,0,0,0,0,0,0,0.04149377593360996,0.02074688796680498,0.016597510373443983,0,0.07883817427385892,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,85,0.07053941908713693,85,0.07053941908713693,0,NA,0,NA,3.7,3.8,0,110,0.09166666666666666,50,25,20,0,0,0,0,765,0.6348547717842323,430,0.35684647302904565,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,95,0,0,45,10,20,0,0,0,0,0,0,20,1110,0,0,0.03734439834024896,0.008298755186721992,0.016597510373443983,0,0,0,0,0,0,0.016597510373443983,0.921161825726141,1010,0.8381742738589212,190,0.15767634854771784,1080,955,125,65,60,60,0,0,0.8842592592592593,0.11574074074074074,0.06018518518518518,0.05555555555555555,0.05555555555555555,0,0,395,235,160,80,80,65,10,0,0.5949367088607594,0.4050632911392405,0.20253164556962025,0.20253164556962025,0.16455696202531644,0.02531645569620253,0
ottawa_ons2022_trend_arlington_3110_00000_2_8_percent,330,330,1,0,0,0,0,0,0.03076923076923077,0.03076923076923077,0,0,0,0,0.3384615384615385,0.030303030303030304,1,0.07692307692307693,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,NA,0,NA,4.1,4.5,0,20,0.06060606060606061,0,0,0,0,10,10,25,25,0.07692307692307693,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,110,25,30,10,0,15,10,10,0,10,0,0,0,215,0.07692307692307693,0.09230769230769231,0.03076923076923077,0,0.046153846153846156,0.03076923076923077,0.03076923076923077,0,0.03076923076923077,0,0,0,0.6615384615384615,120,0.36923076923076925,210,0.6461538461538462,310,280,30,15,10,0,10,0,0.9032258064516129,0.0967741935483871,0.04838709677419355,0.03225806451612903,0,0.03225806451612903,0,115,55,60,55,0,0,0,0,0.4782608695652174,0.5217391304347826,0.4782608695652174,0,0,0,0
ottawa_ons2022_vanier_north_3111_00000_7_0_percent,605,605,1,0,0,0,0,0,0.04132231404958678,0.04132231404958678,0.08264462809917356,0.06611570247933884,0,0,0.4380165289256198,0.024793388429752067,0.6,0.03305785123966942,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,145,0.23770491803278687,145,0.23770491803278687,0,NA,0,NA,3.3,3.2,0,120,0.19834710743801653,50,40,0,0,25,25,20,185,0.30578512396694213,100,0.1652892561983471,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,265,35,20,170,0,20,0,0,0,0,0,0,10,345,0.05785123966942149,0.03305785123966942,0.2809917355371901,0,0.03305785123966942,0,0,0,0,0,0,0.01652892561983471,0.5702479338842975,290,0.47540983606557374,315,0.5163934426229508,510,415,95,55,40,0,20,20,0.8137254901960784,0.18627450980392157,0.10784313725490197,0.0784313725490196,0,0.0392156862745098,0.0392156862745098,150,45,100,45,55,0,10,35,0.3,0.6666666666666666,0.3,0.36666666666666664,0,0.06666666666666667,0.23333333333333334
ottawa_ons2022_vanier_south_3112_00000_6_9_percent,325,325,1,0,0,0,0,0,0.2,0.2,0.06153846153846154,0.06153846153846154,0,0,0.5384615384615384,0.06153846153846154,0.3076923076923077,0.030303030303030304,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20,95,0.2923076923076923,95,0.2923076923076923,0,NA,0,NA,3.6,4,0,90,0.27692307692307694,20,20,0,0,65,65,10,75,0.22727272727272727,75,0.22727272727272727,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,175,15,10,130,0,15,0,0,0,0,0,0,0,155,0.046153846153846156,0.03076923076923077,0.4,0,0.046153846153846156,0,0,0,0,0,0,0,0.47692307692307695,145,0.4461538461538462,175,0.5384615384615384,280,230,50,25,20,0,0,15,0.8214285714285714,0.17857142857142858,0.08928571428571429,0.07142857142857142,0,0,0.05357142857142857,100,25,80,15,65,0,10,45,0.25,0.8,0.15,0.65,0,0.1,0.45
ottawa_ons2022_vars_3113_00000_1_2_percent,180,180,1,0,0,0,0,0,0,0,0.08333333333333333,0.05555555555555555,0.05555555555555555,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.7,3.5,0,10,0.05714285714285714,15,10,10,0,0,0,0,85,0.4722222222222222,55,0.3055555555555556,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,1,140,0.7567567567567568,40,0.21621621621621623,160,140,15,10,10,0,10,0,0.875,0.09375,0.0625,0.0625,0,0.0625,0,55,30,25,10,15,0,0,0,0.5454545454545454,0.45454545454545453,0.18181818181818182,0.2727272727272727,0,0,0
