name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,ONS_ID
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_census_division_3506,70860,70860,1,0,0,0,0,0,0.04212829017006563,0.04382188977489239,0.02977912638487051,0.01538352974384306,0.00980876437795498,0.00268153270764236,0.4315150659798179,0.01481795088907705,0.33816425120772947,0.04212829017006563,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1050,8275,0.11678780608284524,8275,0.11678780608284524,0,NA,0,NA,3.7,3.8,0,9675,0.1370590735231619,2110,1090,695,190,3105,2985,2985,9155,0.1292075365182415,3590,0.05066685484440053,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,30575,5120,3015,9600,1180,6060,640,1010,1150,300,180,355,1965,40285,0.07226024980594171,0.04255169007127232,0.13548796838614072,0.01665372944746312,0.08552678004375132,0.00903253122574271,0.01425446334062522,0.01623032954625643,0.00423399901206689,0.00254039940724013,0.00501023216427916,0.02773269352903817,0.5685555006703832,24055,0.33947219870166523,46805,0.6605278012983348,3506
ottawa_airport_3001,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,3001
ottawa_alta_vista_3002,525,525,1,0,0,0,0,0,0.01886792452830188,0.01886792452830188,0.01886792452830188,0,0.01886792452830188,0,0.3490566037735849,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.9,3.9,0,40,0.0761904761904762,10,0,10,0,10,10,0,100,0.18867924528301888,50,0.09433962264150944,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,185,45,40,25,0,55,0,0,0,0,0,0,0,345,0.08490566037735849,0.07547169811320754,0.04716981132075472,0,0.10377358490566038,0,0,0,0,0,0,0,0.6509433962264151,225,0.42857142857142855,305,0.580952380952381,3002
ottawa_bayshore_3003,1160,1160,1,0,0,0,0,0,0.09482758620689656,0.09913793103448276,0.04310344827586207,0.03017241379310345,0,0,0.7456896551724138,0.02586206896551724,0.2608695652173913,0.08189655172413793,NA,0,0,NA,NA,NA,NA,NA,NA,NA,30,410,0.35344827586206895,410,0.35344827586206895,0,NA,0,NA,3.5,3.2,0,290,0.25,50,35,0,0,115,110,95,115,0.09913793103448276,40,0.03448275862068965,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,865,205,10,300,75,185,0,20,40,0,0,0,25,295,0.17672413793103448,0.00862068965517241,0.25862068965517243,0.06465517241379311,0.15948275862068967,0,0.01724137931034482,0.03448275862068965,0,0,0,0.02155172413793103,0.2543103448275862,280,0.2413793103448276,875,0.7543103448275862,3003
ottawa_beacon_hill_south_cardinal_heights_3004,610,610,1,0,0,0,0,0,0.08130081300813008,0.08130081300813008,0.02439024390243902,0,0.02439024390243902,0,0.5609756097560976,0.01639344262295082,0.2,0.06504065040650407,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,120,0.19672131147540983,120,0.19672131147540983,0,NA,0,NA,3.5,3.2,0,110,0.18032786885245905,15,0,15,0,50,50,40,135,0.2195121951219512,65,0.10569105691056913,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,345,45,20,140,0,60,10,0,20,0,0,30,15,265,0.07317073170731707,0.03252032520325203,0.22764227642276424,0,0.0975609756097561,0.01626016260162601,0,0.03252032520325203,0,0,0.04878048780487805,0.02439024390243902,0.43089430894308944,275,0.45081967213114754,340,0.5573770491803278,3004
ottawa_beaverbrook_3005,365,365,1,0,0,0,0,0,0.06944444444444445,0.06944444444444445,0,0,0,0,0.4027777777777778,0,0,0.05555555555555555,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,55,0.1506849315068493,55,0.1506849315068493,0,NA,0,NA,3.9,4.1,0,85,0.2328767123287671,0,0,0,0,25,25,20,25,0.06944444444444445,15,0.04166666666666666,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,45,35,15,0,25,0,0,0,0,0,0,0,215,0.125,0.09722222222222222,0.04166666666666666,0,0.06944444444444445,0,0,0,0,0,0,0,0.5972222222222222,105,0.2876712328767123,255,0.6986301369863014,3005
ottawa_beechwood_cemetery_3006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006
ottawa_bells_corners_east_3007,330,330,1,0,0,0,0,0,0.02985074626865671,0.02985074626865671,0,0,0,0,0.31343283582089554,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.07575757575757576,25,0.07575757575757576,0,NA,0,NA,3.4,3.5,0,50,0.15151515151515152,0,0,0,0,10,10,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,105,35,0,30,10,0,0,0,0,0,0,0,20,230,0.1044776119402985,0,0.08955223880597014,0.02985074626865671,0,0,0,0,0,0,0,0.05970149253731343,0.6865671641791045,105,0.3181818181818182,225,0.6818181818181818,3007
ottawa_bells_corners_west_3008,365,365,1,0,0,0,0,0,0.0410958904109589,0.0410958904109589,0.0684931506849315,0.0273972602739726,0.0410958904109589,0,0.3150684931506849,0.0273972602739726,0.6666666666666666,0.0410958904109589,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,55,0.1506849315068493,55,0.1506849315068493,0,NA,0,NA,3.6,3.7,0,80,0.2191780821917808,25,10,15,0,15,15,15,25,0.0684931506849315,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,115,0,0,30,0,45,10,0,15,0,0,10,0,250,0,0,0.0821917808219178,0,0.1232876712328767,0.0273972602739726,0,0.0410958904109589,0,0,0.0273972602739726,0,0.684931506849315,100,0.273972602739726,260,0.7123287671232876,3008
ottawa_billings_bridge_heron_park_3009,320,320,1,0,0,0,0,0,0,0,0.078125,0.046875,0,0.046875,0.453125,0,NA,0.046875,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,65,0.2,65,0.2,0,NA,0,NA,3.4,3.2,0,105,0.328125,25,15,0,15,0,0,15,50,0.15625,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,10,15,80,10,20,10,0,0,0,0,0,0,175,0.03125,0.046875,0.25,0.03125,0.0625,0.03125,0,0,0,0,0,0,0.546875,125,0.38461538461538464,200,0.6153846153846154,3009
ottawa_blackburn_hamlet_3010,595,595,1,0,0,0,0,0,0.01680672268907563,0.01680672268907563,0.03361344537815126,0.01680672268907563,0,0,0.24369747899159663,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,75,0.12605042016806722,75,0.12605042016806722,0,NA,0,NA,3.5,3.6,0,110,0.18487394957983191,20,10,0,0,10,10,0,100,0.16806722689075632,70,0.1176470588235294,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,10,0,60,10,20,0,10,0,0,15,0,15,450,0.01680672268907563,0,0.10084033613445378,0.01680672268907563,0.03361344537815126,0,0.01680672268907563,0,0,0.02521008403361344,0,0.02521008403361344,0.7563025210084033,260,0.4369747899159664,335,0.5630252100840336,3010
ottawa_blossom_park_timbermill_3011,665,665,1,0,0,0,0,0,0.03007518796992481,0.03007518796992481,0.0225563909774436,0,0.0150375939849624,0,0.5413533834586466,0.03007518796992481,1,0.06818181818181818,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20,110,0.16541353383458646,110,0.16541353383458646,0,NA,0,NA,3.7,3.6,0,105,0.16030534351145037,15,0,10,0,20,20,45,45,0.06818181818181818,10,0.01515151515151515,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,360,10,25,115,0,165,0,0,10,0,0,0,30,305,0.0150375939849624,0.03759398496240601,0.17293233082706766,0,0.24812030075187969,0,0,0.0150375939849624,0,0,0,0.04511278195488721,0.45864661654135336,200,0.3007518796992481,465,0.6992481203007519,3011
ottawa_borden_farm_fisher_glen_3012,460,460,1,0,0,0,0,0,0.04347826086956521,0.04347826086956521,0.0217391304347826,0.0217391304347826,0,0,0.358695652173913,0,0,0.03260869565217391,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.06521739130434782,30,0.06521739130434782,0,NA,0,NA,3.6,3.5,0,45,0.09782608695652174,10,10,0,0,20,20,15,20,0.04347826086956521,10,0.0217391304347826,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,165,15,30,40,25,15,0,10,10,10,0,0,15,300,0.03260869565217391,0.06521739130434782,0.08695652173913043,0.05434782608695652,0.03260869565217391,0,0.0217391304347826,0.0217391304347826,0.0217391304347826,0,0,0.03260869565217391,0.6521739130434783,90,0.1956521739130435,370,0.8043478260869565,3012
ottawa_braemar_park_belair_heights_copeland_park_3013,530,530,1,0,0,0,0,0,0.05660377358490566,0.05660377358490566,0,0,0,0,0.2830188679245283,0.01886792452830188,0.3333333333333333,0.01886792452830188,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,NA,0,NA,3.2,3,0,70,0.1320754716981132,0,0,0,0,30,30,10,25,0.04716981132075472,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,150,30,10,35,10,25,0,10,10,10,0,0,10,380,0.05660377358490566,0.01886792452830188,0.0660377358490566,0.01886792452830188,0.04716981132075472,0,0.01886792452830188,0.01886792452830188,0.01886792452830188,0,0,0.01886792452830188,0.71698113207547165,155,0.29245283018867924,375,0.7075471698113207,3013
ottawa_bridlewood_emerald_meadows_3014,2170,2170,1,0,0,0,0,0,0.02988505747126436,0.02988505747126436,0.03908045977011494,0.0160919540229885,0.02298850574712643,0,0.31724137931034485,0,0,0.04597701149425287,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,105,0.04827586206896552,105,0.04827586206896552,0,NA,0,NA,3.7,3.8,0,200,0.09216589861751152,85,35,50,0,65,65,100,125,0.05747126436781609,35,0.0160919540229885,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,690,200,100,140,15,80,10,20,25,15,0,0,80,1485,0.09195402298850576,0.04597701149425287,0.06436781609195402,0.00689655172413793,0.0367816091954023,0.00459770114942528,0.00919540229885057,0.01149425287356321,0.00689655172413793,0,0,0.0367816091954023,0.6827586206896552,615,0.2827586206896552,1560,0.7172413793103448,3014
ottawa_britannia_3015,465,465,1,0,0,0,0,0,0.06451612903225806,0.07526881720430108,0,0,0,0,0.5376344086021505,0.02150537634408602,0.2857142857142857,0.08602150537634409,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,145,0.30851063829787234,145,0.30851063829787234,0,NA,0,NA,3.6,3.7,0,165,0.358695652173913,0,0,0,0,35,30,40,40,0.08602150537634409,10,0.02150537634408602,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,250,35,0,120,15,30,10,20,0,0,0,0,15,215,0.07526881720430108,0,0.25806451612903225,0.03225806451612903,0.06451612903225806,0.02150537634408602,0.04301075268817204,0,0,0,0,0.03225806451612903,0.46236559139784944,90,0.1914893617021277,375,0.7978723404255319,3015
ottawa_brookside_briarbrook_morgans_grant_3016,1125,1125,1,0,0,0,0,0,0.05752212389380531,0.06637168141592921,0.03539823008849557,0.01769911504424778,0.00884955752212389,0,0.5929203539823009,0.00888888888888888,0.13333333333333333,0.05309734513274336,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,55,0.04888888888888889,55,0.04888888888888889,0,NA,0,NA,3.9,4,0,115,0.10222222222222224,40,20,10,0,75,65,60,60,0.05309734513274336,20,0.01769911504424778,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,670,180,120,115,35,140,15,20,35,0,0,0,10,460,0.1592920353982301,0.10619469026548672,0.10176991150442478,0.03097345132743362,0.12389380530973453,0.01327433628318584,0.01769911504424778,0.03097345132743362,0,0,0,0.00884955752212389,0.40707964601769914,235,0.2088888888888889,895,0.7955555555555556,3016
ottawa_cardinal_creek_3017,995,995,1,0,0,0,0,0,0.01507537688442211,0.01507537688442211,0.02512562814070352,0,0.02010050251256281,0,0.32160804020100503,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.03517587939698492,35,0.03517587939698492,0,NA,0,NA,3.7,3.9,0,65,0.06565656565656566,25,0,20,0,15,15,0,360,0.36180904522613067,155,0.15577889447236182,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,320,30,10,150,10,85,0,10,0,0,0,0,25,675,0.03015075376884422,0.0100502512562814,0.1507537688442211,0.0100502512562814,0.08542713567839195,0,0.0100502512562814,0,0,0,0,0.02512562814070352,0.678391959798995,555,0.5577889447236181,440,0.44221105527638194,3017
ottawa_carleton_heights_courtland_park_3018,440,440,1,0,0,0,0,0,0.0449438202247191,0.0449438202247191,0.07865168539325842,0.03370786516853932,0.03370786516853932,0,0.5056179775280899,0.02272727272727272,0.5,0.0898876404494382,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,105,0.23863636363636365,105,0.23863636363636365,0,NA,0,NA,3.9,3.9,0,120,0.2727272727272727,35,15,15,0,20,20,40,65,0.14606741573033707,10,0.02247191011235955,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,225,35,10,80,0,55,20,0,0,0,0,0,0,220,0.07865168539325842,0.02247191011235955,0.1797752808988764,0,0.12359550561797752,0.0449438202247191,0,0,0,0,0,0,0.4943820224719101,165,0.375,280,0.6363636363636364,3018
ottawa_carleton_university_3019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3019
ottawa_carlington_3020,1265,1265,1,0,0,0,0,0,0.05533596837944664,0.05533596837944664,0.02766798418972332,0.01185770750988142,0,0.00790513833992094,0.6007905138339921,0.03162055335968379,0.5714285714285714,0.07114624505928854,NA,0,0,NA,NA,NA,NA,NA,NA,NA,40,375,0.2976190476190476,375,0.2976190476190476,0,NA,0,NA,3.6,3.6,0,300,0.23715415019762845,35,15,0,10,70,70,90,120,0.09486166007905138,30,0.02371541501976284,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,760,55,40,405,15,105,15,65,25,10,0,0,15,505,0.04347826086956521,0.03162055335968379,0.3201581027667984,0.01185770750988142,0.08300395256916997,0.01185770750988142,0.05138339920948617,0.01976284584980237,0.00790513833992094,0,0,0.01185770750988142,0.39920948616600793,345,0.27380952380952384,920,0.7301587301587301,3020
ottawa_carp_3021,400,400,1,0,0,0,0,0,0,0,0.08860759493670886,0.02531645569620253,0.05063291139240506,0,0.1518987341772152,0,NA,0.02531645569620253,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4,4.2,0,20,0.05,35,10,20,0,0,0,10,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,60,10,10,10,0,0,0,15,0,0,0,0,10,335,0.02531645569620253,0.02531645569620253,0.02531645569620253,0,0,0,0.0379746835443038,0,0,0,0,0.02531645569620253,0.8481012658227848,120,0.3,280,0.7,3021
ottawa_carson_grove_carson_meadows_3022,645,645,1,0,0,0,0,0,0.078125,0.078125,0.03125,0.03125,0,0,0.59375,0.03875968992248062,0.5,0.0234375,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25,125,0.1937984496124031,125,0.1937984496124031,0,NA,0,NA,3.6,3.5,0,160,0.24806201550387597,20,20,0,0,50,50,15,240,0.375,120,0.1875,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,380,55,15,185,0,50,0,0,45,0,0,0,10,265,0.0859375,0.0234375,0.2890625,0,0.078125,0,0,0.0703125,0,0,0,0.015625,0.4140625,340,0.5271317829457365,305,0.4728682170542636,3022
ottawa_centrepointe_briargreen_3023,450,450,1,0,0,0,0,0,0.03296703296703297,0.03296703296703297,0.02197802197802198,0.02197802197802198,0,0,0.4065934065934066,0,0,0.03296703296703297,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.05494505494505494,25,0.05494505494505494,0,NA,0,NA,3.5,3.5,0,60,0.13333333333333333,10,10,0,0,15,15,15,20,0.04395604395604396,10,0.02197802197802198,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,185,35,45,50,0,35,0,0,0,0,0,0,10,275,0.07692307692307693,0.0989010989010989,0.10989010989010987,0,0.07692307692307693,0,0,0,0,0,0,0.02197802197802198,0.6043956043956044,115,0.25274725274725274,340,0.7472527472527473,3023
ottawa_centretown_3024,1020,1020,1,0,0,0,0,0,0.0392156862745098,0.0392156862745098,0.03431372549019608,0.02450980392156862,0,0,0.4901960784313726,0,0,0.04411764705882353,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,215,0.2107843137254902,215,0.2107843137254902,0,NA,0,NA,3.4,3.6,0,210,0.20689655172413793,35,25,0,0,40,40,45,115,0.11274509803921567,25,0.02450980392156862,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,500,90,50,210,10,25,0,50,20,15,0,0,25,525,0.08823529411764706,0.04901960784313725,0.2058823529411765,0.00980392156862745,0.02450980392156862,0,0.04901960784313725,0.0196078431372549,0.01470588235294117,0,0,0.02450980392156862,0.5147058823529411,375,0.36764705882352944,650,0.6372549019607843,3024
ottawa_chapel_hill_north_3025,760,760,1,0,0,0,0,0,0.04605263157894736,0.05263157894736842,0.03289473684210526,0.01973684210526315,0.01973684210526315,0,0.3881578947368421,0,0,0.03289473684210526,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.0784313725490196,60,0.0784313725490196,0,NA,0,NA,3.8,3.8,0,95,0.125,25,15,15,0,40,35,25,200,0.2631578947368421,90,0.11842105263157894,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,295,50,25,85,0,50,15,0,10,0,0,0,50,470,0.06578947368421052,0.03289473684210526,0.1118421052631579,0,0.06578947368421052,0.01973684210526315,0,0.0131578947368421,0,0,0,0.06578947368421052,0.618421052631579,415,0.5424836601307189,345,0.4509803921568627,3025
ottawa_chapel_hill_south_3026,1240,1240,1,0,0,0,0,0,0.0282258064516129,0.0282258064516129,0.00806451612903225,0,0.00806451612903225,0,0.46774193548387094,0.00806451612903225,0.2857142857142857,0.0282258064516129,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,25,0.02016129032258064,25,0.02016129032258064,0,NA,0,NA,3.6,3.7,0,135,0.10887096774193548,10,0,10,0,35,35,35,365,0.29435483870967744,150,0.12096774193548387,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,580,95,20,165,10,115,20,30,40,25,0,0,65,660,0.07661290322580645,0.01612903225806451,0.13306451612903225,0.00806451612903225,0.09274193548387095,0.01612903225806451,0.02419354838709677,0.03225806451612903,0.02016129032258064,0,0,0.05241935483870968,0.532258064516129,680,0.5483870967741935,560,0.4516129032258064,3026
ottawa_chapman_mills_3027,1075,1075,1,0,0,0,0,0,0.06074766355140187,0.06542056074766354,0.00934579439252336,0,0.00934579439252336,0,0.6495327102803738,0.00930232558139534,0.14285714285714285,0.0794392523364486,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,90,0.08372093023255814,90,0.08372093023255814,0,NA,0,NA,3.8,3.9,0,75,0.07042253521126761,10,0,10,0,70,65,85,65,0.06074766355140187,15,0.01401869158878504,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,695,150,90,115,45,200,0,25,25,0,0,0,35,375,0.14018691588785046,0.08411214953271028,0.10747663551401868,0.04205607476635514,0.18691588785046728,0,0.02336448598130841,0.02336448598130841,0,0,0,0.03271028037383177,0.35046728971962615,200,0.18604651162790695,875,0.813953488372093,3027
ottawa_city_view_3028,295,295,1,0,0,0,0,0,0.06779661016949153,0.06779661016949153,0.05084745762711865,0,0,0.03389830508474576,0.3559322033898305,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.20689655172413793,60,0.20689655172413793,0,NA,0,NA,3.7,3.9,0,35,0.1206896551724138,15,0,0,10,20,20,0,40,0.13559322033898305,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,105,10,25,30,0,10,0,20,0,0,0,0,0,185,0.03389830508474576,0.0847457627118644,0.1016949152542373,0,0.03389830508474576,0,0.06779661016949153,0,0,0,0,0,0.6271186440677966,95,0.3220338983050847,200,0.6779661016949152,3028
ottawa_civic_hospital_3029,375,375,1,0,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.0945945945945946,35,0.0945945945945946,0,NA,0,NA,3.7,3.3,0,45,0.12,0,0,0,0,0,0,0,45,0.12,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,100,35,35,20,0,0,0,0,0,0,0,0,10,270,0.09333333333333334,0.09333333333333334,0.05333333333333334,0,0,0,0,0,0,0,0,0.02666666666666667,0.72,150,0.4,220,0.5866666666666667,3029
ottawa_colonnade_business_park_3030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030
