name,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24
ottawa_ons2022_beckwith_3401_00000_1_8_percent,1485,0.20440467997247075,50.4,52,555,0.07639366827253957,7210,54800,6795,62450,11.9,50960,60800,9.1,240,0.03305785123966942,15,0.002066115702479339,0.03512396694214876,255,0.01584022038567493,115,0.01652892561983471,120,0,0,0.03994490358126722,290,5010,0.6900826446280992,345,0.0688622754491018,360,0.06896551724137931,4865,0.9319923371647509,3805,0.7289272030651341,1500,0.3215434083601286,735,0.15755627009646303,0.05055292259083728,185,0.025482093663911846,560,0.07708189951823813
ottawa_ons2022_beechwood_cemetery_3006_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_bells_corners_east_3007_00000_1_1_percent,1095,0.2616487455197133,52.1,54,600,0.14336917562724014,4125,47680,3755,51750,16.9,44520,50000,12.4,235,0.056152927120669056,25,0.0059665871121718375,0.03341288782816229,140,0.015513126491646777,65,0.015513126491646777,65,0,0,0.15513126491646778,650,2590,0.6181384248210023,270,0.10424710424710425,210,0.07678244972577697,2520,0.9213893967093236,2000,0.7312614259597806,910,0.3922413793103448,240,0.10344827586206896,0.03571428571428571,80,0.01909307875894988,365,0.08721624850657109
ottawa_ons2022_bells_corners_west_3008_00000_2_6_percent,695,0.20174165457184326,48.1,47.6,590,0.17126269956458637,3395,43320,2990,46160,18.6,39080,44200,13.6,305,0.08866279069767442,20,0.005805515239477504,0.026124818577648767,90,0.013062409288824383,45,0.010159651669085631,35,0.002902757619738752,10,0.2525399129172714,870,2365,0.6875,240,0.1014799154334038,260,0.1092436974789916,2115,0.8886554621848739,1525,0.6407563025210085,725,0.3411764705882353,200,0.09411764705882353,0.0711743772241993,100,0.02902757619738752,380,0.11030478955007257
ottawa_ons2022_billings_bridge_heron_park_3009_00000_6_4_percent,1035,0.20314033366045142,45,39.6,1280,0.2512266928361138,5015,39680,4215,43200,21.4,35640,40880,14.6,1150,0.22571148184494602,125,0.02453385672227674,0.038272816486751716,195,0.014720314033366046,75,0.017664376840039256,90,0.004906771344455349,25,0.36113837095191365,1840,3205,0.6290480863591756,400,0.12480499219968799,275,0.08771929824561403,2855,0.9106858054226475,2355,0.7511961722488039,1200,0.42704626334519574,285,0.10142348754448399,0.04024767801857585,285,0.05593719332679097,930,0.18253189401373895
ottawa_ons2022_blackburn_hamlet_3010_00000_2_3_percent,1680,0.26456692913385826,51.2,50.4,705,0.1110236220472441,6250,51700,5790,56400,15.3,48920,56850,11.1,325,0.051181102362204724,35,0.0055074744295830055,0.029921259842519685,190,0.01811023622047244,115,0.010236220472440945,65,0,0,0.17559055118110237,1115,4070,0.6409448818897637,355,0.08722358722358722,325,0.08034610630407911,3725,0.9208899876390606,2955,0.73053152039555,1605,0.43203230148048455,290,0.07806191117092867,0.0380952380952381,930,0.14634146341463414,620,0.09763779527559055
ottawa_ons2022_blossom_park_timbermill_3011_00000_2_0_percent,1190,0.16666666666666666,47.6,48,620,0.08683473389355742,6970,49600,6330,54900,16.1,45960,54050,10.7,425,0.05952380952380952,140,0.01959412176347096,0.01609517144856543,115,0.006997900629811057,50,0.008397480755773267,60,0,0,0.3925822253324003,2805,4850,0.6792717086834734,570,0.11752577319587629,505,0.098922624877571,4600,0.901077375122429,3470,0.6797257590597453,1475,0.34502923976608185,485,0.11345029239766082,0.050359712230215826,640,0.08957312806158152,850,0.11904761904761904
ottawa_ons2022_bonnechere_valley_3703_00000_4_5_percent,1155,0.359253499222395,55.8,58.8,555,0.17262830482115085,3175,38520,2660,38640,26.9,38000,40680,22,460,0.14330218068535824,0,0,0.08242612752721618,265,0.04665629860031104,150,0.03421461897356143,110,0,0,0.01088646967340591,35,1595,0.4968847352024922,135,0.08463949843260188,230,0.1270718232044199,1585,0.8756906077348067,1020,0.56353591160221,230,0.15807560137457044,280,0.19243986254295534,0.1510204081632653,45,0.013996889580093312,240,0.07465007776049767
ottawa_ons2022_borden_farm_fisher_glen_3012_00000_3_2_percent,2420,0.3415666901905434,53.6,54.4,1345,0.1898376852505293,6975,49440,6465,53600,16.2,46880,53300,13,645,0.09103740296400847,115,0.016231474947071278,0.02399435426958363,170,0.012702893436838392,90,0.008468595624558928,60,0.002117148906139732,15,0.22935779816513763,1625,3930,0.5546930134086098,415,0.10559796437659033,180,0.0451693851944793,3805,0.9548306148055207,3075,0.7716436637390214,1570,0.4466571834992888,330,0.09388335704125178,0.03608247422680412,265,0.0374029640084686,670,0.09456598447424136
ottawa_ons2022_braemar_park_belair_heights_copeland_park_3013_00000_4_5_percent,1820,0.2404227212681638,48.6,46.4,1275,0.16842800528401586,7455,47720,6820,52050,15.9,45080,52000,11.3,570,0.07524752475247524,65,0.008580858085808581,0.02838283828382838,215,0.008580858085808581,65,0.015181518151815182,115,0,0,0.23036303630363036,1745,4890,0.6455445544554456,570,0.1165644171779141,365,0.07556935817805382,4465,0.9244306418219461,3615,0.7484472049689441,1705,0.39467592592592593,440,0.10185185185185185,0.04222648752399232,340,0.044884488448844885,925,0.12219286657859973
ottawa_ons2022_bridlewood_emerald_meadows_3014_00000_1_2_percent,3165,0.16247433264887062,47.5,47.2,1360,0.06981519507186858,19270,56950,18040,67600,10.2,53850,66000,7,825,0.042351129363449695,255,0.01308698999230177,0.01796253528355145,350,0.011290736463946625,220,0.006158583525789068,120,0,0,0.28124198101103415,5480,14435,0.7408262766230433,1245,0.08624870107377901,515,0.03646017699115044,13605,0.9631858407079646,11655,0.8251327433628318,6540,0.496206373292868,860,0.06525037936267071,0.04679245283018868,805,0.041313831152168336,2195,0.11267967145790554
ottawa_ons2022_britannia_3015_00000_4_2_percent,1935,0.2698744769874477,50.2,49.6,2085,0.2907949790794979,7025,43000,6045,45720,21.7,39680,44800,16.5,1115,0.15561758548499652,90,0.012552301255230125,0.027196652719665274,195,0.008368200836820083,60,0.01394700139470014,100,0.0020920502092050207,15,0.29497907949790797,2115,4155,0.5794979079497908,565,0.13598074608904934,515,0.11406423034330011,3995,0.884828349944629,3090,0.6843853820598007,1435,0.400278940027894,360,0.100418410041841,0.05116279069767442,480,0.06694560669456066,715,0.099721059972106
ottawa_ons2022_brookside_briarbrook_morgans_grant_3016_00000_1_0_percent,1405,0.12567084078711985,45.8,45.6,660,0.059033989266547404,10985,55600,10140,67400,9.8,51450,64600,6.3,505,0.04516994633273703,220,0.01967799642218247,0.01699463327370304,190,0.009391771019677997,105,0.006708407871198569,75,0,0,0.471824686940966,5275,8410,0.752572706935123,745,0.08858501783590964,180,0.02140309155766944,8225,0.9780023781212842,7035,0.8365041617122473,3890,0.5071707953063885,545,0.0710560625814863,0.06763925729442971,555,0.04964221824686941,1370,0.12254025044722719
ottawa_ons2022_brudenell_lyndoch_and_raglan_3704_00000_5_1_percent,490,0.3712121212121212,58.2,61.6,185,0.14015151515151514,1310,32720,1065,30000,34.3,31640,30650,28.7,270,0.20454545454545456,0,0,0.045454545454545456,60,0.015151515151515152,20,0.030303030303030304,40,0,0,0.011363636363636364,15,620,0.4696969696969697,115,0.18548387096774194,120,0.1610738255033557,625,0.8389261744966443,350,0.4697986577181208,75,0.15,85,0.17,0.19047619047619047,0,0,80,0.06060606060606061
ottawa_ons2022_cardinal_creek_3017_00000_1_7_percent,1505,0.15443817342226782,47.1,47.2,745,0.07644946126218574,9660,57800,9195,66600,10.2,54650,65400,7.1,190,0.019497178040020522,60,0.006153846153846154,0.028717948717948718,280,0.011282051282051283,110,0.015384615384615385,150,0.0010256410256410256,10,0.2682051282051282,2615,7205,0.7393535146228836,545,0.07564191533657183,305,0.043170559094125975,6765,0.9575371549893843,5595,0.7919320594479831,3085,0.4628657164291073,465,0.06976744186046512,0.06901408450704226,2990,0.30666666666666664,1175,0.12057465366854797
ottawa_ons2022_carleton_heights_courtland_park_3018_00000_3_6_percent,1400,0.19886363636363635,45.1,42,1195,0.16974431818181818,6815,47440,6190,53650,15.5,41200,51600,10,835,0.11860795454545454,185,0.026278409090909092,0.022727272727272728,160,0.01065340909090909,75,0.0078125,55,0,0,0.35298295454545453,2485,4640,0.6590909090909091,625,0.13469827586206898,365,0.08848484848484849,3755,0.9103030303030303,3080,0.7466666666666667,1590,0.39552238805970147,365,0.09079601990049752,0.046218487394957986,280,0.03977272727272727,1515,0.21519886363636365
ottawa_ons2022_carleton_place_3402_00000_2_3_percent,2360,0.24960338445267055,50.4,49.6,1430,0.15124272871496564,9350,46480,8405,49800,18.1,44200,49320,13.8,690,0.07297726070861978,0,0,0.04334038054968287,410,0.021141649048625793,200,0.01744186046511628,165,0.0015856236786469344,15,0.05179704016913319,490,6095,0.6442917547568711,455,0.07465135356849877,495,0.07795275590551182,5850,0.9212598425196851,4030,0.6346456692913386,1650,0.2925531914893617,695,0.12322695035460993,0.0414572864321608,130,0.013742071881606765,750,0.07932310946589106
ottawa_ons2022_carleton_university_3019_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_carlington_3020_00000_4_4_percent,1810,0.144973968762515,45.2,43.2,2815,0.22547056467761314,12195,44160,10285,50000,19,40720,49160,12.6,2075,0.16619943932719264,350,0.02802241793434748,0.040032025620496396,500,0.022818254603682947,285,0.01120896717373899,140,0.0040032025620496394,50,0.39191353082465974,4895,8445,0.6761409127301842,1085,0.12847838957963292,1050,0.11500547645125958,8080,0.8849945235487404,6420,0.7031763417305587,2930,0.39809782608695654,670,0.09103260869565218,0.04659090909090909,790,0.0632506004803843,1545,0.12374849819783741
ottawa_ons2022_carp_3021_00000_1_8_percent,1150,0.23541453428863868,51.1,52,360,0.0736949846468782,4825,71200,4615,89100,7.7,63550,80400,6.3,230,0.04703476482617587,40,0.008188331627430911,0.02354145342886387,115,0.009211873080859774,45,0.01330603889457523,65,0,0,0.10440122824974411,510,3345,0.6840490797546013,215,0.06427503736920777,85,0.026521060842433698,3120,0.9734789391575663,2645,0.8252730109204368,1525,0.48722044728434505,340,0.10862619808306709,0.05625,120,0.02456499488229273,535,0.10951893551688843
ottawa_ons2022_carson_grove_carson_meadows_3022_00000_2_5_percent,2110,0.24520627542126672,49.7,49.6,1575,0.1830331202789076,8445,47040,7470,51500,18.2,43680,50240,13.6,895,0.10400929692039512,135,0.01568855316676351,0.03834979662986636,330,0.02556653108657757,220,0.011040092969203951,95,0,0,0.35328297501452643,3040,5165,0.600232423009878,520,0.10067763794772508,460,0.08363636363636363,5040,0.9163636363636364,3895,0.7081818181818181,1980,0.4258064516129032,320,0.06881720430107527,0.054409005628517824,2340,0.27193492155723414,985,0.11446833236490413
ottawa_ons2022_casselman_3602_00000_2_7_percent,640,0.21731748726655348,49.9,50.4,405,0.13752122241086587,2920,50640,2695,55550,14.9,48200,54950,11.1,170,0.05782312925170068,0,0,0.04251700680272109,125,0.027210884353741496,80,0.015306122448979591,45,0,0,0.07142857142857142,210,1990,0.6768707482993197,100,0.05025125628140704,190,0.09382716049382717,1835,0.9061728395061729,1365,0.674074074074074,500,0.26455026455026454,220,0.1164021164021164,0.06451612903225806,2040,0.6938775510204082,270,0.09168081494057725
ottawa_ons2022_centrepointe_briargreen_3023_00000_1_9_percent,1715,0.2271523178807947,49.1,50,810,0.10728476821192053,7445,57050,6935,67700,11.2,54200,66500,7.6,510,0.06754966887417219,135,0.01786896095301125,0.018530774321641297,140,0.007941760423560556,60,0.007941760423560556,60,0,0,0.3375248180013236,2550,4965,0.657180675049636,570,0.1148036253776435,180,0.037267080745341616,4645,0.9616977225672878,4050,0.8385093167701864,1940,0.4419134396355353,350,0.07972665148063782,0.05416666666666667,170,0.022501654533421574,1005,0.13311258278145696
ottawa_ons2022_centretown_3024_00000_5_7_percent,4060,0.1392795883361921,42.3,36.4,12280,0.42126929674099484,28695,58050,26255,72800,9.2,49920,62850,6.2,4505,0.15454545454545454,325,0.011149228130360206,0.027615780445969126,805,0.013379073756432247,390,0.011320754716981131,330,0.0017152658662092624,50,0.2588336192109777,7545,22085,0.7576329331046312,2205,0.09984152139461172,975,0.04559270516717325,20415,0.9546411035772738,17890,0.8365676876315175,11480,0.5774647887323944,740,0.03722334004024145,0.037259615384615384,2355,0.08078902229845626,3705,0.12710120068610634
ottawa_ons2022_champlain_3603_00000_2_8_percent,2305,0.32125435540069686,54.7,57.2,940,0.13101045296167246,7110,43960,6295,46720,20.5,42280,48120,15.3,645,0.08989547038327526,0,0,0.027158774373259052,195,0.011838440111420613,85,0.013231197771587743,95,0,0,0.02158774373259053,155,4100,0.5710306406685237,320,0.07804878048780488,440,0.10057142857142858,3940,0.9005714285714286,2700,0.6171428571428571,680,0.17989417989417988,410,0.10846560846560846,0.1098546042003231,4260,0.5933147632311978,495,0.06898954703832752
ottawa_ons2022_chapel_hill_north_3025_00000_1_4_percent,2220,0.23883808499193115,50.1,51.2,770,0.08284023668639054,9190,58150,8625,68100,11.7,53750,65100,8.9,415,0.044623655913978495,75,0.008068854222700376,0.026358257127487898,245,0.010220548682087143,95,0.01506186121570737,140,0,0,0.25766541151156536,2395,5805,0.6241935483870967,545,0.09388458225667529,290,0.04797353184449959,5755,0.9520264681555004,4770,0.7890818858560794,2330,0.4429657794676806,380,0.07224334600760456,0.04498269896193772,2225,0.23937600860677785,1040,0.11188811188811189
ottawa_ons2022_chapel_hill_south_3026_00000_1_3_percent,1530,0.14023831347387716,46,45.6,715,0.06553620531622364,10730,57450,10100,67900,10,54050,66400,6.3,390,0.03576341127922971,125,0.011457378551787351,0.025664527956003668,280,0.009624197983501375,105,0.01466544454628781,160,0,0,0.3890925756186984,4245,8180,0.7501146263182027,620,0.07579462102689487,275,0.03428927680798005,7740,0.9650872817955112,6440,0.8029925187032418,3460,0.4576719576719577,685,0.09060846560846561,0.045454545454545456,2870,0.26306141154903756,1360,0.12465627864344637
ottawa_ons2022_chapman_mills_3027_00000_1_4_percent,1085,0.12089136490250696,44.6,43.6,510,0.05682451253481894,8800,48240,7850,55500,13.6,44960,55400,7.8,550,0.06131549609810479,420,0.0467966573816156,0.00947075208913649,85,0.002785515320334262,25,0.005571030640668524,50,0.0011142061281337048,10,0.6194986072423398,5560,6650,0.7413600891861761,705,0.10601503759398496,375,0.056348610067618335,6280,0.9436513899323816,5330,0.8009015777610818,2500,0.4208754208754209,570,0.09595959595959595,0.05263157894736842,410,0.045682451253481894,1235,0.13760445682451253
ottawa_ons2022_city_view_3028_00000_4_8_percent,980,0.1830065359477124,43.4,37.6,565,0.10550887021475257,5190,43840,4730,48800,15.8,39640,46480,10.9,600,0.11204481792717087,55,0.01027077497665733,0.03734827264239029,200,0.0196078431372549,105,0.014005602240896359,75,0.0018674136321195146,10,0.36507936507936506,1955,3625,0.676937441643324,350,0.09655172413793103,250,0.078125,2950,0.921875,2300,0.71875,1025,0.31297709923664124,475,0.1450381679389313,0.08222222222222222,190,0.035480859010270774,1175,0.21942110177404295
ottawa_ons2022_civic_hospital_3029_00000_2_7_percent,895,0.1962719298245614,47.8,48,820,0.17982456140350878,4440,75500,4205,98200,6.5,68100,89400,4.8,410,0.09001097694840834,0,0,0.015367727771679473,70,0.006586169045005488,30,0.005488474204171241,25,0,0,0.19099890230515917,870,3150,0.6915477497255763,260,0.08253968253968254,60,0.01935483870967742,3040,0.9806451612903225,2740,0.8838709677419355,1655,0.5726643598615917,100,0.03460207612456748,0.03305785123966942,220,0.048298572996706916,565,0.12390350877192982
ottawa_ons2022_clarence_rockland_3604_00000_1_7_percent,4495,0.22072182666339307,50,50.4,2080,0.10213601767738767,20205,49360,18635,53850,15.4,46920,53850,11.3,1090,0.05352320157132335,20,9.823182711198428e-4,0.04837917485265226,985,0.023330058939096267,475,0.02406679764243615,490,0,0,0.058202357563850685,1185,13520,0.6640471512770137,870,0.0643491124260355,1245,0.08783068783068783,12930,0.9121693121693122,9020,0.636331569664903,3620,0.2859399684044234,1975,0.15600315955766192,0.07986688851913477,10945,0.537573673870334,1690,0.08298551436287749
ottawa_ons2022_colonnade_business_park_3030_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_constance_bay_3031_00000_5_1_percent,395,0.21467391304347827,51.7,53.2,295,0.16032608695652173,1815,51300,1630,59700,13.8,49720,58850,9.6,155,0.08446866485013624,0,0,0.057065217391304345,105,0.021739130434782608,40,0.035326086956521736,65,0,0,0.021739130434782608,40,1235,0.6711956521739131,160,0.12955465587044535,150,0.11583011583011583,1145,0.8841698841698842,810,0.6254826254826255,370,0.34418604651162793,215,0.2,0.09285714285714286,30,0.016304347826086956,150,0.08152173913043478
ottawa_ons2022_convent_glen_orleans_woods_3032_00000_1_5_percent,3485,0.2996560619088564,52.4,53.2,1370,0.117798796216681,11425,53000,10750,58100,14.7,50760,58000,11,465,0.03998280309544282,45,0.003869303525365434,0.027944969905417026,325,0.011607910576096303,135,0.014187446259673258,165,0.0012897678417884782,15,0.17454858125537404,2030,6955,0.5980223559759243,685,0.098490294751977,400,0.055710306406685235,6775,0.9435933147632312,5435,0.7569637883008357,2670,0.42617717478052675,555,0.08858739026336791,0.05578800557880056,2540,0.21840068787618228,965,0.08297506448839209
ottawa_ons2022_corkery_3033_00000_2_5_percent,525,0.17587939698492464,49.8,51.2,110,0.03685092127303183,2960,58850,2790,71100,9.8,58300,71700,6.5,100,0.03350083752093802,10,0.0033444816053511705,0.026755852842809364,80,0.016722408026755852,50,0.008361204013377926,25,0,0,0.06856187290969899,205,2170,0.725752508361204,115,0.052995391705069124,70,0.03225806451612903,2105,0.9700460829493087,1640,0.7557603686635944,925,0.45012165450121655,260,0.12652068126520682,0.08444444444444445,80,0.026755852842809364,300,0.10050251256281408
