name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,number_in_the_labour_force_age_15,number_employed_age_15,number_unemployed_age_15,number_not_in_labour_force_age_15,participation_rate,employment_rate,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants
ottawa_ons2022_playfair_park_guildwood_estates_3090_00000_2_3_percent,1245,175,0.14056224899598393,165,0.13253012048192772,590,0.4738955823293173,0.26104417670682734,0.03614457831325301,0.20080321285140562,0.024096385542168676,0.008032128514056224,0.01606425702811245,0,0.24096385542168675,0.03614457831325301,0.23684210526315788,0,0.05172413793103448,0.14457831325301204,630,575,55,450,59,54,9,60000,70800,59200,70800,9,11,0.8362068965517241,45,70,0.05622489959839357,0,0,40,0.055944055944055944,30,0.09230769230769231,45,44,325,130,0.325,30,10,20,0,250,45,0,805,0.6491935483870968,70,0.056451612903225805,220,0.6567164179104478,70,0.208955223880597,20,0.05970149253731343,0,0,30,0.08955223880597014,230,0.4,40,0.06956521739130435,0.9482758620689655,0.04477611940298507,300,15,25,135,0,90,0,0,0,0,0,10,20,940,0.012048192771084338,0.020080321285140562,0.10843373493975904,0,0.07228915662650602,0,0,0,0,0,0.008032128514056224,0.01606425702811245,0.7550200803212851,190,0.926829268292683,15,0.07317073170731707,1225,1140,85,55,35,10,10,15,0.9306122448979591,0.06938775510204082,0.044897959183673466,0.02857142857142857,0.00816326530612245,0.00816326530612245,0.012244897959183673,1205,805,405,275,130,25,45,60,0.6680497925311203,0.3360995850622407,0.22821576763485477,0.1078838174273859,0.02074688796680498,0.03734439834024896,0.04979253112033195
ottawa_ons2022_portobello_south_3091_00000_1_9_percent,11675,2745,0.23511777301927195,1755,0.15032119914346895,6155,0.5271948608137045,0.0873661670235546,0.034261241970021415,0.24839400428265523,0.028693790149892935,0.010706638115631691,0.014132762312633832,0,0.3845824411134904,0.052676659528907925,0.22404371584699453,0.0017130620985010706,0.04305442729488221,0.06209850107066381,6545,6055,495,2385,73,68,8,56750,64700,53400,63050,7,11,0.8212835093419983,615,410,0.0351027397260274,145,0.04264705882352941,195,0.026878015161957272,80,0.0784313725490196,35,35,1020,1055,0.22071129707112971,335,125,165,0,2900,400,20,8370,0.716916488222698,1050,0.08993576017130621,2965,0.8532374100719424,355,0.10215827338129496,70,0.02014388489208633,0,0,75,0.02158273381294964,2550,0.42113955408753095,425,0.07018992568125516,0.9561332250203087,0.08201438848920864,4490,170,30,2975,15,885,120,50,55,20,0,50,120,7185,0.014561027837259101,0.002569593147751606,0.25481798715203424,0.001284796573875803,0.07580299785867238,0.010278372591006424,0.004282655246252677,0.004710920770877944,0.0017130620985010706,0,0.004282655246252677,0.010278372591006424,0.6154175588865096,3330,0.958273381294964,145,0.041726618705035974,11575,10045,1525,1110,415,110,220,85,0.8678185745140389,0.13174946004319654,0.0958963282937365,0.035853131749460046,0.009503239740820735,0.01900647948164147,0.00734341252699784,11040,5865,5170,3415,1755,495,820,440,0.53125,0.4682971014492754,0.30932971014492755,0.15896739130434784,0.04483695652173913,0.07427536231884058,0.03985507246376811
ottawa_ons2022_qualicum_redwood_3092_00000_1_9_percent,540,110,0.2037037037037037,60,0.1111111111111111,265,0.49074074074074076,0.1574074074074074,0.046296296296296294,0.23148148148148148,0.046296296296296294,0,0.027777777777777776,0,0.3055555555555556,0.07407407407407407,0.38095238095238093,0,0.08771929824561403,0.07407407407407407,270,235,40,155,64,55,15,52200,56200,47400,54800,14,17,0.7368421052631579,40,50,0.09259259259259259,15,0.1111111111111111,25,0.078125,0,0,39,37,85,65,0.35135135135135137,25,0,15,0,125,25,0,255,0.4766355140186916,25,0.04672897196261682,110,0.7857142857142857,15,0.10714285714285714,0,0,10,0.07142857142857142,0,0,95,0.40425531914893614,10,0.0425531914893617,0.9122807017543859,0.10714285714285714,165,40,10,80,0,25,0,0,0,0,0,0,0,375,0.07407407407407407,0.018518518518518517,0.14814814814814814,0,0.046296296296296294,0,0,0,0,0,0,0,0.6944444444444444,120,0.8888888888888888,20,0.14814814814814814,530,485,45,25,20,0,20,0,0.9150943396226415,0.08490566037735849,0.04716981132075472,0.03773584905660377,0,0.03773584905660377,0,520,310,210,135,80,35,15,25,0.5961538461538461,0.40384615384615385,0.25961538461538464,0.15384615384615385,0.0673076923076923,0.028846153846153848,0.04807692307692308
ottawa_ons2022_queensway_terrace_north_3093_00000_3_0_percent,340,40,0.11764705882352941,55,0.16176470588235295,200,0.5882352941176471,0.1323529411764706,0,0.08823529411764706,0.10294117647058823,0.029411764705882353,0.058823529411764705,0,0.14705882352941177,0.029411764705882353,0.5,0,0.07692307692307693,0.07352941176470588,200,180,15,100,68,61,8,53600,57200,52400,58000,8,11,0.8205128205128205,10,25,0.07462686567164178,0,0,0,0,0,0,42,46,45,40,0.5333333333333333,35,10,20,0,30,0,0,130,0.38235294117647056,0,0,80,0.8,10,0.1,0,0,0,0,10,0.1,80,0.4444444444444444,10,0.05555555555555555,0.9487179487179487,0,50,0,10,15,0,0,0,15,0,0,0,0,0,295,0,0.029411764705882353,0.04411764705882353,0,0,0,0.04411764705882353,0,0,0,0,0,0.8676470588235294,55,1,0,0,340,310,25,25,0,0,0,0,0.9117647058823529,0.07352941176470588,0.07352941176470588,0,0,0,0,325,210,110,70,45,10,25,10,0.6461538461538462,0.3384615384615385,0.2153846153846154,0.13846153846153847,0.03076923076923077,0.07692307692307693,0.03076923076923077
ottawa_ons2022_queenswood_chatelaine_3094_00000_3_9_percent,1470,190,0.1292517006802721,115,0.0782312925170068,745,0.5068027210884354,0.2857142857142857,0.02040816326530612,0.11904761904761904,0.027210884353741496,0.006802721088435374,0.017006802721088437,0,0.11224489795918367,0.01020408163265306,0.1,0,0.07333333333333333,0.17006802721088435,695,655,40,590,54,51,6,50900,53600,48200,53200,13,16,0.7533333333333333,15,65,0.04406779661016949,30,0.13636363636363635,30,0.03592814371257485,0,0,47,53,420,80,0.23880597014925373,40,10,25,0,175,30,0,1010,0.6847457627118644,100,0.06779661016949153,350,0.8641975308641975,40,0.09876543209876543,0,0,0,0,10,0.024691358024691357,250,0.3816793893129771,55,0.08396946564885496,0.9333333333333333,0.04938271604938271,165,0,0,115,0,35,15,0,0,0,0,0,0,1310,0,0,0.0782312925170068,0,0.023809523809523808,0.01020408163265306,0,0,0,0,0,0,0.891156462585034,215,0.9555555555555556,0,0,1470,1270,200,140,60,25,30,0,0.8639455782312925,0.1360544217687075,0.09523809523809523,0.04081632653061224,0.017006802721088437,0.02040816326530612,0,1400,925,470,310,165,50,65,50,0.6607142857142857,0.3357142857142857,0.22142857142857142,0.11785714285714285,0.03571428571428571,0.04642857142857143,0.03571428571428571
ottawa_ons2022_queenswood_heights_3095_00000_1_5_percent,3725,515,0.138255033557047,310,0.08322147651006712,1970,0.5288590604026846,0.25100671140939596,0.025503355704697986,0.12751677852348994,0.03087248322147651,0.006711409395973154,0.025503355704697986,0,0.12080536912751678,0.008053691275167786,0.07142857142857142,0,0.06870229007633588,0.087248322147651,1835,1670,165,1375,57,52,9,49680,53400,48080,53550,13,16,0.7430025445292621,30,120,0.03225806451612903,30,0.049586776859504134,70,0.03211009174311927,20,0.021505376344086023,46,49,935,230,0.25136612021857924,115,25,95,0,475,95,0,2545,0.6832214765100671,230,0.06174496644295302,845,0.8284313725490197,80,0.0784313725490196,55,0.05392156862745098,0,0,40,0.0392156862745098,640,0.38323353293413176,200,0.11976047904191617,0.9312977099236641,0.06862745098039216,450,10,0,255,10,125,10,15,0,0,0,0,15,3275,0.0026845637583892616,0,0.06845637583892618,0.0026845637583892616,0.03355704697986577,0.0026845637583892616,0.004026845637583893,0,0,0,0,0.004026845637583893,0.8791946308724832,600,0.96,25,0.04,3700,3440,265,210,55,35,20,0,0.9297297297297298,0.07162162162162163,0.05675675675675676,0.014864864864864866,0.00945945945945946,0.005405405405405406,0,3640,2590,1045,640,400,170,160,75,0.7115384615384616,0.28708791208791207,0.17582417582417584,0.10989010989010989,0.046703296703296704,0.04395604395604396,0.020604395604395604
ottawa_ons2022_renfrew_3718_00000_1_7_percent,315,30,0.09523809523809523,10,0.031746031746031744,185,0.5873015873015873,0.3333333333333333,0,0.031746031746031744,0.12698412698412698,0,0.12698412698412698,0,0,0,NA,0,0.12121212121212122,0.19047619047619047,125,120,10,160,44,42,8,40800,44800,38000,40400,25,30,0.48484848484848486,0,50,0.15625,0,0,20,0.11764705882352941,20,0.19047619047619047,51,59,105,20,0.36363636363636365,40,0,40,0,10,0,0,95,0.30158730158730157,0,0,75,0.8333333333333334,0,0,10,0.1111111111111111,0,0,0,0,30,0.25,20,0.16666666666666666,0.8787878787878788,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,315,225,95,15,80,70,10,0,0.7142857142857143,0.30158730158730157,0.047619047619047616,0.25396825396825395,0.2222222222222222,0.031746031746031744,0,305,140,165,20,145,135,10,0,0.45901639344262296,0.5409836065573771,0.06557377049180328,0.47540983606557374,0.4426229508196721,0.03278688524590164,0
ottawa_ons2022_rideaucrest_davidson_heights_3097_00000_1_4_percent,1750,330,0.18857142857142858,295,0.16857142857142857,975,0.5571428571428572,0.08,0.025787965616045846,0.23782234957020057,0.03151862464183381,0.02005730659025788,0.011461318051575931,0,0.36103151862464183,0.037142857142857144,0.16666666666666666,0.0057306590257879654,0.07106598984771574,0.05714285714285714,1085,970,115,330,77,69,11,55900,67100,56350,67800,5,9,0.8121827411167513,65,70,0.04011461318051576,35,0.08139534883720931,30,0.02553191489361702,0,0,38,42,140,160,0.24615384615384617,55,35,20,0,415,45,10,685,0.39255014326647564,25,0.014326647564469915,405,0.7941176470588235,40,0.0784313725490196,35,0.06862745098039216,0,0,30,0.058823529411764705,455,0.4690721649484536,60,0.061855670103092786,0.9289340101522843,0.058823529411764705,630,40,45,255,25,165,30,20,20,0,15,0,15,1115,0.022922636103151862,0.025787965616045846,0.14613180515759314,0.014326647564469915,0.09455587392550144,0.017191977077363897,0.011461318051575931,0.011461318051575931,0,0.008595988538681949,0,0.008595988538681949,0.6389684813753582,355,0.7888888888888889,95,0.2111111111111111,1725,1590,135,105,25,10,0,10,0.9217391304347826,0.0782608695652174,0.06086956521739131,0.014492753623188406,0.005797101449275362,0,0.005797101449275362,1705,1105,595,400,195,50,100,45,0.6480938416422287,0.3489736070381232,0.23460410557184752,0.11436950146627566,0.02932551319648094,0.05865102639296188,0.026392961876832845
ottawa_ons2022_riverside_park_mooneys_bay_3098_00000_2_5_percent,700,105,0.15,50,0.07142857142857142,410,0.5857142857142857,0.18571428571428572,0.11428571428571428,0.32857142857142857,0.02857142857142857,0.014285714285714285,0.014285714285714285,0,0.3,0.10714285714285714,0.375,0,0.07228915662650602,0.12142857142857143,345,295,50,255,58,49,15,53200,57400,51800,58800,11,15,0.7710843373493976,75,100,0.14285714285714285,20,0.17391304347826086,60,0.1348314606741573,15,0.1111111111111111,44,44,130,30,0.16666666666666666,20,10,10,0,230,80,0,355,0.5071428571428571,60,0.08571428571428572,120,0.6666666666666666,40,0.2222222222222222,0,0,0,0,0,0,115,0.3898305084745763,35,0.11864406779661017,0.927710843373494,0,210,0,0,125,0,80,0,0,0,0,0,0,0,490,0,0,0.17857142857142858,0,0.11428571428571428,0,0,0,0,0,0,0,0.7,100,0.8333333333333334,15,0.125,690,570,120,35,85,30,10,50,0.8260869565217391,0.17391304347826086,0.050724637681159424,0.12318840579710146,0.043478260869565216,0.014492753623188406,0.07246376811594203,675,385,290,120,175,40,45,90,0.5703703703703704,0.42962962962962964,0.17777777777777778,0.25925925925925924,0.05925925925925926,0.06666666666666667,0.13333333333333333
ottawa_ons2022_riverside_park_south_revelstoke_3099_00000_2_1_percent,470,120,0.2553191489361702,30,0.06382978723404255,235,0.5,0.18085106382978725,0,0.07446808510638298,0.02127659574468085,0,0.02127659574468085,0,0.0851063829787234,0,0,0,0,0.06382978723404255,225,215,10,125,64,61,4,58800,70000,56800,67200,8,10,0.9574468085106383,0,15,0.031578947368421054,0,0,0,0,0,0,40,38,85,30,0.16216216216216217,10,0,10,0,35,0,0,250,0.5319148936170213,25,0.05319148936170213,75,1,0,0,0,0,0,0,0,0,135,0.627906976744186,20,0.09302325581395349,1,0,40,15,0,0,0,10,10,0,0,0,0,0,0,430,0.031914893617021274,0,0,0,0.02127659574468085,0.02127659574468085,0,0,0,0,0,0,0.9148936170212766,120,0.9230769230769231,15,0.11538461538461539,455,440,15,10,0,0,0,0,0.967032967032967,0.03296703296703297,0.02197802197802198,0,0,0,0,425,315,110,65,45,25,25,0,0.7411764705882353,0.25882352941176473,0.15294117647058825,0.10588235294117647,0.058823529411764705,0.058823529411764705,0
ottawa_ons2022_riverside_south_leitrim_3100_00000_0_9_percent,2665,725,0.27204502814258913,325,0.12195121951219512,1390,0.5215759849906192,0.0825515947467167,0.0150093808630394,0.17636022514071295,0.024390243902439025,0.009380863039399626,0.016885553470919325,0,0.3151969981238274,0.039399624765478425,0.2441860465116279,0,0.03237410071942446,0.054409005628517824,1405,1305,100,530,72,67,7,60450,71600,58600,70600,6,9,0.8884892086330936,105,70,0.02626641651031895,35,0.04142011834319527,25,0.01567398119122257,0,0,34,34,220,175,0.16203703703703703,65,25,45,0,470,40,0,1200,0.45112781954887216,80,0.03007518796992481,565,0.9262295081967213,20,0.03278688524590164,0,0,0,0,20,0.03278688524590164,695,0.5325670498084292,75,0.05747126436781609,0.9712230215827338,0.03278688524590164,840,80,95,265,0,210,25,35,20,10,0,40,55,1825,0.0300187617260788,0.03564727954971857,0.09943714821763602,0,0.07879924953095685,0.009380863039399626,0.013133208255159476,0.0075046904315197,0.00375234521575985,0,0.0150093808630394,0.020637898686679174,0.6848030018761726,730,0.8538011695906432,125,0.14619883040935672,2630,2245,390,245,145,50,75,15,0.8536121673003803,0.1482889733840304,0.09315589353612168,0.055133079847908745,0.019011406844106463,0.028517110266159697,0.005703422053231939,2480,1275,1200,750,450,115,255,80,0.5141129032258065,0.4838709677419355,0.3024193548387097,0.1814516129032258,0.046370967741935484,0.1028225806451613,0.03225806451612903
ottawa_ons2022_riverview_3101_00000_3_8_percent,2795,365,0.13059033989266547,395,0.1413237924865832,1280,0.45796064400715564,0.2737030411449016,0.09660107334525939,0.3076923076923077,0.03220035778175313,0.01073345259391771,0.016100178890876567,0,0.37209302325581395,0.11270125223613596,0.4012738853503185,0,0.06719367588932806,0.18246869409660108,1325,1215,105,1110,55,50,8,48040,52500,45280,51600,14,18,0.7865612648221344,315,410,0.14669051878354203,100,0.21739130434782608,210,0.13333333333333333,100,0.13071895424836602,44,42,765,245,0.3656716417910448,90,30,45,0,860,270,0,1550,0.554561717352415,345,0.12343470483005367,425,0.5985915492957746,160,0.22535211267605634,45,0.06338028169014084,45,0.06338028169014084,35,0.04929577464788732,500,0.411522633744856,100,0.0823045267489712,0.9367588932806324,0.07042253521126761,1040,30,10,660,0,200,20,20,20,0,0,0,65,1755,0.01073345259391771,0.0035778175313059034,0.23613595706618962,0,0.07155635062611806,0.007155635062611807,0.007155635062611807,0.007155635062611807,0,0,0,0.023255813953488372,0.627906976744186,415,0.9021739130434783,40,0.08695652173913043,2770,2325,445,255,185,35,120,30,0.8393501805054152,0.16064981949458484,0.09205776173285199,0.06678700361010831,0.01263537906137184,0.04332129963898917,0.010830324909747292,2690,1535,1155,585,565,195,110,265,0.570631970260223,0.42936802973977695,0.2174721189591078,0.2100371747211896,0.0724907063197026,0.040892193308550186,0.09851301115241635
ottawa_ons2022_rockcliffe_park_3102_00000_5_0_percent,215,35,0.16279069767441862,25,0.11627906976744186,125,0.5813953488372093,0.18604651162790697,0,0.13953488372093023,0,0,0,0,0.09302325581395349,0,0,0,0,0,135,125,10,50,75,69,7,137000,202000,132000,202000,1,3,0.875,0,0,0,0,0,0,0,0,0,43,48,40,15,0.17647058823529413,0,0,0,0,30,0,0,65,0.29545454545454547,0,0,35,0.875,0,0,0,0,0,0,0,0,80,0.64,0,0,1,0,20,0,10,0,0,15,0,0,0,0,0,0,0,195,0,0.046511627906976744,0,0,0.06976744186046512,0,0,0,0,0,0,0,0.9069767441860465,20,0.5,15,0.375,215,180,35,0,30,0,0,30,0.8372093023255814,0.16279069767441862,0,0.13953488372093023,0,0,0.13953488372093023,215,130,80,35,50,10,0,40,0.6046511627906976,0.37209302325581395,0.16279069767441862,0.23255813953488372,0.046511627906976744,0,0.18604651162790697
ottawa_ons2022_rothwell_heights_beacon_hill_north_3103_00000_1_8_percent,2720,405,0.1488970588235294,370,0.13602941176470587,1325,0.48713235294117646,0.2261029411764706,0.03676470588235294,0.18566176470588236,0.04044117647058824,0.02389705882352941,0.01838235294117647,0,0.22242647058823528,0.042279411764705885,0.25555555555555554,0,0.05660377358490566,0.07720588235294118,1365,1220,150,940,59,53,11,57850,65700,56300,67400,9,13,0.7773584905660378,115,130,0.04779411764705882,40,0.07692307692307693,75,0.0473186119873817,0,0,44,47,615,215,0.25,110,65,50,0,505,100,0,1735,0.6378676470588235,170,0.0625,530,0.8412698412698413,60,0.09523809523809523,25,0.03968253968253968,10,0.015873015873015872,0,0,595,0.48770491803278687,85,0.06967213114754098,0.9433962264150944,0.047619047619047616,605,30,40,390,10,45,45,10,15,0,15,0,0,2115,0.011029411764705883,0.014705882352941176,0.14338235294117646,0.003676470588235294,0.016544117647058824,0.016544117647058824,0.003676470588235294,0.0055147058823529415,0,0.0055147058823529415,0,0,0.7775735294117647,495,0.9252336448598131,40,0.07476635514018691,2690,2405,285,190,100,20,40,35,0.8940520446096655,0.10594795539033457,0.07063197026022305,0.03717472118959108,0.007434944237918215,0.01486988847583643,0.013011152416356878,2620,1710,910,535,380,75,150,155,0.6526717557251909,0.3473282442748092,0.20419847328244276,0.1450381679389313,0.02862595419847328,0.05725190839694656,0.05916030534351145
ottawa_ons2022_russell_3607_00000_1_3_percent,8240,1510,0.18325242718446602,805,0.09769417475728155,4580,0.5558252427184466,0.16322815533980584,0.0012135922330097086,0.022451456310679612,0.054004854368932036,0.020024271844660196,0.032766990291262135,0,0.024271844660194174,0.003033980582524272,0.16666666666666666,0,0.062159214830970554,0.07524271844660194,4705,4470,235,2025,70,66,5,52500,60250,51080,59100,9,12,0.6946564885496184,25,315,0.03822815533980582,35,0.01928374655647383,155,0.03051181102362205,120,0.08921933085501858,41,42,1345,405,0.1610337972166998,445,165,270,0,185,10,0,6260,0.7592480291085506,610,0.0739842328684051,2850,0.9421487603305785,30,0.009917355371900827,65,0.021487603305785124,10,0.003305785123966942,70,0.023140495867768594,1440,0.3217877094972067,550,0.12290502793296089,0.9378407851690295,0.03636363636363636,200,0,25,100,0,20,10,0,0,0,20,10,10,8040,0,0.003033980582524272,0.012135922330097087,0,0.0024271844660194173,0.0012135922330097086,0,0,0,0.0024271844660194173,0.0012135922330097086,0.0012135922330097086,0.9757281553398058,1815,0.9864130434782609,20,0.010869565217391304,8180,7375,810,345,460,375,70,20,0.9015892420537898,0.09902200488997555,0.0421760391198044,0.05623471882640587,0.04584352078239609,0.008557457212713936,0.0024449877750611247,7790,5000,2785,765,2015,1625,380,10,0.6418485237483954,0.3575096277278562,0.0982028241335045,0.25866495507060333,0.2086007702182285,0.04878048780487805,0.0012836970474967907
ottawa_ons2022_sandy_hill_3104_00010_10_1_percent,3930,440,0.11195928753180662,1170,0.29770992366412213,1740,0.44274809160305345,0.1475826972010178,0.0648854961832061,0.22010178117048346,0.02544529262086514,0.006361323155216285,0.019083969465648856,0,0.3384223918575064,0.07888040712468193,0.4,0,0.03735632183908046,0.23282442748091603,2285,1930,350,1205,66,55,15,49080,58500,43920,53250,9,13,0.8649425287356322,310,825,0.2096569250317662,155,0.26956521739130435,590,0.2126126126126126,85,0.14782608695652175,37,30,580,325,0.38461538461538464,100,25,75,0,865,255,0,2365,0.6017811704834606,365,0.09287531806615776,430,0.4236453201970443,220,0.21674876847290642,275,0.270935960591133,45,0.04433497536945813,55,0.054187192118226604,910,0.4702842377260982,135,0.06976744186046512,0.9597701149425287,0.04926108374384237,1330,25,40,815,0,280,65,35,20,0,0,35,15,2605,0.006361323155216285,0.010178117048346057,0.20737913486005088,0,0.07124681933842239,0.01653944020356234,0.008905852417302799,0.005089058524173028,0,0,0.008905852417302799,0.003816793893129771,0.6628498727735369,515,0.8803418803418803,70,0.11965811965811966,3900,2900,1000,595,410,135,125,150,0.7435897435897436,0.2564102564102564,0.15256410256410258,0.10512820512820513,0.03461538461538462,0.03205128205128205,0.038461538461538464,3820,1625,2200,890,1305,360,365,585,0.42539267015706805,0.5759162303664922,0.23298429319371727,0.3416230366492147,0.09424083769633508,0.09554973821989529,0.1531413612565445
ottawa_ons2022_smiths_falls_3408_00000_2_2_percent,315,25,0.07936507936507936,0,0,165,0.5238095238095238,0.38095238095238093,0,0.06349206349206349,0.09523809523809523,0,0.07936507936507936,0,0.07936507936507936,0,0,0,0.1875,0.20634920634920634,125,105,20,165,43,36,16,34000,39600,34800,41600,25,30,0.59375,0,75,0.23809523809523808,0,0,35,0.21212121212121213,35,0.2916666666666667,53,58,120,30,0.6,30,0,25,0,20,0,0,85,0.2698412698412698,0,0,75,0.7894736842105263,0,0,15,0.15789473684210525,0,0,0,0,15,0.13636363636363635,20,0.18181818181818182,0.8125,0.21052631578947367,25,0,0,0,0,0,15,0,0,0,0,0,0,290,0,0,0,0,0,0.047619047619047616,0,0,0,0,0,0,0.9206349206349206,20,0.6666666666666666,10,0.3333333333333333,315,255,55,10,45,30,15,0,0.8095238095238095,0.1746031746031746,0.031746031746031744,0.14285714285714285,0.09523809523809523,0.047619047619047616,0,305,155,145,15,130,80,45,0,0.5081967213114754,0.47540983606557374,0.04918032786885246,0.4262295081967213,0.26229508196721313,0.14754098360655737,0
ottawa_ons2022_south_dundas_3806_00000_2_2_percent,530,40,0.07547169811320754,25,0.04716981132075472,300,0.5660377358490566,0.32075471698113206,0.02830188679245283,0.04716981132075472,0.0660377358490566,0,0.04716981132075472,0,0,0,0,0,0.11666666666666667,0.10377358490566038,260,235,30,235,53,48,12,42800,43600,41000,42200,19,21,0.6166666666666667,0,50,0.09433962264150944,0,0,30,0.09523809523809523,20,0.11764705882352941,53,58,170,10,0.14285714285714285,35,0,25,0,25,15,0,115,0.2169811320754717,0,0,155,0.8857142857142857,0,0,10,0.05714285714285714,0,0,0,0,55,0.23404255319148937,45,0.19148936170212766,0.8833333333333333,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,40,0.7272727272727273,15,0.2727272727272727,520,465,55,0,55,55,0,0,0.8942307692307693,0.10576923076923077,0,0.10576923076923077,0.10576923076923077,0,0,515,260,255,45,210,170,35,0,0.5048543689320388,0.49514563106796117,0.08737864077669903,0.4077669902912621,0.3300970873786408,0.06796116504854369,0
