name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language
ottawa_ons2022_colonnade_business_park_3030_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_constance_bay_3031_00000_5_1_percent,115,115,1,0,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4.1,4.3,0,15,0.13043478260869565,20,0,20,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.20833333333333334,95,0.7916666666666666
ottawa_ons2022_convent_glen_orleans_woods_3032_00000_1_5_percent,985,985,1,0,0,0,0,0,0.02030456852791878,0.02030456852791878,0.03553299492385787,0.015228426395939087,0.015228426395939087,0.01015228426395939,0.24873096446700507,0,0,0.02030456852791878,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,50,0.05102040816326531,50,0.05102040816326531,0,NA,0,NA,3.6,3.7,0,125,0.12755102040816327,35,15,15,10,20,20,20,265,0.26903553299492383,115,0.116751269035533,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,245,20,30,95,0,55,0,0,0,0,0,0,20,740,0.02030456852791878,0.030456852791878174,0.09644670050761421,0,0.05583756345177665,0,0,0,0,0,0,0.02030456852791878,0.751269035532995,555,0.5663265306122449,425,0.4336734693877551
ottawa_ons2022_corkery_3033_00000_2_5_percent,300,300,1,0,0,0,0,0,0,0,0.03333333333333333,0.03333333333333333,0,0,0.11666666666666667,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.9,4.5,0,20,0.06666666666666667,10,10,0,0,0,0,0,35,0.11666666666666667,10,0.03333333333333333,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,35,10,15,0,0,0,0,0,0,0,0,0,0,260,0.03333333333333333,0.05,0,0,0,0,0,0,0,0,0,0,0.8666666666666667,100,0.3333333333333333,205,0.6833333333333333
ottawa_ons2022_cornwall_3802_00000_2_5_percent,3375,3375,1,0,0,0,0,0,0.01037037037037037,0.01037037037037037,0.09777777777777778,0.06666666666666667,0.022222222222222223,0.005925925925925926,0.1511111111111111,0.0044444444444444444,0.42857142857142855,0.008888888888888889,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,890,0.26331360946745563,890,0.26331360946745563,0,NA,0,NA,3.7,3.9,0,1050,0.3148425787106447,330,225,75,20,35,35,30,280,0.08296296296296296,85,0.025185185185185185,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,510,240,15,140,30,35,0,25,15,0,0,0,0,2865,0.07111111111111111,0.0044444444444444444,0.04148148148148148,0.008888888888888889,0.01037037037037037,0,0.007407407407407408,0.0044444444444444444,0,0,0,0,0.8488888888888889,1330,0.39349112426035504,2045,0.6050295857988166
ottawa_ons2022_craig_henry_manordale_3034_00000_2_2_percent,625,625,1,0,0,0,0,0,0.088,0.088,0.016,0.016,0,0,0.416,0.072,0.8181818181818182,0.072,NA,0,0,NA,NA,NA,NA,NA,NA,NA,45,135,0.216,135,0.216,0,NA,0,NA,3.6,3.7,0,125,0.2,10,10,0,0,55,55,45,25,0.04,15,0.024,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,260,0,10,60,0,110,0,20,10,20,0,0,15,365,0,0.016,0.096,0,0.176,0,0.032,0.016,0.032,0,0,0.024,0.584,195,0.312,430,0.688
ottawa_ons2022_crestview_tanglewood_3035_00000_1_4_percent,520,520,1,0,0,0,0,0,0.019417475728155338,0.019417475728155338,0.038834951456310676,0,0,0.019417475728155338,0.42718446601941745,0.019230769230769232,1,0.05825242718446602,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,55,0.10576923076923077,55,0.10576923076923077,0,NA,0,NA,3.6,3.7,0,45,0.08653846153846154,20,0,0,10,10,10,30,10,0.019417475728155338,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,220,30,10,45,0,85,0,10,0,0,0,0,15,300,0.05825242718446602,0.019417475728155338,0.08737864077669903,0,0.1650485436893204,0,0.019417475728155338,0,0,0,0,0.02912621359223301,0.5825242718446602,95,0.18269230769230768,430,0.8269230769230769
ottawa_ons2022_crystal_bay_lakeview_park_3036_00000_2_0_percent,235,235,1,0,0,0,0,0,0,0,0.0425531914893617,0,0,0,0.1276595744680851,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.5,3.5,0,10,0.0425531914893617,10,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,30,0,0,0,0,10,0,0,10,0,0,0,0,205,0,0,0,0,0.0425531914893617,0,0,0.0425531914893617,0,0,0,0,0.8723404255319149,45,0.1875,190,0.7916666666666666
ottawa_ons2022_cumberland_3037_00000_1_2_percent,210,210,1,0,0,0,0,0,0,0,0,0,0,0,0.046511627906976744,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4.2,4.4,0,10,0.047619047619047616,0,0,0,0,0,0,0,80,0.37209302325581395,20,0.09302325581395349,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.9302325581395349,130,0.6190476190476191,80,0.38095238095238093
ottawa_ons2022_deep_river_3705_00000_2_4_percent,290,290,1,0,0,0,0,0,0,0,0.06896551724137931,0,0.06896551724137931,0,0.10344827586206896,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.1206896551724138,35,0.1206896551724138,0,NA,0,NA,4,4.6,0,60,0.20689655172413793,20,0,20,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,30,0,0,15,0,0,10,0,0,0,0,0,0,255,0,0,0.05172413793103448,0,0,0.034482758620689655,0,0,0,0,0,0,0.8793103448275862,25,0.08620689655172414,270,0.9310344827586207
ottawa_ons2022_drummond_north_elmsley_3403_00000_2_7_percent,555,555,1,0,0,0,0,0,0,0,0,0,0,0,0.02702702702702703,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.05454545454545454,30,0.05454545454545454,0,NA,0,NA,3.5,3.8,0,55,0.0990990990990991,0,0,0,0,0,0,0,25,0.04504504504504504,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,10,535,0,0,0,0,0,0,0,0,0,0,0,0.018018018018018018,0.963963963963964,80,0.14545454545454545,470,0.8545454545454545
ottawa_ons2022_dunrobin_3038_00000_2_2_percent,385,385,1,0,0,0,0,0,0.025974025974025976,0.025974025974025976,0.05194805194805195,0,0,0,0.16883116883116883,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4,4.3,0,15,0.03896103896103896,20,0,0,0,10,10,0,50,0.12987012987012986,15,0.03896103896103896,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,65,0,0,0,10,20,15,0,10,0,0,0,0,320,0,0,0,0.025974025974025976,0.05194805194805195,0.03896103896103896,0,0.025974025974025976,0,0,0,0,0.8311688311688312,120,0.3076923076923077,265,0.6794871794871795
ottawa_ons2022_east_hawkesbury_3605_00000_2_2_percent,245,245,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.1,25,0.1,0,NA,0,NA,3.6,3.8,0,20,0.08163265306122448,0,0,0,0,0,0,0,110,0.44,90,0.36,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,10,0,0,0,0,0,0,0,0,0,235,0,0,0.04,0,0,0,0,0,0,0,0,0,0.94,200,0.8,50,0.2
ottawa_ons2022_edwards_carlsbad_springs_3039_00000_5_6_percent,170,170,1,0,0,0,0,0,0,0,0.08571428571428572,0.05714285714285714,0,0,0.05714285714285714,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.2,3,0,0,0,15,10,0,0,0,0,0,40,0.23529411764705882,20,0.11764705882352941,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,0,0,10,0,0,0,0,0,0,0,165,0,0,0,0,0.05714285714285714,0,0,0,0,0,0,0,0.9428571428571428,95,0.5588235294117647,80,0.47058823529411764
ottawa_ons2022_elmvale_canterbury_3040_00000_2_0_percent,565,565,1,0,0,0,0,0,0.035398230088495575,0.04424778761061947,0,0,0,0,0.4690265486725664,0.02654867256637168,0.6,0.017699115044247787,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,60,0.10526315789473684,60,0.10526315789473684,0,NA,0,NA,3.5,3.3,0,60,0.10619469026548672,0,0,0,0,25,20,10,50,0.08849557522123894,20,0.035398230088495575,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,265,30,15,80,15,90,0,0,0,0,0,10,25,300,0.05309734513274336,0.02654867256637168,0.1415929203539823,0.02654867256637168,0.1592920353982301,0,0,0,0,0,0.017699115044247787,0.04424778761061947,0.5309734513274337,230,0.40350877192982454,335,0.5877192982456141
ottawa_ons2022_emerald_woods_sawmill_creek_3041_00000_3_6_percent,475,475,1,0,0,0,0,0,0.1595744680851064,0.1595744680851064,0,0,0,0,0.8085106382978723,0.12631578947368421,0.8,0.0851063829787234,NA,0,0,NA,NA,NA,NA,NA,NA,NA,60,220,0.4631578947368421,220,0.4631578947368421,0,NA,0,NA,3.7,4,0,120,0.26373626373626374,0,0,0,0,75,75,40,20,0.0425531914893617,15,0.031914893617021274,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,380,15,0,90,15,220,0,0,10,0,0,0,20,95,0.031914893617021274,0,0.19148936170212766,0.031914893617021274,0.46808510638297873,0,0,0.02127659574468085,0,0,0,0.0425531914893617,0.20212765957446807,105,0.22105263157894736,365,0.7684210526315789
ottawa_ons2022_experimental_farm_3042_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_fallingbrook_3043_00000_1_4_percent,1245,1245,1,0,0,0,0,0,0.04,0.04,0.036,0.016,0.02,0,0.296,0.008032128514056224,0.2,0.020080321285140562,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,50,0.040160642570281124,50,0.040160642570281124,0,NA,0,NA,4,4.4,0,150,0.12096774193548387,45,20,25,0,50,50,25,360,0.2891566265060241,185,0.14859437751004015,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,370,45,15,195,0,65,0,10,15,0,0,0,15,880,0.036,0.012,0.156,0,0.052,0,0.008,0.012,0,0,0,0.012,0.704,665,0.5341365461847389,580,0.46586345381526106
ottawa_ons2022_findlay_creek_3044_00000_1_5_percent,1535,1535,1,0,0,0,0,0,0.03571428571428571,0.03571428571428571,0.016233766233766232,0.016233766233766232,0,0,0.6623376623376623,0.009771986970684038,0.2727272727272727,0.05519480519480519,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,90,0.05863192182410423,90,0.05863192182410423,0,NA,0,NA,3.6,3.7,0,145,0.09446254071661238,25,25,0,0,55,55,85,165,0.10714285714285714,65,0.04220779220779221,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1020,195,65,170,15,430,10,15,60,10,0,0,45,520,0.1266233766233766,0.04220779220779221,0.11038961038961038,0.00974025974025974,0.2792207792207792,0.006493506493506494,0.00974025974025974,0.03896103896103896,0.006493506493506494,0,0,0.02922077922077922,0.33766233766233766,475,0.30944625407166126,1060,0.6905537459283387
ottawa_ons2022_fisher_heights_3045_00000_2_1_percent,360,360,1,0,0,0,0,0,0.04225352112676056,0.056338028169014086,0.04225352112676056,0.028169014084507043,0.028169014084507043,0,0.4507042253521127,0.027777777777777776,0.5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,90,0.25,90,0.25,0,NA,0,NA,3.4,3.2,0,25,0.06944444444444445,15,10,10,0,20,15,0,10,0.028169014084507043,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,160,15,0,25,10,45,0,0,0,0,0,0,55,200,0.04225352112676056,0,0.07042253521126761,0.028169014084507043,0.1267605633802817,0,0,0,0,0,0,0.15492957746478872,0.5633802816901409,75,0.20833333333333334,280,0.7777777777777778
ottawa_ons2022_fitzroy_3046_00000_4_2_percent,290,290,1,0,0,0,0,0,0,0,0,0,0,0,0.03508771929824561,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.6,3.9,0,45,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0.9649122807017544,65,0.22807017543859648,225,0.7894736842105263
ottawa_ons2022_glebe_dows_lake_3047_00000_4_1_percent,590,590,1,0,0,0,0,0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0,0,0.23076923076923078,0,0,0.017094017094017096,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.042735042735042736,25,0.042735042735042736,0,NA,0,NA,3.6,3.7,0,45,0.07627118644067797,15,15,0,0,15,15,10,70,0.11965811965811966,20,0.03418803418803419,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,135,40,20,35,0,0,0,0,0,10,0,0,15,450,0.06837606837606838,0.03418803418803419,0.05982905982905983,0,0,0,0,0,0.017094017094017096,0,0,0.02564102564102564,0.7692307692307693,150,0.2564102564102564,435,0.7435897435897436
ottawa_ons2022_glen_cairn_3048_00000_2_3_percent,1185,1185,1,0,0,0,0,0,0.03375527426160337,0.0379746835443038,0.02109704641350211,0.008438818565400843,0.008438818565400843,0,0.379746835443038,0,0,0.04219409282700422,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,50,0.04219409282700422,50,0.04219409282700422,0,NA,0,NA,3.5,3.6,0,145,0.12236286919831224,25,10,10,0,45,40,50,85,0.07172995780590717,30,0.02531645569620253,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,450,120,50,125,15,40,10,20,30,0,10,0,35,730,0.10126582278481013,0.04219409282700422,0.10548523206751055,0.012658227848101266,0.03375527426160337,0.008438818565400843,0.016877637130801686,0.02531645569620253,0,0.008438818565400843,0,0.029535864978902954,0.6160337552742616,300,0.25316455696202533,885,0.7468354430379747
ottawa_ons2022_greater_madawaska_3706_00010_11_0_percent,155,155,1,0,0,0,0,0,0,0,0.125,0,0.0625,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.5,3.6,0,30,0.1935483870967742,20,0,10,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,0.967741935483871
ottawa_ons2022_greely_3049_00000_0_9_percent,840,840,1,0,0,0,0,0,0,0,0.02976190476190476,0.017857142857142856,0.011904761904761904,0,0.20238095238095238,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,0.023809523809523808,20,0.023809523809523808,0,NA,0,NA,3.7,4,0,55,0.06547619047619048,25,15,10,0,0,0,0,85,0.10119047619047619,10,0.011904761904761904,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,170,15,25,40,20,40,0,0,0,0,10,0,10,670,0.017857142857142856,0.02976190476190476,0.047619047619047616,0.023809523809523808,0.047619047619047616,0,0,0,0,0.011904761904761904,0,0.011904761904761904,0.7976190476190477,265,0.31547619047619047,580,0.6904761904761905
ottawa_ons2022_greenbelt_east_3050_00000_6_9_percent,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,3.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,20,1
ottawa_ons2022_greenbelt_west_3051_00919_12_5_percent,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA
ottawa_ons2022_greenboro_east_3052_00000_2_0_percent,445,445,1,0,0,0,0,0,0.045454545454545456,0.045454545454545456,0.022727272727272728,0.022727272727272728,0,0,0.6931818181818182,0.02247191011235955,0.5,0.045454545454545456,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,95,0.21348314606741572,95,0.21348314606741572,0,NA,0,NA,3.7,3.8,0,105,0.23595505617977527,10,10,0,0,20,20,20,40,0.09090909090909091,10,0.022727272727272728,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,305,10,0,65,15,110,10,15,10,0,0,25,45,140,0.022727272727272728,0,0.14772727272727273,0.03409090909090909,0.25,0.022727272727272728,0.03409090909090909,0.022727272727272728,0,0,0.056818181818181816,0.10227272727272728,0.3181818181818182,135,0.30337078651685395,305,0.6853932584269663
ottawa_ons2022_greenboro_west_3053_00000_2_2_percent,365,365,1,0,0,0,0,0,0,0,0.0410958904109589,0.0410958904109589,0,0,0.5342465753424658,0,NA,0.0547945205479452,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.0958904109589041,35,0.0958904109589041,0,NA,0,NA,3.5,3.3,0,95,0.2638888888888889,15,15,0,0,0,0,20,45,0.1232876712328767,10,0.0273972602739726,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,195,15,0,105,0,50,0,0,0,0,0,0,25,170,0.0410958904109589,0,0.2876712328767123,0,0.136986301369863,0,0,0,0,0,0,0.0684931506849315,0.4657534246575342,125,0.3424657534246575,240,0.6575342465753424
ottawa_ons2022_hawkesbury_3606_00000_4_1_percent,495,495,1,0,0,0,0,0,0.030612244897959183,0.030612244897959183,0.05102040816326531,0.04081632653061224,0,0,0.14285714285714285,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,130,0.26262626262626265,130,0.26262626262626265,0,NA,0,NA,4,4.2,0,150,0.30303030303030304,25,20,0,0,15,15,0,355,0.7244897959183674,255,0.5204081632653061,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,70,15,0,35,0,15,0,0,0,0,0,0,0,420,0.030612244897959183,0,0.07142857142857142,0,0.030612244897959183,0,0,0,0,0,0,0,0.8571428571428571,425,0.8585858585858586,70,0.1414141414141414
ottawa_ons2022_hawthorn_meadows_sheffield_glen_3054_00000_7_3_percent,565,565,1,0,0,0,0,0,0.11504424778761062,0.11504424778761062,0.035398230088495575,0.02654867256637168,0.02654867256637168,0,0.7079646017699115,0.07079646017699115,0.6153846153846154,0.061946902654867256,NA,0,0,NA,NA,NA,NA,NA,NA,NA,40,145,0.25663716814159293,145,0.25663716814159293,0,NA,0,NA,3.7,3.6,0,160,0.2882882882882883,20,15,15,0,65,65,35,95,0.168141592920354,60,0.10619469026548672,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,400,35,0,190,30,80,10,10,25,0,0,0,20,165,0.061946902654867256,0,0.336283185840708,0.05309734513274336,0.1415929203539823,0.017699115044247787,0.017699115044247787,0.04424778761061947,0,0,0,0.035398230088495575,0.2920353982300885,255,0.45535714285714285,310,0.5535714285714286
ottawa_ons2022_head_clara_and_maria_3707_00009_4_1_percent,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
ottawa_ons2022_hintonburg_mechanicsville_3055_00000_3_8_percent,605,605,1,0,0,0,0,0,0,0.016666666666666666,0.03333333333333333,0,0.025,0,0.275,0.01652892561983471,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,75,0.12396694214876033,75,0.12396694214876033,0,NA,0,NA,3.7,3.6,0,120,0.19834710743801653,20,0,15,0,10,0,0,90,0.15,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,165,25,30,60,0,15,0,10,0,0,0,10,0,440,0.041666666666666664,0.05,0.1,0,0.025,0,0.016666666666666666,0,0,0,0.016666666666666666,0,0.7333333333333333,240,0.39669421487603307,370,0.6115702479338843
ottawa_ons2022_horton_3708_00000_5_3_percent,185,185,1,0,0,0,0,0,0,0,0.08108108108108109,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.6,3.8,0,40,0.21621621621621623,15,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.13513513513513514,160,0.8648648648648649
