name,total_population,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,ONS_ID
ottawa_constance_bay_3031,165,60,0.3636363636363637,58.6,55.6,25,0.15151515151515152,170,48800,155,57000,15.2,49600,56000,11.6,25,0.15151515151515152,0,0,0,0,0,0,0,0,0,0,0.2352941176470588,40,80,0.48484848484848486,10,0.125,0,0,100,0.9523809523809524,85,0.8095238095238095,35,0.4666666666666667,20,0.26666666666666666,0,0,0,0,0,3031
ottawa_convent_glen_orleans_woods_3032,2400,870,0.3625,54.6,56.4,240,0.1,2235,48320,1990,52550,18.7,46160,52700,14,230,0.09563409563409564,50,0.02079002079002079,0,0,0,0,0,0,0,0,0.6528066528066528,1570,1235,0.5311827956989247,150,0.1214574898785425,90,0.06870229007633588,1220,0.931297709923664,1075,0.8206106870229007,430,0.39814814814814814,120,0.1111111111111111,0.0859375,425,0.17671517671517672,145,0.06041666666666667,3032
ottawa_corkery_3033,410,95,0.23170731707317072,55.8,58.8,15,0.03658536585365853,400,52400,365,61200,14.3,51800,62400,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0.3614457831325301,150,280,0.6829268292682927,25,0.08928571428571429,25,0.08620689655172414,265,0.913793103448276,200,0.6896551724137931,115,0.4509803921568627,40,0.1568627450980392,0,0,0,25,0.06097560975609756,3033
ottawa_craig_henry_manordale_3034,2545,600,0.2357563850687623,46,46.8,170,0.06679764243614932,2130,42720,1740,46400,24.4,40480,47000,19.3,395,0.15520628683693516,120,0.04715127701375245,0,0,0,0,0,0,0,0,0.7288801571709234,1855,1170,0.5211581291759465,145,0.12393162393162394,275,0.2022058823529412,1085,0.7977941176470589,880,0.6470588235294118,355,0.3480392156862745,135,0.1323529411764706,0.03816793893129771,130,0.05108055009823183,280,0.1100196463654224,3034
ottawa_crestview_tanglewood_3035,2045,625,0.3056234718826406,50.6,52.8,190,0.09290953545232274,1850,40920,1650,39240,25.3,36880,39520,18.3,170,0.08312958435207823,60,0.02933985330073349,0,0,0,0,0,0,0,0,0.6170731707317073,1265,1080,0.5625,125,0.11574074074074074,80,0.06926406926406926,1075,0.9307359307359307,835,0.7229437229437229,310,0.32460732984293195,160,0.16753926701570682,0.05426356589147287,105,0.05134474327628362,145,0.07090464547677261,3035
ottawa_crystal_bay_lakeview_park_3036,795,315,0.3962264150943397,58.5,59.6,85,0.1069182389937107,770,58300,700,68000,12,55000,67200,9.8,15,0.01886792452830188,10,0.01257861635220125,0,0,0,0,0,0,0,0,0.39375,315,405,0.5192307692307693,25,0.06172839506172839,10,0.02247191011235955,445,1,395,0.8876404494382022,230,0.6052631578947368,20,0.05263157894736842,0,10,0.01257861635220125,20,0.02515723270440251,3036
ottawa_cumberland_3037,430,150,0.3488372093023256,55.9,55.6,35,0.08139534883720931,415,52200,390,59000,14,54600,64800,11,0,0,15,0.03488372093023256,0,0,0,0,0,0,0,0,0.2413793103448276,105,235,0.5465116279069767,15,0.06382978723404255,10,0.04081632653061224,230,0.9387755102040816,195,0.7959183673469388,90,0.4090909090909091,35,0.1590909090909091,0,30,0.06976744186046512,30,0.06976744186046512,3037
ottawa_dunrobin_3038,940,235,0.25,52.4,52.8,35,0.03723404255319149,870,64200,780,85800,8.8,65000,92200,6.5,35,0.03723404255319149,15,0.01595744680851063,0,0,0,0,0,0,0,0,0.42857142857142855,405,540,0.6,40,0.07407407407407407,25,0.04201680672268908,565,0.9495798319327732,495,0.8319327731092437,275,0.55,60,0.12,0.04444444444444444,10,0.01063829787234042,70,0.07446808510638298,3038
ottawa_edwards_carlsbad_springs_3039,265,125,0.4716981132075472,59.8,63.6,35,0.1320754716981132,260,45600,215,51200,20.8,43200,46000,20,0,0,15,0.05660377358490566,0,0,0,0,0,0,0,0,0.3962264150943397,105,125,0.4807692307692308,0,0,10,0.07407407407407407,125,0.925925925925926,95,0.7037037037037037,40,0.3333333333333333,10,0.08333333333333333,0,0,0,0,0,3039
ottawa_elmvale_canterbury_3040,1920,460,0.23958333333333337,49.6,50.4,220,0.11458333333333331,1730,41000,1505,39880,26.2,36760,39880,18.7,265,0.13766233766233765,100,0.05194805194805195,0,0,0,0,0,0,0,0,0.6953125,1335,1100,0.6077348066298343,190,0.17272727272727273,110,0.09361702127659574,1065,0.9063829787234042,905,0.7702127659574468,335,0.3701657458563536,100,0.11049723756906076,0.04347826086956521,155,0.08051948051948052,170,0.08854166666666667,3040
ottawa_emerald_woods_sawmill_creek_3041,2465,460,0.18661257606490872,43.2,42.4,215,0.0872210953346856,2040,32560,1470,31120,37.7,28920,31680,28.2,625,0.2535496957403651,210,0.08519269776876268,0,0,0,0,0,0,0,0,0.8238866396761133,2035,1100,0.5057471264367817,170,0.15454545454545454,305,0.21942446043165467,1080,0.7769784172661871,810,0.5827338129496403,225,0.24193548387096775,145,0.15591397849462366,0.06521739130434782,110,0.04462474645030426,325,0.13184584178498987,3041
ottawa_experimental_farm_3042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042
ottawa_fallingbrook_3043,3530,850,0.24079320113314448,50.2,52.8,150,0.04249291784702549,3240,48880,2930,54050,15.9,46240,53950,10.8,195,0.05524079320113314,120,0.0339943342776204,0,0,0,0,0,0,0,0,0.7631205673758865,2690,2235,0.6742081447963801,230,0.1029082774049217,130,0.05752212389380531,2120,0.9380530973451328,1790,0.7920353982300885,865,0.4303482587064677,165,0.08208955223880597,0.07488986784140969,755,0.21388101983002833,215,0.06090651558073654,3043
ottawa_findlay_creek_3044,5585,595,0.10653536257833482,43.5,43.2,230,0.04118173679498657,5075,46760,4420,52750,16.5,43200,52400,10.4,495,0.08863025962399283,260,0.04655326768128916,0,0,0,0,0,0,0,0,0.8389982110912343,4690,3710,0.7033175355450237,450,0.12129380053908356,385,0.09310761789600969,3755,0.9081015719467956,3080,0.7448609431680774,1345,0.41131498470948014,335,0.10244648318042814,0.04210526315789473,270,0.04834377797672336,545,0.09758281110116385,3044
ottawa_fisher_heights_3045,1105,380,0.3438914027149321,52.8,54.4,130,0.1176470588235294,975,45700,855,45700,24,42400,45800,19,165,0.1493212669683258,50,0.04524886877828054,0,0,0,0,0,0,0,0,0.6877828054298643,760,525,0.5097087378640777,45,0.08571428571428572,80,0.13008130081300814,530,0.8617886178861789,440,0.7154471544715447,195,0.40625,35,0.07291666666666667,0.07017543859649122,15,0.01357466063348416,40,0.03619909502262444,3045
ottawa_fitzroy_3046,280,115,0.4107142857142857,60.8,61.2,30,0.10714285714285714,265,56400,245,68000,13.2,48400,61200,11.4,40,0.14545454545454545,15,0.05357142857142857,0,0,0,0,0,0,0,0,0.16071428571428573,45,130,0.4642857142857143,10,0.07692307692307693,0,0,155,0.96875,125,0.78125,70,0.5833333333333334,0,0,0,0,0,0,0,3046
