name,total_population,percent_of_pop_that_are_seniors_65,number_of_seniors_65,average_age_of_the_population,median_age_of_the_population,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_pop_living_alone,percent_of_pop_living_alone,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,number_of_pop_living_alone_i_e_1_person_household,average_household_size,number_of_owner_households,percent_of_owner_households,percent_of_renter_households,percent_of_households_living_in_core_housing_need,number_of_households_living_in_core_housing_need,percent_of_owner_households_in_core_housing_need,median_monthly_shelter_costs_for_owned_dwellings,average_monthly_shelter_costs_for_owned_dwellings,number_of_tenant_households,percent_of_tenant_households_living_in_subsidized_housing,percent_of_renter_households_in_core_housing_need,median_monthly_shelter_costs_for_rented_dwellings,average_monthly_shelter_costs_for_rented_dwellings,average_size_of_census_families,percent_of_census_families_that_are_one_parent_families,number_of_one_parent_families,percent_of_all_census_families_that_are_one_parent_families,average_number_of_children_in_census_families_with_children,average_after_tax_income_of_all_economic_families,average_after_tax_income_of_couple_with_children_economic_families,average_after_tax_income_of_one_parent_economic_families,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_pop_with_knowledge_of_neither_english_nor_french,number_of_people_with_knowledge_of_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_immigrants,number_of_immigrants,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,number_of_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,number_of_refugees,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,percent_in_the_labour_force_participation_rate,number_of_pop_in_labour_force,unemployment_rate,number_of_pop_unemployed,number_of_people_age_25_64_w_no_high_school_diploma_or_equivalent,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_youth_age_15_24,percent_of_of_pop_that_are_youth_age_15_24,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,ONS_ID
portobello_south_3091,29890,0.089662094,2680,35,35.2,2335,0.199657973,1650,0.055202409,53400,61300,11.5,50320,59900,7.6,1360,0.045492557,490,0.059574468,635,0.033438652,230,0.085981308,1650,3,8245,0.826566416,0.172932331,0.060559796,595,4,2000,1950,1725,0,16.1,2000,1952,3.2,0.166866747,1390,0.166866747,2,127500,137000,91200,1050,0.03512293,0.015387188,460,0.026425824,790,0.011038635,330,0.01304566,390,0,0,0.302726208,9050,0.042983777,1285,0.06373369,0.225844695,1905,0.452082288,13515,0.73119445,16865,0.085976875,1450,890,0.054400978,15470,0.945599022,12790,0.781784841,6530,6530,1160,1160,7450,0.844671202,785,0.089002268,230,0.026077098,15,0.00170068,350,0.03968254,0.075963719,4035,0.134994982,8370,0.27997993,3091
qualicum_redwood_3092,4370,0.155606407,680,40.7,38.8,420,0.3099631,395,0.090389016,53000,63550,12.9,50320,63050,9.2,440,0.100686499,130,0.153846154,250,0.087719298,55,0.080882353,395,2.5,1200,0.685714286,0.314285714,0.113702624,195,4.2,1280,1536,545,33,27.4,1290,1188,2.9,0.21031746,265,0.21031746,1.7,124000,144000,62800,25,0.005720824,0.010297483,45,0.028604119,125,0.010297483,45,0.016018307,70,0,0,0.234553776,1025,0.042334096,185,0.052631579,0.2875,230,0.275743707,1205,0.63760218,2340,0.132478632,310,200,0.082987552,2205,0.914937759,1810,0.751037344,855,855,125,125,935,0.795744681,135,0.114893617,60,0.05106383,20,0.017021277,25,0.021276596,0.029787234,585,0.133867277,255,0.058352403,3092
queensway_terrace_north_3093,3235,0.171561051,555,41.4,40,255,0.289772727,340,0.105100464,45840,58800,12.7,46240,58800,9.2,200,0.061823802,30,0.052631579,140,0.066350711,25,0.045045045,335,2.4,940,0.688644689,0.311355311,0.092936803,125,4.3,1450,1472,425,0,20.7,1390,1495,2.7,0.191709845,185,0.191709845,1.6,101000,122000,85000,0,0,0.007727975,25,0.021638331,70,0.00927357,30,0.007727975,25,0,0,0.193199382,625,0.043276662,140,0.043276662,0.314606742,140,0.204018547,660,0.655172414,1805,0.072022161,130,140,0.076502732,1690,0.923497268,1420,0.775956284,800,800,150,150,685,0.782857143,105,0.12,35,0.04,10,0.011428571,45,0.051428571,0.022857143,370,0.114374034,130,0.040185471,3093
queenswood_chatelaine_3094,4270,0.238875878,1020,44.7,46,290,0.260089686,515,0.120608899,48360,50960,16.4,45920,50840,12.5,190,0.044444444,75,0.102040816,100,0.03968254,20,0.019704433,520,2.3,1505,0.820163488,0.182561308,0.065934066,120,3.4,1480,1404,335,0,21.2,1760,1810,2.7,0.159090909,210,0.159090909,1.6,106000,110000,84000,95,0.022248244,0.008196721,35,0.026900585,115,0.011695906,50,0.011695906,50,0,0,0.16374269,700,0.01754386,75,0.025761124,0.205607477,110,0.150877193,645,0.599179207,2190,0.098173516,215,175,0.077433628,2090,0.924778761,1645,0.727876106,745,745,220,220,1040,0.845528455,110,0.089430894,25,0.020325203,0,0,55,0.044715447,0.048780488,375,0.087822014,1015,0.237704918,3094
queenswood_heights_3095,10020,0.239520958,2400,45,47.2,685,0.252302026,885,0.088323353,48640,53100,15.4,47000,53150,11.9,470,0.046906188,135,0.077809798,250,0.042480884,85,0.035490605,885,2.4,3530,0.853688029,0.147521161,0.071078431,290,3.9,1280,1376,605,5.8,25.6,1300,1415,2.7,0.151658768,480,0.151658768,1.6,110000,130000,79200,230,0.022954092,0.003493014,35,0.02994012,300,0.014471058,145,0.013972056,140,0,0,0.160179641,1605,0.016467066,165,0.013972056,0.123893805,140,0.174650699,1750,0.585946574,5045,0.082259663,415,330,0.063157895,4900,0.937799043,3715,0.711004785,1755,1755,545,545,2385,0.832460733,230,0.080279232,115,0.040139616,15,0.005235602,125,0.043630017,0.062827225,985,0.098303393,2540,0.253493014,3095
rideaucrest_davidson_heights_3097,14305,0.098566935,1410,38.1,40,990,0.182152714,700,0.048933939,52200,62250,10.4,50480,62700,6.2,690,0.048234883,200,0.061255743,365,0.037882719,130,0.092198582,695,3,3935,0.836344315,0.163655685,0.069742489,325,4.9,1660,1692,765,2.6,18.5,1900,1904,3.2,0.145341615,585,0.145341615,1.9,135000,147000,91600,25,0.001747641,0.020971688,300,0.018524991,265,0.012583013,180,0.00559245,80,0,0,0.304788535,4360,0.029010835,415,0.044040545,0.165571616,630,0.426424327,6100,0.716018402,8560,0.09521028,815,435,0.055343511,7420,0.944020356,6280,0.798982188,3395,3395,570,570,3645,0.841801386,355,0.081986143,200,0.046189376,10,0.002309469,115,0.026558891,0.048498845,2690,0.188046138,685,0.047885355,3097
riverside_park_mooneys_bay_3098,4545,0.217821782,990,43.2,41.6,265,0.222689076,705,0.155115512,46680,51350,17,43880,50520,12.6,630,0.138613861,145,0.194630872,350,0.12455516,140,0.140703518,700,2.2,1085,0.530562347,0.469437653,0.199488491,390,7.5,1060,1404,960,2.1,34.8,1260,1364,2.8,0.155462185,185,0.155462185,1.7,107800,120000,72000,60,0.01320132,0.02090209,95,0.0330033,150,0.01540154,70,0.01760176,80,0,0,0.335533553,1525,0.093509351,425,0.130913091,0.470355731,595,0.331133113,1505,0.607188703,2365,0.137420719,325,195,0.079591837,2255,0.920408163,1795,0.732653061,830,830,205,205,850,0.708333333,225,0.1875,65,0.054166667,20,0.016666667,35,0.029166667,0.058333333,455,0.100110011,355,0.078107811,3098
riverside_park_south_revelstoke_3099,2930,0.267918089,785,45.9,47.2,135,0.162650602,240,0.081911263,68300,82200,9.2,59000,71300,8.8,95,0.032423208,0,0,55,0.03343465,20,0.025316456,245,2.5,1085,0.935344828,0.068965517,0.052401747,60,3.7,1230,1668,75,0,26.7,1900,1750,2.8,0.106741573,95,0.106741573,1.7,163200,162000,96000,25,0.008532423,0.005119454,15,0.018771331,55,0.005119454,15,0.006825939,20,0.005119454,15,0.177474403,520,0.010238908,30,0.015358362,0.142857143,45,0.14334471,420,0.583501006,1450,0.072413793,105,25,0.018181818,1350,0.981818182,1145,0.832727273,695,695,120,120,520,0.79389313,70,0.106870229,25,0.038167939,10,0.015267176,30,0.045801527,0.022900763,315,0.107508532,250,0.085324232,3099
riverside_south_leitrim_3100,19055,0.094463395,1800,35.8,36.4,1250,0.176678445,1045,0.054841249,61900,75400,8.7,56750,69800,5.6,860,0.045132511,270,0.052478134,465,0.038398018,130,0.072022161,1045,2.9,5665,0.874228395,0.12654321,0.054815975,350,4.3,1940,1922,815,0,15.3,2120,2032,3.2,0.130755064,710,0.130755064,1.9,146800,144000,100800,75,0.003934942,0.021773347,415,0.022041459,420,0.010233535,195,0.010495933,200,0,0,0.280503805,5345,0.038834951,740,0.041458935,0.164754953,790,0.370768827,7065,0.748731823,11070,0.084462511,935,300,0.028288543,10305,0.971711457,8945,0.843470061,4755,4755,820,820,4770,0.893258427,225,0.042134831,90,0.016853933,15,0.002808989,235,0.044007491,0.041198502,2380,0.124901601,1200,0.062959077,3100
riverview_3101,12725,0.191355599,2435,40.5,35.2,870,0.325842697,2340,0.18388998,45080,50560,16.1,41280,48240,11.7,2270,0.178388998,425,0.22972973,1460,0.172985782,390,0.160164271,2345,2.1,2285,0.375513558,0.624486442,0.168421053,960,5.1,1460,1526,3795,13,24.4,1300,1320,2.7,0.173553719,525,0.173553719,1.8,103100,114000,72000,340,0.026719057,0.018074656,230,0.023182711,295,0.01021611,130,0.01021611,130,7.86E-04,10,0.306876228,3905,0.080550098,1025,0.076620825,0.290611028,975,0.447937132,5700,0.622818792,6960,0.118534483,825,405,0.060902256,6245,0.939097744,5215,0.784210526,2430,2430,510,510,2170,0.588873813,860,0.233378562,395,0.107191316,120,0.03256445,135,0.036635007,0.042062415,2090,0.164243615,1545,0.121414538,3101
rockcliffe_park_3102,1645,0.234042553,385,44.5,50,75,0.12195122,70,0.042553191,121800,186400,2.6,132000,202000,1.6,80,0.048632219,40,0.117647059,40,0.043478261,0,0,65,3,540,0.972972973,0.027027027,0,0,0,3000,3720,0,NA,NA,NA,NA,3.2,0.091836735,45,0.091836735,2.2,307000,286000,120000,0,0,0,0,0.018237082,30,0,0,0.009118541,15,0,0,0.212765957,350,0.006079027,10,0.006079027,0.052631579,10,0.176291793,290,0.571428571,800,0.05625,45,0,0,720,1,660,0.916666667,365,365,35,35,310,0.861111111,0,0,20,0.055555556,0,0,25,0.069444444,0,300,0.182370821,65,0.039513678,3102
rothwell_heights_beacon_hill_north_3103,10525,0.233254157,2455,43.8,46,860,0.246418338,840,0.079809976,56800,66100,13.1,55050,66800,9.5,505,0.047980998,165,0.076212471,270,0.045685279,70,0.028513238,840,2.6,3335,0.83375,0.165,0.067173638,265,4.4,1240,1576,665,0,19.5,1520,1564,3,0.178571429,550,0.178571429,1.8,134800,148000,86000,170,0.016144349,0.004273504,45,0.027553444,290,0.016152019,170,0.009976247,105,0,0,0.247030879,2600,0.031828979,335,0.042755344,0.22556391,450,0.249881235,2630,0.58399546,5145,0.114674441,590,260,0.052261307,4715,0.947738693,4020,0.808040201,2115,2115,305,305,1920,0.795031056,245,0.101449275,120,0.049689441,35,0.014492754,85,0.035196687,0.037267081,1380,0.13111639,1735,0.164767331,3103
sandy_hill_3104,13390,0.120612397,1615,36.5,29.8,700,0.357142857,3690,0.27557879,45480,51850,13.8,40720,49240,8,3065,0.228987673,390,0.284671533,2385,0.229326923,290,0.179566563,3690,1.8,1845,0.249155976,0.750844024,0.157698057,1055,2.6,1780,1914,5560,12.1,20.3,1340,1406,2.6,0.18875502,470,0.18875502,1.7,108200,136000,67200,365,0.027269331,0.009712365,130,0.028389989,380,0.011206575,150,0.015315652,205,0,0,0.240194247,3215,0.050803138,680,0.054518297,0.27037037,730,0.337317893,4515,0.69183922,8520,0.17370892,1480,345,0.050364964,6505,0.949635036,5715,0.834306569,3370,3370,495,495,1395,0.383768913,875,0.240715268,1025,0.281980743,200,0.055020633,145,0.039889959,0.052269601,3845,0.287154593,2370,0.177063877,3104
south_keys_3105,2700,0.240740741,650,43.9,42,175,0.286885246,395,0.146296296,42000,42120,21.1,39160,42560,14.4,300,0.111111111,70,0.184210526,195,0.116766467,30,0.046153846,390,2.3,895,0.764957265,0.235042735,0.135135135,150,10.3,970,1300,270,0,23.4,1590,1560,2.7,0.169117647,115,0.169117647,1.9,99400,114000,92000,10,0.003703704,0.007407407,20,0.018518519,50,0.007407407,20,0.003703704,10,0.005555556,15,0.285185185,770,0.083333333,225,0.064814815,0.299145299,175,0.35,945,0.574112735,1375,0.174545455,240,70,0.055555556,1190,0.944444444,875,0.694444444,420,420,110,110,465,0.64137931,150,0.206896552,60,0.082758621,15,0.020689655,30,0.04137931,0.068965517,480,0.177777778,160,0.059259259,3105
stittsville_3106,21985,0.169433705,3725,40.9,43.2,1145,0.148797921,1240,0.056402092,59400,71200,9.5,56950,69900,7.1,505,0.022975432,115,0.022308438,245,0.018695155,145,0.038978495,1240,2.8,7095,0.911368015,0.087989724,0.038411458,295,2.9,1680,1766,685,4.4,13.5,2040,2224,3.1,0.107551487,705,0.107551487,1.9,142800,157000,99600,30,0.001364877,0.005232029,115,0.025250227,555,0.012966333,285,0.012056415,265,0,0,0.156960874,3450,0.023430391,515,0.013645668,0.12145749,300,0.142402184,3130,0.666666667,11880,0.085858586,1020,380,0.033928571,10815,0.965625,9230,0.824107143,5035,5035,860,860,5225,0.900862069,245,0.042241379,155,0.026724138,45,0.007758621,130,0.022413793,0.049137931,2895,0.131680691,655,0.029799818,3106
stittsville_east_3107,10525,0.065558195,690,32.2,32,675,0.184174625,445,0.042280285,54600,64200,10,51400,63150,6.1,520,0.049406176,220,0.076388889,270,0.038793103,35,0.050724638,450,3,2630,0.74084507,0.26056338,0.06312769,220,3.8,2160,2108,920,0,13.7,2200,2108,3.1,0.125407166,385,0.125407166,1.8,123300,127000,81600,25,0.002374169,0.036087369,380,0.019477435,205,0.010451306,110,0.008551069,90,0,0,0.401425178,4225,0.121615202,1280,0.054631829,0.142679901,575,0.526365796,5540,0.780625,6245,0.09367494,585,190,0.030254777,6090,0.969745223,5215,0.830414013,2820,2820,425,425,2465,0.888288288,150,0.054054054,75,0.027027027,15,0.005405405,75,0.027027027,0.054054054,1030,0.097862233,485,0.046058879,3107
stittsville_north_3108,12710,0.097560976,1240,35.9,36.4,720,0.161616162,860,0.067663257,56850,68500,9.1,54600,67600,5.9,595,0.046813533,200,0.059347181,290,0.035802469,100,0.08097166,865,2.8,3705,0.809836066,0.189071038,0.053932584,240,3.3,1940,1940,870,0,15.7,2180,2308,3.1,0.12431694,455,0.12431694,1.8,130400,135000,94000,20,0.001572945,0.012583563,160,0.022029898,280,0.01140834,145,0.007867821,100,0,0,0.252950433,3215,0.058615264,745,0.032258065,0.143106457,410,0.302517703,3845,0.748979592,7340,0.083787466,615,250,0.034650035,6965,0.965349965,5900,0.817740818,3315,3315,445,445,2950,0.871491876,165,0.048744461,120,0.035450517,30,0.008862629,125,0.036927622,0.056129985,1355,0.106608969,405,0.031852143,3108
stonebridge_half_moon_bay_3109,27255,0.086956522,2370,34.3,34.8,1515,0.144768275,1380,0.050632911,55350,66100,10.5,52950,65800,6.3,1585,0.058154467,600,0.074487896,830,0.049331352,155,0.065263158,1380,3.1,7225,0.808165548,0.191834452,0.064979873,565,4.4,2020,2050,1710,0,15.6,2080,2036,3.3,0.125661376,950,0.125661376,1.9,130000,136000,83600,155,0.00568703,0.027701339,755,0.015226564,415,0.005136672,140,0.008805724,240,0,0,0.365070629,9950,0.068611264,1870,0.044212071,0.129639591,1205,0.532929738,14525,0.726362082,14865,0.091153717,1355,470,0.031778229,14320,0.968221771,12270,0.829614604,6435,6435,1010,1010,6100,0.87517934,515,0.073888092,115,0.016499283,40,0.005738881,195,0.027977044,0.06384505,3300,0.121078701,1295,0.047514218,3109
trend_arlington_3110,4780,0.228033473,1090,43.8,45.2,305,0.211805556,400,0.083682008,55750,63900,13.3,52550,62150,10,195,0.040837696,40,0.043478261,120,0.043399638,35,0.032110092,400,2.5,1460,0.774535809,0.225464191,0.078590786,145,2.4,1150,1474,425,0,26.8,1450,1445,2.8,0.146757679,215,0.146757679,1.7,128800,159000,85000,15,0.003138075,0.016736402,80,0.023012552,110,0.017782427,85,0.005230126,25,0,0,0.251046025,1200,0.031380753,150,0.046025105,0.268292683,220,0.205020921,980,0.611041405,2435,0.112936345,275,155,0.064583333,2240,0.933333333,1885,0.785416667,1015,1015,170,170,915,0.799126638,130,0.113537118,50,0.043668122,10,0.008733624,40,0.034934498,0.052401747,490,0.10251046,170,0.035564854,3110
vanier_north_3111,10290,0.162779397,1675,41.1,38.8,895,0.43872549,2510,0.243926142,45640,51400,17.4,42080,50200,12.6,1775,0.172581429,380,0.250825083,1170,0.164788732,220,0.131343284,2505,1.9,1950,0.353581142,0.646418858,0.216572505,1150,6,1600,1614,3560,8.6,30.5,1140,1197,2.6,0.253438114,645,0.253438114,1.6,92100,97000,63400,460,0.044703596,0.008260447,85,0.067087992,690,0.033543996,345,0.020904229,215,0.008750608,90,0.191054934,1965,0.050072922,515,0.039844509,0.251533742,410,0.24647545,2535,0.641982183,5765,0.108412836,625,725,0.115629984,5545,0.884370016,4395,0.700956938,2005,2005,585,585,1970,0.635483871,550,0.177419355,380,0.122580645,110,0.035483871,105,0.033870968,0.067741935,1030,0.100097182,2685,0.260932945,3111
vanier_south_3112,7085,0.228652082,1620,44.9,44,535,0.461206897,2060,0.290755116,37600,38080,26.8,34080,38120,19.6,1560,0.220028209,240,0.298136646,930,0.199143469,390,0.241486068,2055,1.8,1075,0.26875,0.73125,0.286085826,1100,13.4,1090,1332,2920,11.3,34.5,1100,1132,2.5,0.255737705,390,0.255737705,1.6,76100,85000,58200,415,0.058574453,0.017642908,125,0.055007052,390,0.033850494,240,0.014809591,105,0.005641749,40,0.259520451,1840,0.096614951,685,0.072688779,0.326984127,515,0.332863188,2360,0.574980575,3700,0.158108108,585,545,0.135235732,3485,0.864764268,2535,0.629032258,985,985,360,360,1270,0.600472813,460,0.21749409,255,0.120567376,40,0.01891253,90,0.042553191,0.056737589,785,0.110797459,1965,0.277346507,3112
vars_3113,2820,0.163120567,460,42.7,46,130,0.153846154,170,0.060283688,50360,57350,12.2,47760,57850,9.1,130,0.046017699,0,0,70,0.038043478,50,0.10989011,170,2.7,980,0.924528302,0.075471698,0.058823529,60,4.2,1410,1564,80,0,33.3,1100,1200,2.8,0.101123596,90,0.101123596,1.7,121800,144000,70000,95,0.033628319,0,0,0.063716814,180,0.031858407,90,0.028318584,80,0,0,0.046017699,130,0.003539823,10,0.007092199,0.222222222,20,0.019469027,55,0.664596273,1605,0.049844237,80,145,0.089506173,1475,0.910493827,1075,0.663580247,480,480,220,220,955,0.918269231,15,0.014423077,45,0.043269231,0,0,25,0.024038462,0.048076923,330,0.117021277,1145,0.405309735,3113
waterridge_village_3114,2550,0.137254902,350,37.9,35.6,225,0.306122449,370,0.145098039,50880,60500,14.6,48200,60150,10.2,320,0.125736739,75,0.142857143,210,0.125373134,35,0.1,375,2.3,470,0.421524664,0.569506726,0.118721461,130,0,2140,2270,640,34.4,20.6,1250,1268,2.9,0.236641221,155,0.236641221,1.7,113800,136000,67000,110,0.043222004,0.017681729,45,0.021611002,55,0.013752456,35,0.007858546,20,0,0,0.341846758,870,0.05108055,130,0.1,0.333333333,255,0.465618861,1185,0.647482014,1350,0.07037037,95,105,0.072413793,1345,0.927586207,1160,0.8,515,515,90,90,560,0.756756757,95,0.128378378,55,0.074324324,10,0.013513514,25,0.033783784,0.047297297,290,0.11372549,670,0.263261297,3114
west_centretown_3115,8350,0.158083832,1320,40.4,36.4,445,0.333333333,2450,0.293413174,44560,52800,17.4,40040,48960,12,1915,0.229341317,230,0.238341969,1070,0.17671346,615,0.464150943,2450,1.8,1150,0.242360379,0.75658588,0.214994487,975,8.3,1550,1652,3595,22.8,26,1160,1261,2.5,0.178861789,330,0.178861789,1.6,98100,124000,58800,50,0.005991612,0.051527861,430,0.036526946,305,0.019161677,160,0.008982036,75,0.005389222,45,0.244311377,2040,0.036526946,305,0.064071856,0.313782991,535,0.319161677,2665,0.672218521,5045,0.125867195,635,520,0.101463415,4600,0.897560976,3805,0.742439024,2150,2150,390,390,1090,0.481236203,470,0.207505519,515,0.227373068,110,0.048565121,80,0.035320088,0.072847682,1060,0.126946108,585,0.070101857,3115
westboro_3116,12095,0.209177346,2530,43.5,42.8,605,0.231357553,2740,0.226539893,64700,83500,9.2,62600,80700,7,1375,0.11368334,190,0.098191214,670,0.087753766,510,0.201980198,2745,1.9,2885,0.461969576,0.536429143,0.122213047,740,3.5,1860,2108,3355,21.6,20,1300,1414,2.7,0.128440367,420,0.128440367,1.7,144600,162000,87600,110,0.009094667,0.014055395,170,0.021496486,260,0.009508061,115,0.010748243,130,0,0,0.201736255,2440,0.033484911,405,0.034311699,0.224932249,415,0.205870194,2490,0.653090561,6815,0.078503302,535,265,0.03804738,6700,0.96195262,6040,0.867193108,3545,3545,285,285,1835,0.678373383,355,0.131238447,320,0.118299445,85,0.03142329,110,0.040665434,0.040665434,940,0.077718065,625,0.051674246,3116
whitehaven_woodpark_glabar_park_3117,10805,0.287829708,3110,47.7,50.4,550,0.227272727,2340,0.216566404,53600,62300,14.7,51300,62850,11.2,1125,0.104118464,100,0.062893082,660,0.10801964,365,0.117552335,2345,2,3060,0.567717996,0.432282004,0.15699334,825,6.4,1220,1578,2325,14.6,28.3,1150,1229,2.7,0.14516129,405,0.14516129,1.7,124700,149000,80400,25,0.002312673,0.011100833,120,0.023600185,255,0.011105969,120,0.010180472,110,0,0,0.219342897,2370,0.035631652,385,0.034706155,0.220588235,375,0.201295696,2175,0.558482613,5300,0.099056604,525,395,0.074952562,4875,0.925047438,4025,0.763757116,2085,2085,385,385,1870,0.700374532,465,0.174157303,195,0.073033708,25,0.009363296,120,0.04494382,0.06928839,1115,0.103192966,435,0.040240518,3117
