name,total_population,percent_of_pop_that_are_seniors_65,number_of_seniors_65,average_age_of_the_population,median_age_of_the_population,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_pop_living_alone,percent_of_pop_living_alone,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,number_of_pop_living_alone_i_e_1_person_household,average_household_size,number_of_owner_households,percent_of_owner_households,percent_of_renter_households,percent_of_households_living_in_core_housing_need,number_of_households_living_in_core_housing_need,percent_of_owner_households_in_core_housing_need,median_monthly_shelter_costs_for_owned_dwellings,average_monthly_shelter_costs_for_owned_dwellings,number_of_tenant_households,percent_of_tenant_households_living_in_subsidized_housing,percent_of_renter_households_in_core_housing_need,median_monthly_shelter_costs_for_rented_dwellings,average_monthly_shelter_costs_for_rented_dwellings,average_size_of_census_families,percent_of_census_families_that_are_one_parent_families,number_of_one_parent_families,percent_of_all_census_families_that_are_one_parent_families,average_number_of_children_in_census_families_with_children,average_after_tax_income_of_all_economic_families,average_after_tax_income_of_couple_with_children_economic_families,average_after_tax_income_of_one_parent_economic_families,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_pop_with_knowledge_of_neither_english_nor_french,number_of_people_with_knowledge_of_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_immigrants,number_of_immigrants,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,number_of_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,number_of_refugees,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,percent_in_the_labour_force_participation_rate,number_of_pop_in_labour_force,unemployment_rate,number_of_pop_unemployed,number_of_people_age_25_64_w_no_high_school_diploma_or_equivalent,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_youth_age_15_24,percent_of_of_pop_that_are_youth_age_15_24,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,ONS_ID
chapman_mills_3027,12205,0.088897993,1085,35.4,34.8,715,0.148186528,510,0.041786153,47560,54650,13.6,44680,55000,7.8,790,0.064754098,240,0.074188563,405,0.051330798,150,0.138888889,505,3.2,2720,0.71957672,0.279100529,0.093369418,345,5.2,1760,1768,1060,0,19.9,1940,1908,3.3,0.13740458,450,0.13740458,2,119600,129000,88400,75,0.006145023,0.041376485,505,0.010245902,125,0.004098361,50,0.004918033,60,0.001229508,15,0.436885246,5330,0.078278689,955,0.072101598,0.175473579,880,0.627459016,7655,0.707571802,6775,0.109225092,740,370,0.055597295,6285,0.944402705,5335,0.801652893,2510,2510,575,575,3005,0.858571429,335,0.095714286,75,0.021428571,10,0.002857143,70,0.02,0.051428571,1835,0.150348218,660,0.054076198,3027
city_view_3028,6325,0.154940711,980,38.2,31.8,390,0.266211604,565,0.089328063,43520,48360,15.9,39480,46320,10.9,770,0.121835443,175,0.180412371,510,0.116571429,90,0.091836735,565,2.7,1190,0.501052632,0.503157895,0.130530973,295,6.9,950,1520,1190,2.9,20,1620,1640,2.8,0.184931507,270,0.184931507,1.7,112900,138000,75000,0,0,0.008695652,55,0.037974684,240,0.021360759,135,0.012658228,80,0.003164557,20,0.200949367,1270,0.047468354,300,0.017391304,0.117647059,110,0.367088608,2320,0.665154265,3665,0.09686221,355,250,0.078125,2945,0.9203125,2305,0.7203125,1025,1025,480,480,1480,0.649122807,645,0.282894737,85,0.037280702,30,0.013157895,40,0.01754386,0.085526316,1330,0.21027668,305,0.048221344,3028
civic_hospital_3029,5575,0.160538117,895,40.8,40.4,215,0.155797101,820,0.147085202,74400,96900,6.6,67400,88400,4.8,490,0.087892377,80,0.078431373,395,0.107923497,15,0.016666667,820,2.2,1655,0.654150198,0.345849802,0.081761006,195,3.4,1720,1992,875,3.4,19,1520,1648,2.8,0.091205212,140,0.091205212,1.8,174000,186000,78000,10,0.001792115,0.001792115,10,0.014349776,80,0.006278027,35,0.004484305,25,0,0,0.160538117,895,0.01793722,100,0.016143498,0.135338346,90,0.206278027,1150,0.671563484,3200,0.0859375,275,55,0.017741935,3040,0.980645161,2745,0.885483871,1665,1665,105,105,755,0.611336032,125,0.101214575,225,0.182186235,70,0.056680162,70,0.056680162,0.032388664,765,0.137219731,290,0.051971326,3029
colonnade_business_park_3030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030
constance_bay_3031,2200,0.179545455,395,44.8,48.8,170,0.306306306,295,0.134090909,49880,58200,13.8,49120,58350,9.6,185,0.084090909,30,0.083333333,120,0.083044983,35,0.08974359,290,2.2,875,0.888324873,0.106598985,0.09947644,95,7.6,1260,1348,110,0,33.3,970,1120,2.7,0.165413534,110,0.165413534,1.6,112000,127000,73000,10,0.004545455,0,0,0.070454545,155,0.020454545,45,0.047727273,105,0,0,0.077272727,170,0.006818182,15,0.011363636,0.238095238,25,0.022727273,50,0.664041995,1265,0.138339921,175,150,0.11627907,1140,0.88372093,810,0.627906977,365,365,215,215,690,0.958333333,0,0,15,0.020833333,0,0,20,0.027777778,0.090277778,220,0.1,40,0.018181818,3031
convent_glen_orleans_woods_3032,14400,0.242361111,3490,44.2,46,1095,0.255841121,1370,0.095138889,51900,56850,14.7,50160,57300,11,595,0.041319444,135,0.048736462,295,0.036218539,170,0.048780488,1370,2.5,4915,0.837308348,0.162691652,0.087931034,510,4,1240,1400,960,6.8,33.2,1510,1504,2.8,0.17114094,765,0.17114094,1.7,118400,139000,88400,330,0.022916667,0.004513889,65,0.029166667,420,0.0125,180,0.014583333,210,0.001736111,25,0.167013889,2405,0.023263889,335,0.019444444,0.167664671,280,0.188194444,2710,0.586447639,7140,0.103641457,740,400,0.055749129,6780,0.944947735,5440,0.758188153,2675,2675,580,580,2935,0.791105121,445,0.119946092,170,0.045822102,30,0.008086253,120,0.032345013,0.055256065,1510,0.104861111,3245,0.225347222,3032
corkery_3033,3825,0.137254902,525,40.9,44,145,0.114624506,110,0.02875817,57400,69200,9.8,57600,70800,6.5,130,0.033942559,30,0.035714286,70,0.028397566,25,0.048076923,115,3,1240,0.97254902,0.02745098,0.04,50,3.3,1640,1756,35,0,0,NA,1200,3,0.090909091,110,0.090909091,1.8,144000,153000,100000,10,0.002614379,0.002614379,10,0.027415144,105,0.019582245,75,0.007832898,30,0,0,0.108355091,415,0.003916449,15,0.014379085,0.215686275,55,0.080939948,310,0.713153724,2250,0.057777778,130,65,0.030023095,2100,0.969976905,1640,0.757505774,925,925,270,270,1105,0.928571429,25,0.021008403,10,0.008403361,10,0.008403361,35,0.029411765,0.079831933,465,0.121568627,145,0.037908497,3033
craig_henry_manordale_3034,8670,0.183967705,1595,40.3,39.2,820,0.27749577,625,0.072087659,45840,50280,18.1,43640,50760,13.2,880,0.101557992,345,0.185483871,455,0.087415946,80,0.05,625,2.8,1990,0.637820513,0.360576923,0.120915033,370,4.8,950,1330,1125,8.4,25.5,1620,1580,3.1,0.201284797,470,0.201284797,2,111100,118000,76000,95,0.010963647,0.017888055,155,0.025389498,220,0.012117715,105,0.010386613,90,0.001731102,15,0.293710329,2545,0.095787651,830,0.108419839,0.457420925,940,0.342181189,2965,0.607843137,4340,0.1140553,495,455,0.106060606,3835,0.893939394,2940,0.685314685,1455,1455,510,510,1850,0.775681342,355,0.14884696,65,0.027253669,15,0.006289308,100,0.041928721,0.033542977,1250,0.144175317,340,0.039238315,3034
crestview_tanglewood_3035,8275,0.18489426,1530,41.5,39.2,565,0.234927235,755,0.091238671,44400,46520,18.1,41640,47240,12.6,475,0.057401813,120,0.078688525,290,0.055555556,60,0.039215686,755,2.6,2210,0.701587302,0.296825397,0.085760518,265,5.1,1050,1364,935,0,17.4,1600,1592,3,0.165116279,355,0.165116279,1.9,106300,121000,85600,25,0.003021148,0.012084592,100,0.024183797,200,0.012091898,100,0.005441354,45,0.004232164,35,0.247883918,2050,0.046553809,385,0.056797583,0.328671329,470,0.272067715,2250,0.638373752,4475,0.120670391,540,365,0.082672707,4055,0.918459796,3015,0.682899207,1405,1405,520,520,1975,0.780632411,355,0.140316206,130,0.051383399,25,0.009881423,40,0.015810277,0.043478261,1060,0.128096677,320,0.038670695,3035
crystal_bay_lakeview_park_3036,3965,0.250945776,995,46,48.8,210,0.202898551,355,0.089533417,59100,71100,10.6,58350,70300,8.2,170,0.042875158,50,0.073529412,90,0.03930131,30,0.03030303,355,2.5,1350,0.835913313,0.164086687,0.062893082,100,3.3,1070,1532,265,0,20.4,1780,1820,2.7,0.111111111,135,0.111111111,1.7,135600,157000,112000,10,0.002522068,0.002522068,10,0.034047919,135,0.021437579,85,0.010088272,40,0,0,0.201765448,800,0.011349306,45,0.017654477,0.127272727,70,0.133669609,530,0.577092511,1965,0.083969466,165,110,0.054054054,1925,0.945945946,1700,0.835380835,890,890,135,135,710,0.797752809,60,0.06741573,50,0.056179775,20,0.02247191,50,0.056179775,0.016853933,385,0.097099622,185,0.04665826,3036
cumberland_3037,4405,0.212258797,935,45.3,49.6,185,0.141762452,225,0.05107832,56750,67900,11.2,55700,68500,8.1,135,0.030646992,0,0,90,0.03364486,30,0.031914894,220,2.7,1480,0.916408669,0.083591331,0.038461538,60,2.4,1450,1758,140,0,16,1290,1280,2.8,0.101754386,145,0.101754386,1.7,141800,162000,104000,80,0.01814059,0.003401361,15,0.031782066,140,0.017026107,75,0.013620885,60,0,0,0.098751419,435,0,0,0.007945516,0.120689655,35,0.054483541,240,0.634210526,2410,0.062240664,150,130,0.055319149,2215,0.942553191,1735,0.738297872,905,905,290,290,1240,0.918518519,45,0.033333333,20,0.014814815,0,0,40,0.02962963,0.033333333,510,0.115777526,1420,0.321995465,3037
dunrobin_3038,5755,0.177237185,1020,42.5,46.4,150,0.079575597,270,0.046915725,61850,77200,8.6,61550,79900,6.1,120,0.020833333,0,0,80,0.023021583,35,0.034313725,270,2.9,1920,0.952853598,0.047146402,0.038265306,75,3.5,1640,1886,100,0,0,1760,2120,3,0.045584046,80,0.045584046,1.9,154200,162000,132000,20,0.003472222,0.003472222,20,0.0234375,135,0.009548611,55,0.009548611,55,0,0,0.1640625,945,0.021701389,125,0.013032146,0.101351351,75,0.125868056,725,0.647739222,3080,0.073051948,225,110,0.036423841,2910,0.963576159,2360,0.781456954,1405,1405,315,315,1370,0.951388889,25,0.017361111,15,0.010416667,0,0,25,0.017361111,0.048611111,715,0.124239791,205,0.035590278,3038
edwards_carlsbad_springs_3039,2950,0.218644068,645,46.2,50.8,190,0.2375,250,0.084745763,46560,51450,16.4,46320,53800,11.8,145,0.049069374,0,0,100,0.054495913,35,0.053846154,255,2.4,1045,0.860082305,0.139917695,0.072649573,85,4.5,1130,1376,170,0,27.3,1250,1320,2.7,0.145945946,135,0.145945946,1.6,110000,131000,84000,40,0.013559322,0.008474576,25,0.042301184,125,0.013536379,40,0.027072758,80,0,0,0.089678511,265,0,0,0.018644068,0.379310345,55,0.054145516,160,0.629126214,1620,0.074074074,120,220,0.13253012,1440,0.86746988,965,0.581325301,450,450,330,330,975,0.9375,15,0.014423077,35,0.033653846,0,0,20,0.019230769,0.014423077,265,0.089830508,455,0.154237288,3039
elmvale_canterbury_3040,8175,0.2,1635,43.2,43.6,590,0.268181818,1085,0.132721713,48240,52000,16.6,45160,51300,12.3,680,0.083180428,135,0.095070423,385,0.075195313,165,0.100609756,1085,2.3,2030,0.564673157,0.435326843,0.141242938,500,4,1190,1376,1565,6.1,27.5,1300,1358,2.8,0.176972281,415,0.176972281,1.7,108700,112000,82400,115,0.014067278,0.013455657,110,0.027522936,225,0.017125382,140,0.009174312,75,0,0,0.234862385,1920,0.043425076,355,0.056880734,0.312080537,465,0.275840979,2255,0.627240143,4375,0.117714286,515,325,0.072302558,4170,0.927697442,3340,0.743047831,1700,1700,295,295,1545,0.715277778,245,0.113425926,230,0.106481481,45,0.020833333,90,0.041666667,0.032407407,845,0.103363914,790,0.096636086,3040
emerald_woods_sawmill_creek_3041,5610,0.173796791,975,39.4,37.2,530,0.263027295,595,0.106060606,37280,38200,28.2,33880,38880,20.3,1190,0.212121212,470,0.376,570,0.168639053,150,0.153061224,600,2.7,890,0.425837321,0.574162679,0.281862745,575,12.5,1000,1372,1200,9.2,40.3,1360,1352,3.2,0.20979021,300,0.20979021,2.2,89700,90000,68000,40,0.007130125,0.045454545,255,0.016934046,95,0.013368984,75,0.002673797,15,0,0,0.440285205,2470,0.144385027,810,0.185383244,0.47597254,1040,0.570409982,3200,0.540659341,2460,0.134146341,330,440,0.157989228,2340,0.84021544,1700,0.610412926,650,650,315,315,1005,0.686006826,220,0.150170648,130,0.088737201,15,0.010238908,95,0.064846416,0.054607509,795,0.14171123,350,0.062388592,3041
experimental_farm_3042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042
fallingbrook_3043,18030,0.156683306,2825,41.1,42.8,1285,0.208434712,1005,0.055740433,52900,60950,11.9,51160,60850,8.3,550,0.030504714,135,0.036,250,0.021824531,160,0.056637168,1010,2.8,5970,0.923433875,0.076566125,0.045347928,290,3,1600,1588,495,6.1,22.9,1740,1720,3,0.143904675,785,0.143904675,1.8,128600,141000,89400,470,0.026067665,0.008042152,145,0.02828619,510,0.012756517,230,0.013311148,240,0.001663894,30,0.195507488,3525,0.027454243,495,0.027731559,0.179856115,500,0.247088186,4455,0.660892738,9920,0.078629032,780,415,0.041961577,9475,0.958038423,7295,0.737613751,4025,4025,780,780,4235,0.831207066,550,0.10794897,135,0.026496565,25,0.004906771,145,0.028459274,0.065750736,2300,0.127565169,4570,0.253466445,3043
findlay_creek_3044,14240,0.068469101,975,33.4,32.8,970,0.163989856,615,0.043188202,51250,59000,12.1,48320,58500,7.6,870,0.061095506,300,0.073349633,480,0.052316076,90,0.092783505,620,3.2,3840,0.874715262,0.125284738,0.087962963,380,7,2080,2072,555,4.5,21.9,2180,2010,3.4,0.134564644,510,0.134564644,2.1,127200,136000,90000,130,0.009129213,0.023525281,335,0.014396067,205,0.009480337,135,0.003511236,50,0.001053371,15,0.39255618,5590,0.064606742,920,0.094101124,0.253068933,1340,0.578300562,8235,0.736817761,7965,0.109855618,875,515,0.065983344,7285,0.933376041,6070,0.777706598,3020,3020,600,600,3555,0.879950495,215,0.053217822,95,0.023514851,10,0.002475248,160,0.03960396,0.037128713,2035,0.142907303,1070,0.075140449,3044
fisher_heights_3045,4380,0.192922374,845,41.4,38.8,305,0.244,425,0.097031963,49920,54750,15,47240,54250,11.3,460,0.105022831,165,0.194117647,250,0.092936803,55,0.06547619,420,2.6,1085,0.632653061,0.370262391,0.110778443,185,5.1,990,1432,635,4.7,21.7,1570,1690,2.9,0.146443515,175,0.146443515,1.8,114200,135000,72500,0,0,0.015981735,70,0.017123288,75,0.010273973,45,0.005707763,25,0,0,0.252283105,1105,0.042237443,185,0.057077626,0.318471338,250,0.345890411,1515,0.627906977,2295,0.078431373,180,160,0.070175439,2125,0.932017544,1705,0.747807018,915,915,170,170,970,0.818565401,110,0.092827004,65,0.054852321,15,0.012658228,20,0.016877637,0.033755274,530,0.121004566,115,0.026255708,3045
fitzroy_3046,3985,0.21706399,865,44.8,49.6,155,0.144859813,290,0.072772898,55600,66000,12.1,54450,69000,8.6,205,0.051442911,0,0,105,0.043209877,90,0.104046243,295,2.5,1490,0.93125,0.06875,0.082236842,125,6,1380,1428,105,0,33.3,1280,1200,2.7,0.103846154,135,0.103846154,1.7,131200,143000,80000,0,0,0.003768844,15,0.031367629,125,0.015056462,60,0.016311167,65,0,0,0.070263488,280,0.007528231,30,0,0,0,0.028858218,115,0.637426901,2180,0.075688073,165,150,0.069284065,2015,0.930715935,1390,0.642032333,660,660,210,210,1260,0.936802974,0,0,55,0.040892193,0,0,15,0.011152416,0.085501859,395,0.099121706,45,0.011306533,3046
glebe_dows_lake_3047,13255,0.198038476,2625,42.4,41.2,540,0.180602007,2480,0.187099208,66500,87600,7.4,65800,86800,4.9,1010,0.076226415,65,0.032828283,715,0.082706767,225,0.085551331,2485,2.1,3130,0.486780715,0.513219285,0.094931617,590,3.2,1660,2184,3295,3.3,15.8,1430,1584,2.8,0.112554113,390,0.112554113,1.8,159400,198000,95200,60,0.004526594,0.006789891,90,0.016981132,225,0.010943396,145,0.003773585,50,0.001132075,15,0.173584906,2300,0.022641509,300,0.00980762,0.089965398,130,0.142264151,1885,0.689345315,8055,0.098075729,790,160,0.022393282,6990,0.978306508,6430,0.899930021,4005,4005,320,320,1795,0.554012346,285,0.087962963,770,0.237654321,235,0.072530864,155,0.047839506,0.032407407,1905,0.143719351,840,0.063372312,3047
glen_cairn_3048,12270,0.147106764,1805,38.9,38,920,0.23028786,955,0.077832111,48120,52600,14.8,45880,51850,10.9,720,0.058703628,230,0.080843585,375,0.049180328,115,0.063888889,960,2.6,3815,0.816916488,0.184154176,0.066160521,305,4.2,1550,1454,855,8.2,18.1,1640,1520,2.9,0.171703297,625,0.171703297,1.7,107600,116000,81600,80,0.006519967,0.011409943,140,0.032205463,395,0.022013861,270,0.009376274,115,0,0,0.232776192,2855,0.055034651,675,0.038712306,0.191919192,475,0.272727273,3345,0.671106557,6550,0.096183206,630,365,0.052860246,6545,0.947863867,5170,0.748732802,2260,2260,555,555,3170,0.868493151,190,0.052054795,175,0.047945205,15,0.004109589,105,0.028767123,0.047945205,1045,0.085167074,410,0.033414833,3048
greely_3049,10540,0.152751423,1610,41,44,445,0.123955432,420,0.039848197,60600,73900,9.5,58750,73200,6.8,355,0.033681214,90,0.0375,220,0.033690658,50,0.031152648,420,2.9,3350,0.934449093,0.065550907,0.034090909,120,2.4,1780,1920,235,0,15.9,1620,1540,3,0.089783282,290,0.089783282,1.9,151000,166000,89000,35,0.003320683,0.008064516,85,0.029411765,310,0.016129032,170,0.010436433,110,0,0,0.15370019,1620,0.011385199,120,0.023719165,0.20746888,250,0.151802657,1600,0.683411215,5850,0.08034188,470,360,0.06271777,5375,0.93641115,4325,0.753484321,2260,2260,520,520,2895,0.935379645,20,0.006462036,40,0.012924071,25,0.008077544,120,0.038772213,0.032310178,1215,0.115275142,690,0.065464896,3049
greenbelt_east_3050,265,0.132075472,35,43.2,47.6,0,0,20,0.075471698,38400,37200,24.4,36000,38000,14.2,55,0.203703704,0,0,40,0.210526316,0,0,20,2.4,30,0.272727273,0.727272727,0,0,0,1640,1600,75,0,0,1700,1650,2.8,0,0,0,1.8,92000,110000,NA,0,0,0,0,0.074074074,20,0,0,0,0,0,0,0.12962963,35,0.055555556,15,0,0,0,0.185185185,50,0.571428571,140,0.142857143,20,40,0.242424242,130,0.787878788,85,0.515151515,40,40,45,45,70,0.875,0,0,0,0,0,0,10,0.125,0,30,0.113207547,10,0.037037037,3050
greenbelt_west_3051,150,0.166666667,25,44,46.4,0,0,20,0.133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2.6,25,0.454545455,0.545454545,NA,NA,0,NA,2200,25,0,0,NA,1700,3,0,0,0,1.4,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.2,30,0,0,0,0,0,0,0,0.64,80,0.1875,15,30,0.315789474,65,0.684210526,30,0.315789474,35,35,15,15,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3051
greenboro_east_3052,6180,0.120550162,745,39.1,38,600,0.268456376,550,0.088996764,45000,50320,16,42920,50600,10,650,0.105263158,220,0.178137652,340,0.080856124,80,0.108108108,555,2.8,1730,0.770601336,0.229398664,0.110344828,240,6.5,1290,1426,520,24,27.1,1370,1315,3.1,0.211940299,355,0.211940299,1.9,114600,127000,74000,75,0.012145749,0.027530364,170,0.012955466,80,0.008906883,55,0.00242915,15,0,0,0.3951417,2440,0.049392713,305,0.098705502,0.286384977,610,0.566801619,3500,0.682432432,3535,0.113154173,400,295,0.084648494,3195,0.916786227,2520,0.723098996,1185,1185,310,310,1635,0.840616967,140,0.071979434,50,0.025706941,30,0.015424165,90,0.046272494,0.028277635,950,0.153721683,495,0.080161943,3052
greenboro_west_3053,5445,0.141414141,770,38.8,37.6,795,0.388753056,350,0.064279155,43680,46880,19.5,41040,47600,12.4,560,0.102846648,170,0.149779736,305,0.086158192,90,0.116883117,345,2.8,1340,0.683673469,0.316326531,0.108527132,210,6,1430,1486,620,44.4,21.3,1160,1108,3,0.292207792,450,0.292207792,1.9,101500,113000,71600,35,0.006427916,0.014692378,80,0.021120294,115,0.017447199,95,0.002754821,15,0,0,0.359963269,1960,0.033057851,180,0.093663912,0.293948127,510,0.49862259,2715,0.628762542,2820,0.127659574,360,275,0.093378608,2670,0.906621392,2010,0.682512733,885,885,240,240,1235,0.786624204,190,0.121019108,45,0.02866242,45,0.02866242,55,0.035031847,0.041401274,775,0.142332415,440,0.080808081,3053
hawthorn_meadows_sheffield_glen_3054,6765,0.135994087,920,38.6,36.4,720,0.340425532,1160,0.171470806,37400,39240,24.6,34600,39120,16.9,1185,0.175166297,315,0.235955056,705,0.15631929,165,0.178378378,1160,2.3,1105,0.378424658,0.621575342,0.219251337,615,10.7,1380,1456,1815,31.1,28.8,1200,1089,3.1,0.253125,405,0.253125,2,88900,94000,66400,215,0.031781227,0.029563932,200,0.042128603,285,0.022912047,155,0.014781966,100,0.001478197,10,0.375461936,2540,0.095343681,645,0.123429416,0.36784141,835,0.512195122,3465,0.626001781,3515,0.135135135,475,645,0.166882277,3220,0.833117723,2350,0.608020699,755,755,385,385,1545,0.68061674,445,0.196035242,155,0.068281938,65,0.028634361,55,0.024229075,0.068281938,825,0.12195122,975,0.144124169,3054
hintonburg_mechanicsville_3055,10725,0.137529138,1475,39.7,36,555,0.311797753,3245,0.302564103,53800,64100,11.3,49320,60900,7.9,1435,0.133799534,180,0.129496403,865,0.109980928,390,0.265306122,3245,1.7,2085,0.335748792,0.664251208,0.153399668,925,5.3,1720,1812,4125,16.5,20.6,1340,1354,2.5,0.157587549,405,0.157587549,1.6,115600,135000,69600,95,0.008857809,0.015850816,170,0.028438228,305,0.015850816,170,0.007925408,85,0.001864802,20,0.186013986,1995,0.021445221,230,0.033100233,0.219135802,355,0.229370629,2460,0.738307935,7025,0.090391459,635,325,0.045774648,6775,0.954225352,5825,0.820422535,3630,3630,350,350,1450,0.527272727,545,0.198181818,445,0.161818182,180,0.065454545,120,0.043636364,0.045454545,945,0.088111888,705,0.065734266,3055
hunt_club_park_3056,8515,0.146212566,1245,39.7,39.2,1115,0.332339791,560,0.065766295,44800,52550,17.7,42400,51600,11.6,850,0.099882491,295,0.173020528,425,0.076438849,130,0.104,555,2.9,2220,0.755102041,0.244897959,0.118055556,340,7.1,1520,1558,720,47.2,25.7,1220,1172,3.2,0.255813953,605,0.255813953,2,113100,130000,78400,160,0.01879037,0.021139166,180,0.011750881,100,0.004112808,35,0.005875441,50,0,0,0.397179788,3380,0.02173913,185,0.093364651,0.28042328,795,0.564629847,4805,0.631136045,4500,0.14,630,420,0.093126386,4085,0.905764967,3085,0.684035477,1365,1365,385,385,2205,0.889112903,180,0.072580645,60,0.024193548,10,0.004032258,35,0.014112903,0.022177419,1375,0.161479742,765,0.089841456,3056
industrial_east_3057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3057
iris_3058,5690,0.15026362,855,39.4,36,500,0.363636364,795,0.139718805,43160,45640,16.8,26400,44240,12,595,0.10456942,165,0.188571429,380,0.09608091,50,0.058479532,795,2.3,1105,0.441117764,0.558882236,0.151452282,365,2.7,980,1308,1395,8.2,26,1410,1408,2.7,0.211805556,305,0.211805556,1.8,97900,111000,73500,80,0.01407212,0.00703606,40,0.0456942,260,0.029876977,170,0.014059754,80,0,0,0.235500879,1340,0.061511424,350,0.052724077,0.288461538,300,0.32513181,1850,0.680161943,3360,0.132440476,445,245,0.078025478,2890,0.920382166,2290,0.729299363,935,935,375,375,1505,0.76010101,260,0.131313131,140,0.070707071,25,0.012626263,50,0.025252525,0.037878788,945,0.166080844,380,0.066842568,3058
