name,total_population,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24
ottawa_ons2022_manotick_3070_00000_1_7_percent,105,15,0.14285714285714285,34,34.4,0,0,60,74000,60,88000,6.4,66000,80000,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,100,45,0.6923076923076923,0,0,0,0,40,0.8888888888888888,45,1,0,0,10,0.25,0,10,0.09523809523809523,10,0.09523809523809523
ottawa_ons2022_marlborough_3071_00000_2_8_percent,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA
ottawa_ons2022_mc_nab_braeside_3713_00000_3_0_percent,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA
ottawa_ons2022_merivale_gardens_grenfell_glen_pineglen_country_place_3072_00000_1_1_percent,55,0,0,41,42.8,0,0,50,52000,45,72000,9.5,50000,66000,6,0,0,0,0,0,0,0,0,0,0,0,0,1,60,45,0.8181818181818182,0,0,0,0,35,1,35,1,40,0.8888888888888888,0,0,0,10,0.18181818181818182,0,0
ottawa_ons2022_metcalfe_3073_00000_1_7_percent,80,0,0,31.6,25.4,0,0,60,44000,55,50000,14,35000,42000,15,0,0,0,0,0,0,0,0,0,0,0,0,1,80,40,0.6153846153846154,0,0,0,0,35,0.875,25,0.625,0,0,10,0.25,0,15,0.1875,25,0.3125
ottawa_ons2022_mississippi_mills_3405_00000_3_5_percent,110,0,0,34.4,34.4,0,0,80,47000,80,50000,13,46000,52000,6,0,0,0,0,0,0,0,0,0,0,0,0,1,110,65,0.7222222222222222,0,0,0,0,75,1,50,0.6666666666666666,20,0.3076923076923077,0,0,0,20,0.18181818181818182,0,0
ottawa_ons2022_montague_3406_00000_0_5_percent,60,0,0,30,24.4,0,0,45,38000,45,33000,20,28000,26000,10,0,0,0,0,0,0,0,0,0,0,0,0,1,60,25,0.5555555555555556,0,0,0,0,20,0.8,15,0.6,0,0,0,0,0,0,0,15,0.25
ottawa_ons2022_munster_ashton_3075_00000_0_8_percent,35,10,0.2857142857142857,39,37.2,0,0,25,56000,25,60000,16,52000,56000,10,0,0,0,0,0,0,0,0,0,0,0,0,1,35,20,0.6666666666666666,0,0,0,0,15,1,15,1,10,0.5,0,0,0,0,0,0,0
ottawa_ons2022_richmond_3074_00000_1_6_percent,110,10,0.09090909090909091,34,32,0,0,70,40000,60,44000,17,37000,40000,13,0,0,0,0,0,0,0,0,0,0,0,0,1,105,40,0.47058823529411764,0,0,0,0,50,0.9090909090909091,50,0.9090909090909091,10,0.2857142857142857,0,0,0,10,0.09523809523809523,15,0.13636363636363635
ottawa_ons2022_navan_sarsfield_3076_00000_3_3_percent,65,0,0,27.6,17.6,0,0,35,40000,35,40000,10,40000,48000,14,0,0,0,0,0,0,0,0,0,0,0,0,1,70,40,0.8888888888888888,0,0,0,0,35,1,30,0.8571428571428571,15,0.375,0,0,0,35,0.5,10,0.15384615384615385
ottawa_ons2022_new_edinburgh_3077_00000_3_6_percent,155,0,0,29.8,26,20,0.12903225806451613,105,46000,95,53000,8.4,47000,56000,5.6,45,0.2903225806451613,0,0,0,0,0,0,0,0,0,0,1,155,50,0.43478260869565216,0,0,10,0.14285714285714285,60,0.8571428571428571,55,0.7857142857142857,25,0.5,0,0,0,95,0.6129032258064516,35,0.22580645161290322
