ONS_ID,name,value,value_rounded
3045,crime_person_total,29,29
3046,crime_person_total,17,17
3047,crime_person_total,121,121
3048,crime_person_total,84,84
3049,crime_person_total,32,32
3050,crime_person_total,43,43
3051,crime_person_total,18,18
3052,crime_person_total,28,28
3053,crime_person_total,36,36
3054,crime_person_total,83,83
3055,crime_person_total,101,101
3056,crime_person_total,46,46
3057,crime_person_total,42,42
3058,crime_person_total,57,57
3059,crime_person_total,21,21
3060,crime_person_total,65,65
3061,crime_person_total,61,61
3062,crime_person_total,6,6
3063,crime_person_total,52,52
3064,crime_person_total,13,13
3065,crime_person_total,167,167
3066,crime_person_total,10,10
3067,crime_person_total,138,138
3068,crime_person_total,571,571
3069,crime_person_total,67,67
3070,crime_person_total,41,41
3071,crime_person_total,8,8
3072,crime_person_total,6,6
3073,crime_person_total,19,19
3074,crime_person_total,50,50
3075,crime_person_total,11,11
3076,crime_person_total,14,14
3077,crime_person_total,24,24
3078,crime_person_total,16,16
3079,crime_person_total,96,96
3080,crime_person_total,83,83
3081,crime_person_total,76,76
3082,crime_person_total,52,52
3083,crime_person_total,28,28
3084,crime_person_total,3,3
3085,crime_person_total,54,54
3086,crime_person_total,21,21
3087,crime_person_total,342,342
3088,crime_person_total,51,51
3089,crime_person_total,34,34
3090,crime_person_total,35,35
3091,crime_person_total,105,105
3092,crime_person_total,53,53
3093,crime_person_total,32,32
3094,crime_person_total,16,16
3095,crime_person_total,44,44
3097,crime_person_total,34,34
3098,crime_person_total,39,39
3099,crime_person_total,9,9
3100,crime_person_total,59,59
3101,crime_person_total,124,124
3102,crime_person_total,6,6
3103,crime_person_total,43,43
3104,crime_person_total,282,282
3105,crime_person_total,31,31
3106,crime_person_total,97,97
3107,crime_person_total,49,49
3108,crime_person_total,54,54
3109,crime_person_total,122,122
3110,crime_person_total,18,18
3111,crime_person_total,181,181
3112,crime_person_total,144,144
3113,crime_person_total,12,12
3114,crime_person_total,36,36
3115,crime_person_total,149,149
3116,crime_person_total,83,83
3117,crime_person_total,87,87
0,crime_property_total,29132,29132
3001,crime_property_total,70,70
3002,crime_property_total,184,184
3003,crime_property_total,302,302
3004,crime_property_total,386,386
3005,crime_property_total,77,77
3006,crime_property_total,NA,NA
3007,crime_property_total,190,190
3008,crime_property_total,79,79
3009,crime_property_total,294,294
3010,crime_property_total,121,121
3011,crime_property_total,109,109
3012,crime_property_total,94,94
3013,crime_property_total,683,683
3014,crime_property_total,203,203
3015,crime_property_total,261,261
3016,crime_property_total,220,220
3017,crime_property_total,128,128
3018,crime_property_total,153,153
3019,crime_property_total,93,93
3020,crime_property_total,621,621
3021,crime_property_total,88,88
3022,crime_property_total,677,677
3023,crime_property_total,101,101
3024,crime_property_total,2465,2465
3025,crime_property_total,138,138
3026,crime_property_total,206,206
3027,crime_property_total,133,133
3028,crime_property_total,297,297
3029,crime_property_total,150,150
3030,crime_property_total,147,147
3031,crime_property_total,22,22
3032,crime_property_total,257,257
3033,crime_property_total,28,28
3034,crime_property_total,116,116
3035,crime_property_total,276,276
3036,crime_property_total,36,36
3037,crime_property_total,30,30
3038,crime_property_total,50,50
3039,crime_property_total,67,67
3040,crime_property_total,151,151
3041,crime_property_total,182,182
3042,crime_property_total,18,18
3043,crime_property_total,196,196
3044,crime_property_total,242,242
3045,crime_property_total,203,203
3046,crime_property_total,44,44
3047,crime_property_total,741,741
3048,crime_property_total,232,232
3049,crime_property_total,159,159
3050,crime_property_total,61,61
3051,crime_property_total,85,85
3052,crime_property_total,53,53
3053,crime_property_total,73,73
3054,crime_property_total,371,371
3055,crime_property_total,640,640
3056,crime_property_total,133,133
3057,crime_property_total,108,108
3058,crime_property_total,176,176
3059,crime_property_total,135,135
3060,crime_property_total,396,396
3061,crime_property_total,207,207
3062,crime_property_total,13,13
3063,crime_property_total,229,229
3064,crime_property_total,23,23
3065,crime_property_total,498,498
3066,crime_property_total,40,40
3067,crime_property_total,945,945
3068,crime_property_total,1258,1258
3069,crime_property_total,158,158
3070,crime_property_total,129,129
3071,crime_property_total,20,20
3072,crime_property_total,28,28
3073,crime_property_total,59,59
3074,crime_property_total,107,107
3075,crime_property_total,38,38
3076,crime_property_total,34,34
3077,crime_property_total,186,186
3078,crime_property_total,65,65
3079,crime_property_total,297,297
3080,crime_property_total,284,284
3081,crime_property_total,187,187
3082,crime_property_total,173,173
3083,crime_property_total,120,120
3084,crime_property_total,28,28
3085,crime_property_total,143,143
3086,crime_property_total,46,46
3087,crime_property_total,948,948
3088,crime_property_total,96,96
3089,crime_property_total,243,243
3090,crime_property_total,88,88
3091,crime_property_total,690,690
3092,crime_property_total,68,68
3093,crime_property_total,41,41
3094,crime_property_total,43,43
3095,crime_property_total,133,133
3097,crime_property_total,157,157
3098,crime_property_total,71,71
3099,crime_property_total,33,33
3100,crime_property_total,219,219
3101,crime_property_total,723,723
3102,crime_property_total,31,31
3103,crime_property_total,155,155
3104,crime_property_total,1059,1059
3105,crime_property_total,284,284
3106,crime_property_total,330,330
3107,crime_property_total,172,172
3108,crime_property_total,162,162
3109,crime_property_total,638,638
3110,crime_property_total,30,30
3111,crime_property_total,778,778
3112,crime_property_total,891,891
3113,crime_property_total,30,30
3114,crime_property_total,74,74
3115,crime_property_total,485,485
3116,crime_property_total,821,821
3117,crime_property_total,373,373
0,crime_other_total,6201,6201
3001,crime_other_total,18,18
3002,crime_other_total,10,10
3003,crime_other_total,37,37
3004,crime_other_total,48,48
3005,crime_other_total,9,9
3006,crime_other_total,NA,NA
3007,crime_other_total,16,16
3008,crime_other_total,12,12
3009,crime_other_total,24,24
3010,crime_other_total,8,8
3011,crime_other_total,10,10
3012,crime_other_total,10,10
3013,crime_other_total,13,13
3014,crime_other_total,17,17
3015,crime_other_total,32,32
3016,crime_other_total,13,13
3017,crime_other_total,16,16
3018,crime_other_total,14,14
3019,crime_other_total,6,6
3020,crime_other_total,80,80
3021,crime_other_total,1,1
3022,crime_other_total,35,35
3023,crime_other_total,6,6
3024,crime_other_total,3235,3235
3025,crime_other_total,9,9
3026,crime_other_total,10,10
3027,crime_other_total,8,8
3028,crime_other_total,20,20
3029,crime_other_total,16,16
3030,crime_other_total,3,3
3031,crime_other_total,2,2
3032,crime_other_total,16,16
3033,crime_other_total,5,5
3034,crime_other_total,28,28
3035,crime_other_total,15,15
3036,crime_other_total,3,3
3037,crime_other_total,6,6
3038,crime_other_total,2,2
3039,crime_other_total,4,4
3040,crime_other_total,25,25
3041,crime_other_total,10,10
3042,crime_other_total,NA,NA
3043,crime_other_total,15,15
3044,crime_other_total,16,16
3045,crime_other_total,12,12
3046,crime_other_total,4,4
3047,crime_other_total,141,141
3048,crime_other_total,16,16
3049,crime_other_total,7,7
3050,crime_other_total,67,67
3051,crime_other_total,6,6
3052,crime_other_total,6,6
3053,crime_other_total,12,12
3054,crime_other_total,37,37
3055,crime_other_total,58,58
3056,crime_other_total,13,13
3057,crime_other_total,67,67
3058,crime_other_total,12,12
3059,crime_other_total,5,5
3060,crime_other_total,21,21
3061,crime_other_total,25,25
3062,crime_other_total,1,1
3063,crime_other_total,16,16
3064,crime_other_total,10,10
3065,crime_other_total,63,63
3066,crime_other_total,3,3
3067,crime_other_total,257,257
3068,crime_other_total,262,262
3069,crime_other_total,15,15
3070,crime_other_total,3,3
3071,crime_other_total,2,2
3072,crime_other_total,1,1
3073,crime_other_total,4,4
3074,crime_other_total,6,6
3075,crime_other_total,3,3
3076,crime_other_total,NA,NA
3077,crime_other_total,11,11
3078,crime_other_total,2,2
3079,crime_other_total,21,21
3080,crime_other_total,20,20
3081,crime_other_total,24,24
3082,crime_other_total,8,8
3083,crime_other_total,3,3
3084,crime_other_total,1,1
3085,crime_other_total,13,13
3086,crime_other_total,9,9
3087,crime_other_total,94,94
3088,crime_other_total,12,12
3089,crime_other_total,12,12
3090,crime_other_total,10,10
3091,crime_other_total,46,46
3092,crime_other_total,8,8
3093,crime_other_total,9,9
3094,crime_other_total,11,11
3095,crime_other_total,13,13
3097,crime_other_total,10,10
3098,crime_other_total,15,15
3099,crime_other_total,1,1
3100,crime_other_total,18,18
3101,crime_other_total,111,111
3102,crime_other_total,2,2
3103,crime_other_total,11,11
3104,crime_other_total,167,167
3105,crime_other_total,17,17
3106,crime_other_total,24,24
3107,crime_other_total,12,12
3108,crime_other_total,18,18
3109,crime_other_total,49,49
3110,crime_other_total,NA,NA
3111,crime_other_total,115,115
3112,crime_other_total,98,98
3113,crime_other_total,6,6
3114,crime_other_total,7,7
3115,crime_other_total,42,42
3116,crime_other_total,61,61
3117,crime_other_total,52,52
0,crime_total,42960,42960
3001,crime_total,101,101
3002,crime_total,243,243
3003,crime_total,449,449
3004,crime_total,529,529
3005,crime_total,107,107
3006,crime_total,NA,NA
3007,crime_total,233,233
3008,crime_total,123,123
3009,crime_total,404,404
3010,crime_total,167,167
3011,crime_total,162,162
3012,crime_total,138,138
3013,crime_total,732,732
3014,crime_total,292,292
3015,crime_total,397,397
3016,crime_total,291,291
3017,crime_total,184,184
3018,crime_total,212,212
3019,crime_total,125,125
3020,crime_total,900,900
3021,crime_total,108,108
3022,crime_total,783,783
3023,crime_total,132,132
3024,crime_total,6448,6448
3025,crime_total,180,180
3026,crime_total,259,259
3027,crime_total,185,185
3028,crime_total,375,375
3029,crime_total,247,247
3030,crime_total,167,167
3031,crime_total,35,35
3032,crime_total,339,339
3033,crime_total,52,52
3034,crime_total,181,181
3035,crime_total,357,357
3036,crime_total,49,49
3037,crime_total,54,54
3038,crime_total,70,70
3039,crime_total,84,84
3040,crime_total,220,220
3041,crime_total,240,240
3042,crime_total,NA,NA
3043,crime_total,279,279
3044,crime_total,315,315
3045,crime_total,244,244
3046,crime_total,65,65
3047,crime_total,1003,1003
3048,crime_total,332,332
3049,crime_total,198,198
3050,crime_total,171,171
3051,crime_total,109,109
3052,crime_total,87,87
3053,crime_total,121,121
3054,crime_total,491,491
3055,crime_total,799,799
3056,crime_total,192,192
3057,crime_total,217,217
3058,crime_total,245,245
3059,crime_total,161,161
3060,crime_total,482,482
3061,crime_total,293,293
3062,crime_total,20,20
3063,crime_total,297,297
3064,crime_total,46,46
3065,crime_total,728,728
3066,crime_total,53,53
3067,crime_total,1340,1340
3068,crime_total,2091,2091
3069,crime_total,240,240
3070,crime_total,173,173
3071,crime_total,30,30
3072,crime_total,35,35
3073,crime_total,82,82
3074,crime_total,163,163
3075,crime_total,52,52
3076,crime_total,NA,NA
3077,crime_total,221,221
3078,crime_total,83,83
3079,crime_total,414,414
3080,crime_total,387,387
3081,crime_total,287,287
3082,crime_total,233,233
3083,crime_total,151,151
3084,crime_total,32,32
3085,crime_total,210,210
3086,crime_total,76,76
3087,crime_total,1384,1384
3088,crime_total,159,159
3089,crime_total,289,289
3090,crime_total,133,133
3091,crime_total,841,841
3092,crime_total,129,129
3093,crime_total,82,82
3094,crime_total,70,70
3095,crime_total,190,190
3097,crime_total,201,201
3098,crime_total,125,125
3099,crime_total,43,43
3100,crime_total,296,296
3101,crime_total,958,958
3102,crime_total,39,39
3103,crime_total,209,209
3104,crime_total,1508,1508
3105,crime_total,332,332
3106,crime_total,451,451
3107,crime_total,233,233
3108,crime_total,234,234
3109,crime_total,809,809
3110,crime_total,NA,NA
3111,crime_total,1074,1074
3112,crime_total,1133,1133
3113,crime_total,48,48
3114,crime_total,117,117
3115,crime_total,676,676
3116,crime_total,965,965
3117,crime_total,512,512
0,crime_person_total_per_1000pop_plus_50m_buffer,7.496154621,7.5
3001,crime_person_total_per_1000pop_plus_50m_buffer,44.44444444,44.44
3002,crime_person_total_per_1000pop_plus_50m_buffer,8.886027044,8.89
3003,crime_person_total_per_1000pop_plus_50m_buffer,8.647140865,8.65
3004,crime_person_total_per_1000pop_plus_50m_buffer,12.65332473,12.65
3005,crime_person_total_per_1000pop_plus_50m_buffer,3.293413174,3.29
3006,crime_person_total_per_1000pop_plus_50m_buffer,0,0
3007,crime_person_total_per_1000pop_plus_50m_buffer,6.130268199,6.13
3008,crime_person_total_per_1000pop_plus_50m_buffer,8.083140878,8.08
3009,crime_person_total_per_1000pop_plus_50m_buffer,19.45589448,19.46
3010,crime_person_total_per_1000pop_plus_50m_buffer,8.721986675,8.72
3011,crime_person_total_per_1000pop_plus_50m_buffer,5.47645126,5.48
3012,crime_person_total_per_1000pop_plus_50m_buffer,8.771929825,8.77
3013,crime_person_total_per_1000pop_plus_50m_buffer,5.173362686,5.17
3014,crime_person_total_per_1000pop_plus_50m_buffer,2.942884802,2.94
3015,crime_person_total_per_1000pop_plus_50m_buffer,15.05250875,15.05
3016,crime_person_total_per_1000pop_plus_50m_buffer,3.735909823,3.74
3017,crime_person_total_per_1000pop_plus_50m_buffer,3.458877786,3.46
3018,crime_person_total_per_1000pop_plus_50m_buffer,6.545454545,6.55
3019,crime_person_total_per_1000pop_plus_50m_buffer,2800,2800
3020,crime_person_total_per_1000pop_plus_50m_buffer,12.86913273,12.87
3021,crime_person_total_per_1000pop_plus_50m_buffer,3.585346843,3.59
3022,crime_person_total_per_1000pop_plus_50m_buffer,8.932769158,8.93
3023,crime_person_total_per_1000pop_plus_50m_buffer,6.155507559,6.16
3024,crime_person_total_per_1000pop_plus_50m_buffer,25.14894951,25.15
3025,crime_person_total_per_1000pop_plus_50m_buffer,3.139584217,3.14
3026,crime_person_total_per_1000pop_plus_50m_buffer,3.882149047,3.88
3027,crime_person_total_per_1000pop_plus_50m_buffer,4.140786749,4.14
3028,crime_person_total_per_1000pop_plus_50m_buffer,11.88863807,11.89
3029,crime_person_total_per_1000pop_plus_50m_buffer,14.75694444,14.76
3030,crime_person_total_per_1000pop_plus_50m_buffer,1500,1500
3031,crime_person_total_per_1000pop_plus_50m_buffer,5.240174672,5.24
3032,crime_person_total_per_1000pop_plus_50m_buffer,5.010155721,5.01
3033,crime_person_total_per_1000pop_plus_50m_buffer,4.98687664,4.99
3034,crime_person_total_per_1000pop_plus_50m_buffer,4.908675799,4.91
3035,crime_person_total_per_1000pop_plus_50m_buffer,7.947019868,7.95
3036,crime_person_total_per_1000pop_plus_50m_buffer,2.791878173,2.79
3037,crime_person_total_per_1000pop_plus_50m_buffer,4.130434783,4.13
3038,crime_person_total_per_1000pop_plus_50m_buffer,3.183023873,3.18
3039,crime_person_total_per_1000pop_plus_50m_buffer,5.901639344,5.9
3040,crime_person_total_per_1000pop_plus_50m_buffer,11.15879828,11.16
3041,crime_person_total_per_1000pop_plus_50m_buffer,8.965517241,8.97
3042,crime_person_total_per_1000pop_plus_50m_buffer,5400,5400
3043,crime_person_total_per_1000pop_plus_50m_buffer,4.05330372,4.05
3044,crime_person_total_per_1000pop_plus_50m_buffer,4.06162465,4.06
3045,crime_person_total_per_1000pop_plus_50m_buffer,13.00992282,13.01
3046,crime_person_total_per_1000pop_plus_50m_buffer,5.612244898,5.61
3047,crime_person_total_per_1000pop_plus_50m_buffer,8.993733874,8.99
3048,crime_person_total_per_1000pop_plus_50m_buffer,7.256778309,7.26
3049,crime_person_total_per_1000pop_plus_50m_buffer,3.204524034,3.2
3050,crime_person_total_per_1000pop_plus_50m_buffer,57.51072961,57.51
3051,crime_person_total_per_1000pop_plus_50m_buffer,162.5,162.5
3052,crime_person_total_per_1000pop_plus_50m_buffer,7.455429498,7.46
3053,crime_person_total_per_1000pop_plus_50m_buffer,7.719928187,7.72
3054,crime_person_total_per_1000pop_plus_50m_buffer,12.20588235,12.21
3055,crime_person_total_per_1000pop_plus_50m_buffer,10.12311902,10.12
3056,crime_person_total_per_1000pop_plus_50m_buffer,5.526161082,5.53
3057,crime_person_total_per_1000pop_plus_50m_buffer,1100,1100
3058,crime_person_total_per_1000pop_plus_50m_buffer,10.51738762,10.52
3059,crime_person_total_per_1000pop_plus_50m_buffer,6.193078324,6.19
3060,crime_person_total_per_1000pop_plus_50m_buffer,3.309100025,3.31
3061,crime_person_total_per_1000pop_plus_50m_buffer,5.332167832,5.33
3062,crime_person_total_per_1000pop_plus_50m_buffer,2.631578947,2.63
3063,crime_person_total_per_1000pop_plus_50m_buffer,6.042031524,6.04
3064,crime_person_total_per_1000pop_plus_50m_buffer,163.6363636,163.64
3065,crime_person_total_per_1000pop_plus_50m_buffer,13.1007476,13.1
3066,crime_person_total_per_1000pop_plus_50m_buffer,4.081632653,4.08
3067,crime_person_total_per_1000pop_plus_50m_buffer,37.76325345,37.76
3068,crime_person_total_per_1000pop_plus_50m_buffer,96.63299663,96.63
3069,crime_person_total_per_1000pop_plus_50m_buffer,8.684863524,8.68
3070,crime_person_total_per_1000pop_plus_50m_buffer,4.308281474,4.31
3071,crime_person_total_per_1000pop_plus_50m_buffer,3.854389722,3.85
3072,crime_person_total_per_1000pop_plus_50m_buffer,2.310231023,2.31
3073,crime_person_total_per_1000pop_plus_50m_buffer,3.45721694,3.46
3074,crime_person_total_per_1000pop_plus_50m_buffer,6.155632985,6.16
3075,crime_person_total_per_1000pop_plus_50m_buffer,3.603603604,3.6
3076,crime_person_total_per_1000pop_plus_50m_buffer,4.909983633,4.91
3077,crime_person_total_per_1000pop_plus_50m_buffer,5.520926091,5.52
3078,crime_person_total_per_1000pop_plus_50m_buffer,3.245436105,3.25
3079,crime_person_total_per_1000pop_plus_50m_buffer,4.480398258,4.48
3080,crime_person_total_per_1000pop_plus_50m_buffer,3.987455197,3.99
3081,crime_person_total_per_1000pop_plus_50m_buffer,4.688908927,4.69
3082,crime_person_total_per_1000pop_plus_50m_buffer,6.209724663,6.21
3083,crime_person_total_per_1000pop_plus_50m_buffer,4.475308642,4.48
3084,crime_person_total_per_1000pop_plus_50m_buffer,120,120
3085,crime_person_total_per_1000pop_plus_50m_buffer,5.128205128,5.13
3086,crime_person_total_per_1000pop_plus_50m_buffer,4.549431321,4.55
3087,crime_person_total_per_1000pop_plus_50m_buffer,18.10874704,18.11
3088,crime_person_total_per_1000pop_plus_50m_buffer,9.314140559,9.31
3089,crime_person_total_per_1000pop_plus_50m_buffer,5.595523581,5.6
3090,crime_person_total_per_1000pop_plus_50m_buffer,6.388206388,6.39
3091,crime_person_total_per_1000pop_plus_50m_buffer,3.968650992,3.97
3092,crime_person_total_per_1000pop_plus_50m_buffer,19.2393736,19.24
3093,crime_person_total_per_1000pop_plus_50m_buffer,10.75949367,10.76
3094,crime_person_total_per_1000pop_plus_50m_buffer,3.528114664,3.53
3095,crime_person_total_per_1000pop_plus_50m_buffer,5.358012664,5.36
3097,crime_person_total_per_1000pop_plus_50m_buffer,2.474226804,2.47
3098,crime_person_total_per_1000pop_plus_50m_buffer,8.528784648,8.53
3099,crime_person_total_per_1000pop_plus_50m_buffer,3.300330033,3.3
3100,crime_person_total_per_1000pop_plus_50m_buffer,3.189542484,3.19
3101,crime_person_total_per_1000pop_plus_50m_buffer,11.67720342,11.68
3102,crime_person_total_per_1000pop_plus_50m_buffer,3.636363636,3.64
3103,crime_person_total_per_1000pop_plus_50m_buffer,4.826958106,4.83
3104,crime_person_total_per_1000pop_plus_50m_buffer,36.2716763,36.27
3105,crime_person_total_per_1000pop_plus_50m_buffer,14.38848921,14.39
3106,crime_person_total_per_1000pop_plus_50m_buffer,4.414414414,4.41
3107,crime_person_total_per_1000pop_plus_50m_buffer,4.755111745,4.76
3108,crime_person_total_per_1000pop_plus_50m_buffer,4.82302606,4.82
3109,crime_person_total_per_1000pop_plus_50m_buffer,4.673737192,4.67
3110,crime_person_total_per_1000pop_plus_50m_buffer,3.833865815,3.83
3111,crime_person_total_per_1000pop_plus_50m_buffer,18.67555979,18.68
3112,crime_person_total_per_1000pop_plus_50m_buffer,27.16723549,27.17
3113,crime_person_total_per_1000pop_plus_50m_buffer,4.62633452,4.63
3114,crime_person_total_per_1000pop_plus_50m_buffer,15.35648995,15.36
3115,crime_person_total_per_1000pop_plus_50m_buffer,19.0692395,19.07
3116,crime_person_total_per_1000pop_plus_50m_buffer,7.084690554,7.08
3117,crime_person_total_per_1000pop_plus_50m_buffer,8.13648294,8.14
0,crime_property_total_per_1000pop_plus_50m_buffer,28.64205297,28.64
3001,crime_property_total_per_1000pop_plus_50m_buffer,234.9206349,234.92
3002,crime_property_total_per_1000pop_plus_50m_buffer,28.46104314,28.46
3003,crime_property_total_per_1000pop_plus_50m_buffer,23.43096234,23.43
3004,crime_property_total_per_1000pop_plus_50m_buffer,50.6132989,50.61
3005,crime_property_total_per_1000pop_plus_50m_buffer,11.9760479,11.98
3006,crime_property_total_per_1000pop_plus_50m_buffer,0,0
3007,crime_property_total_per_1000pop_plus_50m_buffer,38.69731801,38.7
3008,crime_property_total_per_1000pop_plus_50m_buffer,18.93764434,18.94
3009,crime_property_total_per_1000pop_plus_50m_buffer,91.34377576,91.34
3010,crime_property_total_per_1000pop_plus_50m_buffer,15.50575409,15.51
3011,crime_property_total_per_1000pop_plus_50m_buffer,18.83899233,18.84
3012,crime_property_total_per_1000pop_plus_50m_buffer,25.61403509,25.61
3013,crime_property_total_per_1000pop_plus_50m_buffer,81.34287287,81.34
3014,crime_property_total_per_1000pop_plus_50m_buffer,7.976766699,7.98
3015,crime_property_total_per_1000pop_plus_50m_buffer,35.70595099,35.71
3016,crime_property_total_per_1000pop_plus_50m_buffer,14.29951691,14.3
3017,crime_property_total_per_1000pop_plus_50m_buffer,11.60645657,11.61
3018,crime_property_total_per_1000pop_plus_50m_buffer,20.84848485,20.85
3019,crime_property_total_per_1000pop_plus_50m_buffer,9800,9800
3020,crime_property_total_per_1000pop_plus_50m_buffer,41.59154492,41.59
3021,crime_property_total_per_1000pop_plus_50m_buffer,15.58846454,15.59
3022,crime_property_total_per_1000pop_plus_50m_buffer,83.2157969,83.22
3023,crime_property_total_per_1000pop_plus_50m_buffer,72.57019438,72.57
3024,crime_property_total_per_1000pop_plus_50m_buffer,85.85763562,85.86
3025,crime_property_total_per_1000pop_plus_50m_buffer,15.10394569,15.1
3026,crime_property_total_per_1000pop_plus_50m_buffer,16.70710572,16.71
3027,crime_property_total_per_1000pop_plus_50m_buffer,12.50517598,12.51
3028,crime_property_total_per_1000pop_plus_50m_buffer,132.4303988,132.43
3029,crime_property_total_per_1000pop_plus_50m_buffer,29.16666667,29.17
3030,crime_property_total_per_1000pop_plus_50m_buffer,11250,11250
3031,crime_property_total_per_1000pop_plus_50m_buffer,10.04366812,10.04
3032,crime_property_total_per_1000pop_plus_50m_buffer,18.82193636,18.82
3033,crime_property_total_per_1000pop_plus_50m_buffer,7.874015748,7.87
3034,crime_property_total_per_1000pop_plus_50m_buffer,14.38356164,14.38
3035,crime_property_total_per_1000pop_plus_50m_buffer,33.59422035,33.59
3036,crime_property_total_per_1000pop_plus_50m_buffer,10.15228426,10.15
3037,crime_property_total_per_1000pop_plus_50m_buffer,8.47826087,8.48
3038,crime_property_total_per_1000pop_plus_50m_buffer,9.549071618,9.55
3039,crime_property_total_per_1000pop_plus_50m_buffer,28.85245902,28.85
3040,crime_property_total_per_1000pop_plus_50m_buffer,43.16370325,43.16
3041,crime_property_total_per_1000pop_plus_50m_buffer,33.62068966,33.62
3042,crime_property_total_per_1000pop_plus_50m_buffer,8100,8100
3043,crime_property_total_per_1000pop_plus_50m_buffer,11.54913937,11.55
3044,crime_property_total_per_1000pop_plus_50m_buffer,17.57703081,17.58
3045,crime_property_total_per_1000pop_plus_50m_buffer,75.41345094,75.41
3046,crime_property_total_per_1000pop_plus_50m_buffer,13.26530612,13.27
3047,crime_property_total_per_1000pop_plus_50m_buffer,55.14190933,55.14
3048,crime_property_total_per_1000pop_plus_50m_buffer,20.33492823,20.33
3049,crime_property_total_per_1000pop_plus_50m_buffer,15.83411876,15.83
3050,crime_property_total_per_1000pop_plus_50m_buffer,174.248927,174.25
3051,crime_property_total_per_1000pop_plus_50m_buffer,681.25,681.25
3052,crime_property_total_per_1000pop_plus_50m_buffer,15.88330632,15.88
3053,crime_property_total_per_1000pop_plus_50m_buffer,14.18312388,14.18
3054,crime_property_total_per_1000pop_plus_50m_buffer,56.02941176,56.03
3055,crime_property_total_per_1000pop_plus_50m_buffer,60.37391701,60.37
3056,crime_property_total_per_1000pop_plus_50m_buffer,17.04879483,17.05
3057,crime_property_total_per_1000pop_plus_50m_buffer,3680,3680
3058,crime_property_total_per_1000pop_plus_50m_buffer,30.02544529,30.03
3059,crime_property_total_per_1000pop_plus_50m_buffer,29.69034608,29.69
3060,crime_property_total_per_1000pop_plus_50m_buffer,20.25570318,20.26
3061,crime_property_total_per_1000pop_plus_50m_buffer,19.05594406,19.06
3062,crime_property_total_per_1000pop_plus_50m_buffer,7.142857143,7.14
3063,crime_property_total_per_1000pop_plus_50m_buffer,27.05779335,27.06
3064,crime_property_total_per_1000pop_plus_50m_buffer,272.7272727,272.73
3065,crime_property_total_per_1000pop_plus_50m_buffer,37.73584906,37.74
3066,crime_property_total_per_1000pop_plus_50m_buffer,13.81475667,13.81
3067,crime_property_total_per_1000pop_plus_50m_buffer,162.2367466,162.24
3068,crime_property_total_per_1000pop_plus_50m_buffer,211.952862,211.95
3069,crime_property_total_per_1000pop_plus_50m_buffer,20.5955335,20.6
3070,crime_property_total_per_1000pop_plus_50m_buffer,13.88224031,13.88
3071,crime_property_total_per_1000pop_plus_50m_buffer,9.850107066,9.85
3072,crime_property_total_per_1000pop_plus_50m_buffer,9.240924092,9.24
3073,crime_property_total_per_1000pop_plus_50m_buffer,10.71737252,10.72
3074,crime_property_total_per_1000pop_plus_50m_buffer,14.4018583,14.4
3075,crime_property_total_per_1000pop_plus_50m_buffer,10.2960103,10.3
3076,crime_property_total_per_1000pop_plus_50m_buffer,11.45662848,11.46
3077,crime_property_total_per_1000pop_plus_50m_buffer,65.89492431,65.89
3078,crime_property_total_per_1000pop_plus_50m_buffer,13.59026369,13.59
3079,crime_property_total_per_1000pop_plus_50m_buffer,13.98050197,13.98
3080,crime_property_total_per_1000pop_plus_50m_buffer,13.84408602,13.84
3081,crime_property_total_per_1000pop_plus_50m_buffer,12.62398557,12.62
3082,crime_property_total_per_1000pop_plus_50m_buffer,21.08963093,21.09
3083,crime_property_total_per_1000pop_plus_50m_buffer,19.29012346,19.29
3084,crime_property_total_per_1000pop_plus_50m_buffer,800,800
3085,crime_property_total_per_1000pop_plus_50m_buffer,16.18037135,16.18
3086,crime_property_total_per_1000pop_plus_50m_buffer,9.798775153,9.8
3087,crime_property_total_per_1000pop_plus_50m_buffer,51.06382979,51.06
3088,crime_property_total_per_1000pop_plus_50m_buffer,18.62828112,18.63
3089,crime_property_total_per_1000pop_plus_50m_buffer,39.00879297,39.01
3090,crime_property_total_per_1000pop_plus_50m_buffer,15.72481572,15.72
3091,crime_property_total_per_1000pop_plus_50m_buffer,23.87860597,23.88
3092,crime_property_total_per_1000pop_plus_50m_buffer,23.26621924,23.27
3093,crime_property_total_per_1000pop_plus_50m_buffer,17.40506329,17.41
3094,crime_property_total_per_1000pop_plus_50m_buffer,9.702315325,9.7
3095,crime_property_total_per_1000pop_plus_50m_buffer,18.5094983,18.51
3097,crime_property_total_per_1000pop_plus_50m_buffer,11.61512027,11.62
3098,crime_property_total_per_1000pop_plus_50m_buffer,15.13859275,15.14
3099,crime_property_total_per_1000pop_plus_50m_buffer,11.22112211,11.22
3100,crime_property_total_per_1000pop_plus_50m_buffer,11.60784314,11.61
3101,crime_property_total_per_1000pop_plus_50m_buffer,57.19598364,57.2
3102,crime_property_total_per_1000pop_plus_50m_buffer,23.03030303,23.03
3103,crime_property_total_per_1000pop_plus_50m_buffer,17.03096539,17.03
3104,crime_property_total_per_1000pop_plus_50m_buffer,161.5606936,161.56
3105,crime_property_total_per_1000pop_plus_50m_buffer,116.9064748,116.91
3106,crime_property_total_per_1000pop_plus_50m_buffer,15.63063063,15.63
3107,crime_property_total_per_1000pop_plus_50m_buffer,17.9743224,17.97
